J,parity,original_rank,observed_cm,state,v,Lambda,Sigma,Omega,input_weight,calculated_cm,residual_cm,matched_rank,calculated_state,calculated_v,calculated_Lambda,calculated_Sigma,calculated_Omega,assignment_matches,mark,duo_weight
4.0,+,265,35288.85356,6,10,1.0,-1.0,0.0,0.0079,35288.496944323386,0.35661567661736626,262,6,10,1.0,-1.0,0.0,True,,4.2e-08
4.0,+,276,36393.52963,6,11,1.0,1.0,2.0,0.0025,36394.49090210427,-0.9612721042722114,273,6,11,1.0,1.0,2.0,True,,1.3e-08
4.0,+,277,36412.33489,6,11,1.0,0.0,1.0,0.0011,36412.77363606899,-0.4387460689904401,274,6,11,1.0,0.0,1.0,True,,5.9e-09
4.0,+,290,37469.0103,6,12,1.0,1.0,2.0,0.006,37469.5661662822,-0.5558662822004408,287,6,12,1.0,1.0,2.0,True,,3.2e-08
4.0,+,291,37487.28517,6,12,1.0,0.0,1.0,0.0038,37487.14354595769,0.1416240423131967,288,6,12,1.0,0.0,1.0,True,,2e-08
4.0,+,292,37504.70763,6,12,1.0,-1.0,0.0,0.0022,37504.05332963007,0.6543003699262044,289,6,12,1.0,-1.0,0.0,True,,1.2e-08
4.0,-,1,623.47744,2,0,-1.0,-1.0,-2.0,484.0,623.471401262914,0.0060387370859871226,1,2,0,-1.0,-1.0,-2.0,True,,0.0026
4.0,-,2,648.04587,2,0,-1.0,0.0,-1.0,625.0,648.047981857538,-0.0021118575380114635,2,2,0,-1.0,0.0,-1.0,True,,0.0034
4.0,-,3,670.76602,2,0,-1.0,1.0,0.0,484.0,670.755943725058,0.010076274941980046,3,2,0,-1.0,1.0,0.0,True,,0.0026
4.0,-,4,2241.27933,2,1,-1.0,-1.0,-2.0,7.84,2241.267769595449,0.01156040455089169,4,2,1,-1.0,-1.0,-2.0,True,,4.2e-05
4.0,-,5,2265.72681,2,1,-1.0,0.0,-1.0,6.25,2265.719134362933,0.007675637067222851,5,2,1,-1.0,0.0,-1.0,True,,3.4e-05
4.0,-,6,2288.30498,2,1,-1.0,1.0,0.0,7.84,2288.284606547634,0.020373452365674893,6,2,1,-1.0,1.0,0.0,True,,4.2e-05
4.0,-,7,3835.76407,2,2,-1.0,-1.0,-2.0,4.41,3835.802977738027,-0.038907738026864536,7,2,2,-1.0,-1.0,-2.0,True,,2.4e-05
4.0,-,8,3860.09029,2,2,-1.0,0.0,-1.0,4.84,3860.132418624952,-0.04212862495205627,8,2,2,-1.0,0.0,-1.0,True,,2.6e-05
4.0,-,9,3882.52826,2,2,-1.0,1.0,0.0,4.0,3882.556971221673,-0.02871122167289286,9,2,2,-1.0,1.0,0.0,True,,2.2e-05
4.0,-,10,5406.82009,2,3,-1.0,-1.0,-2.0,1.0,5406.904389013548,-0.08429901354793401,10,2,3,-1.0,-1.0,-2.0,True,,5.4e-06
4.0,-,11,5431.12337,2,3,-1.0,0.0,-1.0,1.96,5431.115689898795,0.007680101205551182,11,2,3,-1.0,0.0,-1.0,True,,1.1e-05
4.0,-,12,5453.42295,2,3,-1.0,1.0,0.0,2.25,5453.400913160114,0.02203683988591365,12,2,3,-1.0,1.0,0.0,True,,1.2e-05
4.0,-,14,6954.72784,2,4,-1.0,-1.0,-2.0,1.0,6954.678116149194,0.04972385080600361,14,2,4,-1.0,-1.0,-2.0,True,,5.4e-06
4.0,-,15,6978.82189,2,4,-1.0,0.0,-1.0,1.0,6978.774359719177,0.047530280823593785,15,2,4,-1.0,0.0,-1.0,True,,5.4e-06
4.0,-,16,7000.98819,2,4,-1.0,1.0,0.0,0.64,7000.919601391688,0.06858860831198399,16,2,4,-1.0,1.0,0.0,True,,3.4e-06
4.0,-,18,8300.54976,3,0,-1.0,0.0,-1.0,441.0,8300.537877678842,0.011882321157827391,18,3,0,-1.0,0.0,-1.0,True,,0.0024
4.0,-,19,8479.1913,2,5,-1.0,-1.0,-2.0,2.25,8479.15098353595,0.040316464050192735,19,2,5,-1.0,-1.0,-2.0,True,,1.2e-05
4.0,-,20,8503.15755,2,5,-1.0,0.0,-1.0,2.56,8503.134068370067,0.023481629932575743,20,2,5,-1.0,0.0,-1.0,True,,1.4e-05
4.0,-,21,8525.19288,2,5,-1.0,1.0,0.0,0.81,8525.128026518896,0.06485348110436462,21,2,5,-1.0,1.0,0.0,True,,4.4e-06
4.0,-,23,9299.76815,5,0,0.0,-1.0,-1.0,729.0,9299.67664074491,0.09150925508947694,23,5,0,0.0,-1.0,-1.0,True,,0.0039
4.0,-,24,9334.35279,5,0,0.0,0.0,0.0,361.0,9334.473491080056,-0.12070108005536895,24,5,0,0.0,0.0,0.0,True,,0.0019
4.0,-,25,9884.25429,3,1,-1.0,0.0,-1.0,4.84,9884.246046826402,0.008243173599112197,25,3,1,-1.0,0.0,-1.0,True,,2.6e-05
4.0,-,26,9980.3334,2,6,-1.0,-1.0,-2.0,0.36,9980.291189919562,0.042210080437143915,26,2,6,-1.0,-1.0,-2.0,True,,1.9e-06
4.0,-,27,10004.18586,2,6,-1.0,0.0,-1.0,0.36,10004.166802722762,0.019057277237152448,27,2,6,-1.0,0.0,-1.0,True,,1.9e-06
4.0,-,28,10026.06119,2,6,-1.0,1.0,0.0,0.25,10026.052363525128,0.008826474871966639,28,2,6,-1.0,1.0,0.0,True,,1.3e-06
4.0,-,30,11331.26342,5,1,0.0,-1.0,-1.0,12.25,11331.315544954798,-0.05212495479827339,30,5,1,0.0,-1.0,-1.0,True,,6.6e-05
4.0,-,31,11365.6493,5,1,0.0,0.0,0.0,8.41,11365.47330905824,0.17599094175966457,31,5,1,0.0,0.0,0.0,True,,4.5e-05
4.0,-,32,11443.74026,3,2,-1.0,0.0,-1.0,4.0,11443.76835686173,-0.02809686172986403,32,3,2,-1.0,0.0,-1.0,True,,2.2e-05
4.0,-,33,11458.17893,2,7,-1.0,-1.0,-2.0,1.0,11458.075181831131,0.10374816886906046,33,2,7,-1.0,-1.0,-2.0,True,,5.4e-06
4.0,-,34,11481.92173,2,7,-1.0,0.0,-1.0,0.49,11481.866589053523,0.055140946476967656,34,2,7,-1.0,0.0,-1.0,True,,2.6e-06
4.0,-,35,11503.5858,2,7,-1.0,1.0,0.0,0.36,11503.86346823062,-0.2776682306193834,35,2,7,-1.0,1.0,0.0,True,,1.9e-06
4.0,-,38,12912.49147,2,8,-1.0,-1.0,-2.0,0.81,12912.422778955515,0.06869104448560392,38,2,8,-1.0,-1.0,-2.0,True,,4.4e-06
4.0,-,39,12936.09345,2,8,-1.0,0.0,-1.0,0.81,12936.078464006643,0.01498599335718609,39,2,8,-1.0,0.0,-1.0,True,,4.4e-06
4.0,-,40,12957.7089,2,8,-1.0,1.0,0.0,0.36,12957.61936663475,0.08953336524973565,40,2,8,-1.0,1.0,0.0,True,,1.9e-06
4.0,-,41,12978.9515,3,3,-1.0,0.0,-1.0,1.69,12978.942755810918,0.00874418908097141,41,3,3,-1.0,0.0,-1.0,True,,9.1e-06
4.0,-,44,13334.20611,5,2,0.0,-1.0,-1.0,1.44,13334.275745686591,-0.06963568659193697,44,5,2,0.0,-1.0,-1.0,True,,7.7e-06
4.0,-,45,13368.12794,5,2,0.0,0.0,0.0,0.49,13368.417936753358,-0.2899967533576273,45,5,2,0.0,0.0,0.0,True,,2.6e-06
4.0,-,46,14343.59959,2,9,-1.0,-1.0,-2.0,0.0533,14343.429208952899,0.17038104710081825,46,2,9,-1.0,-1.0,-2.0,True,,2.9e-07
4.0,-,47,14367.0815,2,9,-1.0,0.0,-1.0,0.0448,14366.990358598781,0.09114140121891978,47,2,9,-1.0,0.0,-1.0,True,,2.4e-07
4.0,-,48,14388.55711,2,9,-1.0,1.0,0.0,0.0181,14388.518816044765,0.038293955234621535,48,2,9,-1.0,1.0,0.0,True,,9.7e-08
4.0,-,49,14489.8219,3,4,-1.0,0.0,-1.0,1.69,14489.776786280534,0.045113719466826296,49,3,4,-1.0,0.0,-1.0,True,,9.1e-06
4.0,-,52,15306.86978,5,3,0.0,-1.0,-1.0,4.41,15306.832422193838,0.037357806162617635,52,5,3,0.0,-1.0,-1.0,True,,2.4e-05
4.0,-,53,15340.56077,5,3,0.0,0.0,0.0,1.69,15340.392992138859,0.16777786114107585,53,5,3,0.0,0.0,0.0,True,,9.1e-06
4.0,-,54,15751.37964,2,10,-1.0,-1.0,-2.0,0.0028,15751.170537522716,0.2091024772835226,54,2,10,-1.0,-1.0,-2.0,True,,1.5e-08
4.0,-,55,15774.7467,2,10,-1.0,0.0,-1.0,0.0013,15774.640634420668,0.10606557933169825,55,2,10,-1.0,0.0,-1.0,True,,7e-09
4.0,-,56,15796.0499,2,10,-1.0,1.0,0.0,0.0003,15796.169966739753,-0.12006673975338344,56,2,10,-1.0,1.0,0.0,True,,1.6e-09
4.0,-,59,15976.24556,3,5,-1.0,0.0,-1.0,0.25,15976.212332630052,0.03322736994778097,59,3,5,-1.0,0.0,-1.0,True,,1.3e-06
4.0,-,60,17135.64219,2,11,-1.0,-1.0,-2.0,0.0099,17135.789997674143,-0.14780767414413276,60,2,11,-1.0,-1.0,-2.0,True,,5.3e-08
4.0,-,61,17160.17857,2,11,-1.0,0.0,-1.0,0.0025,17159.106256443545,1.0723135564549011,61,2,11,-1.0,0.0,-1.0,True,,1.3e-08
4.0,-,67,17438.20173,3,6,-1.0,0.0,-1.0,0.25,17438.144536643627,0.05719335637331824,67,3,6,-1.0,0.0,-1.0,True,,1.3e-06
4.0,-,68,18496.83676,2,12,-1.0,-1.0,-2.0,0.001,18497.67931942173,-0.8425594217333128,68,2,12,-1.0,-1.0,-2.0,True,,5.4e-09
4.0,-,73,18875.54796,3,7,-1.0,0.0,-1.0,0.04,18875.45757080627,0.09038919373051613,73,3,7,-1.0,0.0,-1.0,True,,2.2e-07
4.0,-,74,19157.7867,5,5,0.0,-1.0,-1.0,1.0,19157.73642083659,0.05027916340986849,74,5,5,0.0,-1.0,-1.0,True,,5.4e-06
4.0,-,75,19190.80341,5,5,0.0,0.0,0.0,0.04,19190.580243334654,0.22316666534607066,75,5,5,0.0,0.0,0.0,True,,2.2e-07
4.0,-,77,19834.64331,2,13,-1.0,-1.0,-2.0,0.0009,19837.119307853896,-2.4759978538968426,77,2,13,-1.0,-1.0,-2.0,True,,4.8e-09
4.0,-,79,19857.64345,2,13,-1.0,0.0,-1.0,0.0002,19860.2877464442,-2.6442964441994263,79,2,13,-1.0,0.0,-1.0,True,,1.1e-09
4.0,-,84,20288.21937,3,8,-1.0,0.0,-1.0,0.01,20288.090492767613,0.12887723238600302,84,3,8,-1.0,0.0,-1.0,True,,5.4e-08
4.0,-,86,21032.76742,5,6,0.0,-1.0,-1.0,0.25,21032.861033194196,-0.09361319419622305,86,5,6,0.0,-1.0,-1.0,True,,1.3e-06
4.0,-,87,21065.49345,5,6,0.0,0.0,0.0,0.01,21064.907782875714,0.5856671242872835,87,5,6,0.0,0.0,0.0,True,,5.4e-08
4.0,-,89,21149.18281,2,14,-1.0,-1.0,-2.0,0.0008,21154.590541688478,-5.407731688479544,89,2,14,-1.0,-1.0,-2.0,True,,4.3e-09
4.0,-,92,21676.10847,3,9,-1.0,0.0,-1.0,0.0004,21675.921300426075,0.18716957392462064,92,3,9,-1.0,0.0,-1.0,True,,2.2e-09
4.0,-,101,22871.91299,5,7,0.0,-1.0,-1.0,0.36,22871.80975933805,0.1032306619490555,101,5,7,0.0,-1.0,-1.0,True,,1.9e-06
4.0,-,103,23039.09203,3,10,-1.0,0.0,-1.0,0.0003,23038.858934707598,0.23309529240214033,103,3,10,-1.0,0.0,-1.0,True,,1.6e-09
4.0,-,112,24377.05203,3,11,-1.0,0.0,-1.0,0.0003,24376.79836994125,0.25366005874820985,112,3,11,-1.0,0.0,-1.0,True,,1.6e-09
4.0,-,123,25689.85321,3,12,-1.0,0.0,-1.0,0.001,25689.626838972323,0.22637102767839679,123,3,12,-1.0,0.0,-1.0,True,,5.4e-09
4.0,-,135,26977.36968,3,13,-1.0,0.0,-1.0,0.0009,26977.211348802608,0.1583311973918171,135,3,13,-1.0,0.0,-1.0,True,,4.8e-09
4.0,-,144,28239.37639,3,14,-1.0,0.0,-1.0,0.0002,28239.39228717425,-0.01589717424940318,144,3,14,-1.0,0.0,-1.0,True,,1.1e-09
5.0,+,13,6292.18337,4,0,0.0,1.0,1.0,841.0,6292.076312912017,0.1070570879828665,13,4,0,0.0,1.0,1.0,True,,0.0045
5.0,+,17,7739.82792,4,1,0.0,1.0,1.0,8.41,7739.713913425212,0.11400657478770881,17,4,1,0.0,1.0,1.0,True,,4.5e-05
5.0,+,22,9165.29852,4,2,0.0,1.0,1.0,9.0,9165.229616418512,0.06890358148848463,22,4,2,0.0,1.0,1.0,True,,4.8e-05
5.0,+,29,10568.66123,4,3,0.0,1.0,1.0,4.41,10568.60485217158,0.056377828419499565,29,4,3,0.0,1.0,1.0,True,,2.4e-05
5.0,+,36,11902.74942,7,0,2.0,0.0,2.0,36.0,11902.73631969634,0.013100303660394275,36,7,0,2.0,0.0,2.0,True,,0.00019
5.0,+,37,11950.0234,4,4,0.0,1.0,1.0,0.49,11949.929798341536,0.09360165846374002,37,4,4,0.0,1.0,1.0,True,,2.6e-06
5.0,+,42,13286.78368,7,1,2.0,0.0,2.0,0.25,13286.79122633199,-0.007546331989942701,42,7,1,2.0,0.0,2.0,True,,1.3e-06
5.0,+,43,13309.44801,4,5,0.0,1.0,1.0,1.0,13309.309108411197,0.1389015888034919,43,4,5,0.0,1.0,1.0,True,,5.4e-06
5.0,+,50,14647.02264,4,6,0.0,1.0,1.0,0.25,14646.85619040161,0.1664495983895904,50,4,6,0.0,1.0,1.0,True,,1.3e-06
5.0,+,51,14647.95045,7,2,2.0,0.0,2.0,0.36,14647.98255840297,-0.03210840296924289,51,7,2,2.0,0.0,2.0,True,,1.9e-06
5.0,+,57,15962.8466,4,7,0.0,1.0,1.0,0.16,15962.692583871822,0.154016128179137,57,4,7,0.0,1.0,1.0,True,,8.6e-07
5.0,+,58,15986.30795,7,3,2.0,0.0,2.0,0.64,15986.323715149634,-0.015765149633807596,58,7,3,2.0,0.0,2.0,True,,3.4e-06
5.0,+,63,17257.01309,4,8,0.0,1.0,1.0,0.09,17256.93577152875,0.07731847124887281,63,4,8,0.0,1.0,1.0,True,,4.8e-07
5.0,+,65,17301.9223,7,4,2.0,0.0,2.0,0.64,17301.920989070823,0.001310929175815545,65,7,4,2.0,0.0,2.0,True,,3.4e-06
5.0,+,72,18594.86051,7,5,2.0,0.0,2.0,0.49,18594.850875988453,0.009634011545131216,72,7,5,2.0,0.0,2.0,True,,2.6e-06
5.0,+,78,19865.15419,7,6,2.0,0.0,2.0,0.36,19865.082999626524,0.07119037347729318,78,7,6,2.0,0.0,2.0,True,,1.9e-06
5.0,+,81,20019.83723,6,0,1.0,1.0,2.0,225.0,20019.898836251246,-0.06160625124539365,81,6,0,1.0,1.0,2.0,True,,0.0012
5.0,+,82,20045.93877,6,0,1.0,0.0,1.0,225.0,20045.96364448391,-0.024874483908206457,82,6,0,1.0,0.0,1.0,True,,0.0012
5.0,+,83,20071.72342,6,0,1.0,-1.0,0.0,196.0,20071.69525126302,0.02816873697884148,83,6,0,1.0,-1.0,0.0,True,,0.0011
5.0,+,88,21112.9461,7,7,2.0,0.0,2.0,0.25,21112.871618589135,0.07448141086570104,88,7,7,2.0,0.0,2.0,True,,1.3e-06
5.0,+,93,21773.17209,6,1,1.0,1.0,2.0,2.56,21773.20213316158,-0.030043161579669686,93,6,1,1.0,1.0,2.0,True,,1.4e-05
5.0,+,94,21799.00711,6,1,1.0,0.0,1.0,2.89,21799.0478326829,-0.040722682901105145,94,6,1,1.0,0.0,1.0,True,,1.6e-05
5.0,+,95,21824.51535,6,1,1.0,-1.0,0.0,2.56,21824.517285866852,-0.0019358668505446985,95,6,1,1.0,-1.0,0.0,True,,1.4e-05
5.0,+,97,22338.25405,7,8,2.0,0.0,2.0,0.04,22338.046101851123,0.2079481488763122,97,7,8,2.0,0.0,2.0,True,,2.2e-07
5.0,+,105,23488.99982,6,2,1.0,1.0,2.0,1.69,23488.653416725727,0.3464032742740528,105,6,2,1.0,1.0,2.0,True,,9.1e-06
5.0,+,106,23514.59774,6,2,1.0,0.0,1.0,1.69,23514.44880019359,0.14893980641136295,106,6,2,1.0,0.0,1.0,True,,9.1e-06
5.0,+,107,23539.89232,6,2,1.0,-1.0,0.0,0.16,23539.415386507837,0.47693349216206116,107,6,2,1.0,-1.0,0.0,True,,8.6e-07
5.0,+,120,25164.53504,6,3,1.0,1.0,2.0,7.29,25164.53592981543,-0.0008898154301277827,120,6,3,1.0,1.0,2.0,True,,3.9e-05
5.0,+,121,25189.70338,6,3,1.0,0.0,1.0,7.29,25189.7448660206,-0.04148602060013218,121,6,3,1.0,0.0,1.0,True,,3.9e-05
5.0,+,122,25214.57443,6,3,1.0,-1.0,0.0,4.0,25214.576535601387,-0.0021056013865745626,122,6,3,1.0,-1.0,0.0,True,,2.2e-05
5.0,+,131,26794.95186,6,4,1.0,1.0,2.0,0.81,26794.91034000092,0.041519999082083814,131,6,4,1.0,1.0,2.0,True,,4.4e-06
5.0,+,132,26819.76882,6,4,1.0,0.0,1.0,1.44,26819.612638078026,0.15618192197507597,132,6,4,1.0,0.0,1.0,True,,7.7e-06
5.0,+,133,26844.97345,6,4,1.0,-1.0,0.0,0.49,26844.66953286947,0.3039171305317723,134,6,4,1.0,-1.0,0.0,True,,2.6e-06
5.0,+,145,28375.26067,6,5,1.0,1.0,2.0,6.25,28375.273425422616,-0.012755422616464784,145,6,5,1.0,1.0,2.0,True,,3.4e-05
5.0,+,146,28399.59975,6,5,1.0,0.0,1.0,5.29,28399.66930313262,-0.06955313262005802,146,6,5,1.0,0.0,1.0,True,,2.8e-05
5.0,+,147,28423.6869,6,5,1.0,-1.0,0.0,2.25,28423.709124364006,-0.022224364005523967,147,6,5,1.0,-1.0,0.0,True,,1.2e-05
5.0,+,159,29900.16602,6,6,1.0,1.0,2.0,0.36,29898.411286315684,1.7547336843163066,159,6,6,1.0,1.0,2.0,True,,1.9e-06
5.0,+,160,29922.74228,6,6,1.0,0.0,1.0,0.25,29922.293314329076,0.4489656709229166,160,6,6,1.0,0.0,1.0,True,,1.3e-06
5.0,+,161,29947.1943,6,6,1.0,-1.0,0.0,0.25,29945.925868768973,1.268431231026625,161,6,6,1.0,-1.0,0.0,True,,1.3e-06
5.0,+,170,31356.5951,6,7,1.0,1.0,2.0,1.96,31356.679745811154,-0.08464581115549663,170,6,7,1.0,1.0,2.0,True,,1.1e-05
5.0,+,171,31381.18048,6,7,1.0,0.0,1.0,0.81,31379.939172063645,1.2413079363541328,171,6,7,1.0,0.0,1.0,True,,4.4e-06
5.0,+,172,31402.90887,6,7,1.0,-1.0,0.0,0.25,31402.922016459757,-0.01314645975799067,172,6,7,1.0,-1.0,0.0,True,,1.3e-06
5.0,+,181,32740.59335,6,8,1.0,1.0,2.0,0.64,32740.757250316306,-0.16390031630726298,181,6,8,1.0,1.0,2.0,True,,3.4e-06
5.0,+,182,32763.47065,6,8,1.0,0.0,1.0,0.04,32763.39470608388,0.07594391611928586,182,6,8,1.0,0.0,1.0,True,,2.2e-07
5.0,+,183,32785.81545,6,8,1.0,-1.0,0.0,0.16,32785.821177947466,-0.005727947464038152,183,6,8,1.0,-1.0,0.0,True,,8.6e-07
5.0,+,192,34043.65371,6,9,1.0,1.0,2.0,0.0015,34043.65979230297,-0.006082302970753517,192,6,9,1.0,1.0,2.0,True,,8.1e-09
5.0,+,194,34065.66313,6,9,1.0,0.0,1.0,0.0004,34065.315941415174,0.3471885848266538,193,6,9,1.0,0.0,1.0,True,,2.2e-09
5.0,+,196,34087.4002,6,9,1.0,-1.0,0.0,0.0004,34087.27694261059,0.12325738940853626,194,6,9,1.0,-1.0,0.0,True,,2.2e-09
5.0,+,209,35263.51737,6,10,1.0,1.0,2.0,0.0114,35263.6835191443,-0.16614914430101635,205,6,10,1.0,1.0,2.0,True,,6.1e-08
5.0,+,210,35284.79545,6,10,1.0,0.0,1.0,0.0114,35284.836906781806,-0.04145678180793766,207,6,10,1.0,0.0,1.0,True,,6.1e-08
5.0,+,211,35305.96846,6,10,1.0,-1.0,0.0,0.0051,35305.80201929976,0.16644070023903623,208,6,10,1.0,-1.0,0.0,True,,2.7e-08
5.0,+,220,36405.59736,6,11,1.0,1.0,2.0,0.0025,36406.55249325185,-0.9551332518531126,217,6,11,1.0,1.0,2.0,True,,1.3e-08
5.0,+,221,36426.27145,6,11,1.0,0.0,1.0,0.0003,36426.90680670193,-0.6353567019323236,218,6,11,1.0,0.0,1.0,True,,1.6e-09
5.0,+,231,37480.74843,6,12,1.0,1.0,2.0,0.0022,37481.26215960083,-0.5137296008324483,228,6,12,1.0,1.0,2.0,True,,1.2e-08
5.0,+,232,37500.8175,6,12,1.0,0.0,1.0,0.0002,37500.84226079192,-0.02476079192274483,229,6,12,1.0,0.0,1.0,True,,1.1e-09
5.0,-,2,637.69162,2,0,-1.0,-1.0,-2.0,625.0,637.691337235772,0.00028276422790440847,2,2,0,-1.0,-1.0,-2.0,True,,0.0034
5.0,-,3,663.63193,2,0,-1.0,0.0,-1.0,625.0,663.632941962411,-0.0010119624109847791,3,2,0,-1.0,0.0,-1.0,True,,0.0034
5.0,-,4,688.3235,2,0,-1.0,1.0,0.0,529.0,688.321876162328,0.0016238376720139058,4,2,0,-1.0,1.0,0.0,True,,0.0028
5.0,-,6,2255.36243,2,1,-1.0,-1.0,-2.0,8.41,2255.351695042567,0.010734957433214731,6,2,1,-1.0,-1.0,-2.0,True,,4.5e-05
5.0,-,7,2281.16002,2,1,-1.0,0.0,-1.0,10.89,2281.14670735872,0.013312641279753734,7,2,1,-1.0,0.0,-1.0,True,,5.9e-05
5.0,-,8,2305.67169,2,1,-1.0,1.0,0.0,7.29,2305.662972177095,0.008717822905055073,8,2,1,-1.0,1.0,0.0,True,,3.9e-05
5.0,-,10,3849.71529,2,2,-1.0,-1.0,-2.0,6.76,3849.750500523862,-0.035210523861678666,10,2,2,-1.0,-1.0,-2.0,True,,3.6e-05
5.0,-,11,3875.36269,2,2,-1.0,0.0,-1.0,4.41,3875.401471286141,-0.03878128614087473,11,2,2,-1.0,0.0,-1.0,True,,2.4e-05
5.0,-,12,3899.70426,2,2,-1.0,1.0,0.0,4.84,3899.747829640542,-0.04356964054204582,12,2,2,-1.0,1.0,0.0,True,,2.6e-05
5.0,-,13,5420.72757,2,3,-1.0,-1.0,-2.0,2.89,5420.715784596807,0.011785403193243837,13,2,3,-1.0,-1.0,-2.0,True,,1.6e-05
5.0,-,14,5446.2407,2,3,-1.0,0.0,-1.0,2.56,5446.225494011305,0.015205988695015549,14,2,3,-1.0,0.0,-1.0,True,,1.4e-05
5.0,-,16,5470.40168,2,3,-1.0,1.0,0.0,3.24,5470.406061325325,-0.004381325325084617,16,2,3,-1.0,1.0,0.0,True,,1.7e-05
5.0,-,19,6968.39966,2,4,-1.0,-1.0,-2.0,1.96,6968.353475569585,0.04618443041545106,19,2,4,-1.0,-1.0,-2.0,True,,1.1e-05
5.0,-,20,6993.77458,2,4,-1.0,0.0,-1.0,1.44,6993.722977314687,0.051602685312900576,20,2,4,-1.0,0.0,-1.0,True,,7.7e-06
5.0,-,21,7017.76391,2,4,-1.0,1.0,0.0,1.0,7017.742581335499,0.02132866450028814,21,2,4,-1.0,1.0,0.0,True,,5.4e-06
5.0,-,25,8316.62338,3,0,-1.0,0.0,-1.0,900.0,8316.615867931781,0.0075120682195120025,25,3,0,-1.0,0.0,-1.0,True,,0.0048
5.0,-,26,8492.73086,2,5,-1.0,-1.0,-2.0,4.84,8492.690716198835,0.04014380116495886,26,2,5,-1.0,-1.0,-2.0,True,,2.6e-05
5.0,-,27,8517.94846,2,5,-1.0,0.0,-1.0,1.69,8517.914043074656,0.03441692534397589,27,2,5,-1.0,0.0,-1.0,True,,9.1e-06
5.0,-,28,8541.77064,2,5,-1.0,1.0,0.0,0.49,8541.784092948072,-0.013452948071062565,28,2,5,-1.0,1.0,0.0,True,,2.6e-06
5.0,-,32,9334.05316,5,0,0.0,-1.0,-1.0,676.0,9334.070392063742,-0.017232063742994796,32,5,0,0.0,-1.0,-1.0,True,,0.0036
5.0,-,33,9900.15678,3,1,-1.0,0.0,-1.0,8.41,9900.15338883667,0.0033911633290699683,33,3,1,-1.0,0.0,-1.0,True,,4.5e-05
5.0,-,34,9993.71927,2,6,-1.0,-1.0,-2.0,1.0,9993.693320273713,0.025949726286853547,34,2,6,-1.0,-1.0,-2.0,True,,5.4e-06
5.0,-,35,10018.77399,2,6,-1.0,0.0,-1.0,0.49,10018.799293510201,-0.025303510201410973,35,2,6,-1.0,0.0,-1.0,True,,2.6e-06
5.0,-,36,10042.43232,2,6,-1.0,1.0,0.0,0.49,10042.49472261789,-0.062402617890256806,36,2,6,-1.0,1.0,0.0,True,,2.6e-06
5.0,-,40,11365.238,5,1,0.0,-1.0,-1.0,10.24,11365.207349635608,0.030650364391476614,40,5,1,0.0,-1.0,-1.0,True,,5.5e-05
5.0,-,41,11459.47059,3,2,-1.0,0.0,-1.0,9.0,11459.504170636668,-0.033580636667466024,41,3,2,-1.0,0.0,-1.0,True,,4.8e-05
5.0,-,42,11471.43038,2,7,-1.0,-1.0,-2.0,0.64,11471.330662880897,0.0997171191029338,42,2,7,-1.0,-1.0,-2.0,True,,3.4e-06
5.0,-,43,11496.32387,2,7,-1.0,0.0,-1.0,0.49,11496.473147466499,-0.14927746649846085,43,2,7,-1.0,0.0,-1.0,True,,2.6e-06
5.0,-,44,11519.80694,2,7,-1.0,1.0,0.0,0.36,11519.838519725832,-0.03157972583176161,44,2,7,-1.0,1.0,0.0,True,,1.9e-06
5.0,-,49,12925.61472,2,8,-1.0,-1.0,-2.0,1.0,12925.553695706192,0.06102429380734975,49,2,8,-1.0,-1.0,-2.0,True,,5.4e-06
5.0,-,50,12950.43462,2,8,-1.0,0.0,-1.0,1.0,12950.344909731668,0.08971026833205542,50,2,8,-1.0,0.0,-1.0,True,,5.4e-06
5.0,-,51,12973.52389,2,8,-1.0,1.0,0.0,0.81,12973.783953577009,-0.2600635770086228,51,2,8,-1.0,1.0,0.0,True,,4.4e-06
5.0,-,52,12994.51104,3,3,-1.0,0.0,-1.0,4.41,12994.507167317497,0.0038726825023331912,52,3,3,-1.0,0.0,-1.0,True,,2.4e-05
5.0,-,56,13367.83864,5,2,0.0,-1.0,-1.0,1.96,13368.000573430842,-0.16193343084160006,56,5,2,0.0,-1.0,-1.0,True,,1.1e-05
5.0,-,58,14356.57803,2,9,-1.0,-1.0,-2.0,0.0626,14356.417843641091,0.16018635890941368,58,2,9,-1.0,-1.0,-2.0,True,,3.4e-07
5.0,-,59,14381.23059,2,9,-1.0,0.0,-1.0,0.0533,14381.155057008129,0.07553299187020457,59,2,9,-1.0,0.0,-1.0,True,,2.9e-07
5.0,-,60,14404.31754,2,9,-1.0,1.0,0.0,0.03,14404.36510424054,-0.04756424053994124,60,2,9,-1.0,1.0,0.0,True,,1.6e-07
5.0,-,61,14505.20796,3,4,-1.0,0.0,-1.0,2.89,14505.169085239846,0.03887476015370339,61,3,4,-1.0,0.0,-1.0,True,,1.6e-05
5.0,-,66,15340.18665,5,3,0.0,-1.0,-1.0,2.56,15340.080237648639,0.10641235136063187,66,5,3,0.0,-1.0,-1.0,True,,1.4e-05
5.0,-,68,15764.20987,2,10,-1.0,-1.0,-2.0,0.0028,15764.016393714,0.19347628600007738,68,2,10,-1.0,-1.0,-2.0,True,,1.5e-08
5.0,-,74,15991.47905,3,5,-1.0,0.0,-1.0,1.21,15991.43191360275,0.04713639725014218,74,3,5,-1.0,0.0,-1.0,True,,6.5e-06
