J,parity,state,v,observed_cm,input_weight,previous_cm,final_cm,delta_cm,rank_changed
5.0,+,6,3,25189.70338,7.29,25189.744877505385,25189.7448660206,-1.1484786227811128e-05,False
5.0,+,6,3,25214.57443,4.0,25214.576568781504,25214.576535601387,-3.318011658848263e-05,False
5.0,+,6,4,26794.95186,0.81,26794.910457222104,26794.91034000092,-0.00011722118506440893,False
5.0,+,6,4,26819.76882,1.44,26819.612702407867,26819.612638078026,-6.432984082493931e-05,False
5.0,+,6,4,26844.97345,0.49,26844.669595922285,26844.66953286947,-6.305281567620113e-05,False
5.0,+,6,5,28375.26067,6.25,28375.273341722765,28375.273425422616,8.369985152967274e-05,False
5.0,+,6,5,28399.59975,5.29,28399.669310102512,28399.66930313262,-6.969890819163993e-06,False
5.0,+,6,5,28423.6869,2.25,28423.709188962745,28423.709124364006,-6.459873839048669e-05,False
5.0,+,6,6,29900.16602,0.36,29898.41131439783,29898.411286315684,-2.8082144126528874e-05,False
5.0,+,6,6,29922.74228,0.25,29922.293353447836,29922.293314329076,-3.911876046913676e-05,False
5.0,+,6,6,29947.1943,0.25,29945.92593515489,29945.925868768973,-6.638591730734333e-05,False
5.0,+,6,7,31356.5951,1.96,31356.679542616577,31356.679745811154,0.0002031945768976584,False
5.0,+,6,7,31381.18048,0.81,31379.93914233787,31379.939172063645,2.9725775675615296e-05,False
5.0,+,6,7,31402.90887,0.25,31402.92203230954,31402.922016459757,-1.5849782357690856e-05,False
5.0,+,6,8,32740.59335,0.64,32740.757297135053,32740.757250316306,-4.681874634115957e-05,False
5.0,+,6,8,32763.47065,0.04,32763.394712720103,32763.39470608388,-6.636222678935155e-06,False
5.0,+,6,8,32785.81545,0.16,32785.821159682855,32785.821177947466,1.8264610844198614e-05,False
5.0,+,6,9,34043.65371,0.0015,34043.65980230235,34043.65979230297,-9.999377653002739e-06,False
5.0,+,6,9,34065.66313,0.0004,34065.31594684452,34065.315941415174,-5.429348675534129e-06,False
5.0,+,6,9,34087.4002,0.0004,34087.27693964273,34087.27694261059,2.9678558348678052e-06,False
5.0,+,6,10,35263.51737,0.0114,35263.68352999231,35263.6835191443,-1.0848008969333023e-05,False
5.0,+,6,10,35284.79545,0.0114,35284.836921244474,35284.836906781806,-1.4462668332271278e-05,False
5.0,+,6,10,35305.96846,0.0051,35305.80205459437,35305.80201929976,-3.529461537254974e-05,False
5.0,+,6,11,36405.59736,0.0025,36406.552442865046,36406.55249325185,5.0386806833557785e-05,False
5.0,+,6,11,36426.27145,0.0003,36426.90681766511,36426.90680670193,-1.0963180102407932e-05,False
5.0,+,6,12,37480.74843,0.0022,37481.262166996115,37481.26215960083,-7.395283319056034e-06,False
5.0,+,6,12,37500.8175,0.0002,37500.842286006344,37500.84226079192,-2.5214423658326268e-05,False
5.0,-,2,0,637.69162,625.0,637.691335249277,637.691337235772,1.986495021810697e-06,False
5.0,-,2,0,663.63193,625.0,663.632940015509,663.632941962411,1.946901988958416e-06,False
5.0,-,2,0,688.3235,529.0,688.321874182915,688.321876162328,1.979412900254829e-06,False
5.0,-,2,1,2255.36243,8.41,2255.35169515575,2255.351695042567,-1.1318297765683383e-07,False
5.0,-,2,1,2281.16002,10.89,2281.146707645124,2281.14670735872,-2.864039743144531e-07,False
5.0,-,2,1,2305.67169,7.29,2305.662972297945,2305.662972177095,-1.208500179927796e-07,False
5.0,-,2,2,3849.71529,6.76,3849.750499842264,3849.750500523862,6.815976121288259e-07,False
5.0,-,2,2,3875.36269,4.41,3875.401471136572,3875.401471286141,1.4956867744331248e-07,False
5.0,-,2,2,3899.70426,4.84,3899.747828979812,3899.747829640542,6.607301656913478e-07,False
5.0,-,2,3,5420.72757,2.89,5420.715784170344,5420.715784596807,4.264629751560278e-07,False
5.0,-,2,3,5446.2407,2.56,5446.225494909999,5446.225494011305,-8.986935426946729e-07,False
5.0,-,2,3,5470.40168,3.24,5470.406060944204,5470.406061325325,3.8112102629384026e-07,False
5.0,-,2,4,6968.39966,1.96,6968.353475502556,6968.353475569585,6.702885002596304e-08,False
5.0,-,2,4,6993.77458,1.44,6993.722980167672,6993.722977314687,-2.852984835044481e-06,False
5.0,-,2,4,7017.76391,1.0,7017.742581396015,7017.742581335499,-6.05159584665671e-08,False
5.0,-,3,0,8316.62338,900.0,8316.615865645657,8316.615867931781,2.286124072270468e-06,False
5.0,-,2,5,8492.73086,4.84,8492.690715168836,8492.690716198835,1.0299991117790341e-06,False
5.0,-,2,5,8517.94846,1.69,8517.914049294492,8517.914043074656,-6.21983599558007e-06,False
5.0,-,2,5,8541.77064,0.49,8541.784092226493,8541.784092948072,7.215785444714129e-07,False
5.0,-,5,0,9334.05316,676.0,9334.070333881062,9334.070392063742,5.818268073198851e-05,False
5.0,-,3,1,9900.15678,8.41,9900.153387797396,9900.15338883667,1.0392741387477145e-06,False
5.0,-,2,6,9993.71927,1.0,9993.693320244458,9993.693320273713,2.925480657722801e-08,False
5.0,-,2,6,10018.77399,0.49,10018.799299646671,10018.799293510201,-6.1364698922261596e-06,False
5.0,-,2,6,10042.43232,0.49,10042.494722905247,10042.49472261789,-2.873566700145602e-07,False
5.0,-,5,1,11365.238,10.24,11365.207385838226,11365.207349635608,-3.620261850301176e-05,False
5.0,-,3,2,11459.47059,9.0,11459.50417056545,11459.504170636668,7.121889211703092e-08,False
5.0,-,2,7,11471.43038,0.64,11471.33066850635,11471.330662880897,-5.625453923130408e-06,False
5.0,-,2,7,11496.32387,0.49,11496.4731108069,11496.473147466499,3.665959775389638e-05,False
5.0,-,2,7,11519.80694,0.36,11519.838522709224,11519.838519725832,-2.9833918233634904e-06,False
5.0,-,2,8,12925.61472,1.0,12925.553693664737,12925.553695706192,2.041455445578322e-06,False
5.0,-,2,8,12950.43462,1.0,12950.34492908077,12950.344909731668,-1.9349101421539672e-05,False
5.0,-,2,8,12973.52389,0.81,12973.783952089872,12973.783953577009,1.4871366147417575e-06,False
5.0,-,3,3,12994.51104,4.41,12994.50716520794,12994.507167317497,2.109556589857675e-06,False
5.0,-,5,2,13367.83864,1.96,13368.000530822697,13368.000573430842,4.260814421286341e-05,False
5.0,-,2,9,14356.57803,0.0626,14356.417844004756,14356.417843641091,-3.6366509448271245e-07,False
5.0,-,2,9,14381.23059,0.0533,14381.155056974727,14381.155057008129,3.340210241731256e-08,False
5.0,-,2,9,14404.31754,0.03,14404.36510457511,14404.36510424054,-3.3457035897299647e-07,False
5.0,-,3,4,14505.20796,2.89,14505.169084412226,14505.169085239846,8.276201697299257e-07,False
5.0,-,5,3,15340.18665,2.56,15340.080236707849,15340.080237648639,9.407904144609347e-07,False
5.0,-,2,10,15764.20987,0.0028,15764.016394647944,15764.016393714,-9.339437383459881e-07,False
5.0,-,3,5,15991.47905,1.21,15991.431912070926,15991.43191360275,1.5318237274186686e-06,False
5.0,-,2,11,17148.37485,0.0099,17148.52123388561,17148.521235113698,1.228087057825178e-06,False
5.0,-,2,11,17172.77289,0.0011,17172.709163109375,17172.709154949538,-8.159837307175621e-06,False
5.0,-,3,6,17453.23683,0.49,17453.190634464794,17453.19063670517,2.2403764887712896e-06,False
5.0,-,2,12,18509.40885,0.0002,18510.254014996528,18510.25401469637,-3.0015871743671596e-07,False
5.0,-,3,7,18890.41124,0.16,18890.328966417135,18890.328966049503,-3.6763231037184596e-07,False
5.0,-,5,5,19190.42151,0.04,19190.265747484205,19190.26576491756,1.7433354514651e-05,False
5.0,-,2,13,19847.06443,0.0002,19849.553594429617,19849.55359384074,-5.888759915251285e-07,False
5.0,-,3,8,20302.90287,0.01,20302.786150781863,20302.786158859555,8.07769174571149e-06,False
5.0,-,5,6,21065.02656,0.01,21064.781609480022,21064.78157967006,-2.9809962143190205e-05,False
5.0,-,2,14,21161.44756,0.0002,21166.878807086214,21166.87880567782,-1.4083925634622574e-06,False
5.0,-,3,9,21690.60847,0.0004,21690.440094053647,21690.440106936123,1.2882475857622921e-05,False
5.0,-,5,7,22903.76803,0.01,22903.570821518595,22903.570829174827,7.656231900909916e-06,False
5.0,-,3,10,23053.41839,0.0013,23053.199620307627,23053.199628801907,8.49428033689037e-06,False
5.0,-,3,11,24391.20303,0.0003,24390.959597315723,24390.959595366698,-1.9490253180265427e-06,False
5.0,-,3,12,25703.81621,0.001,25703.607151628123,25703.6071425398,-9.088322258321568e-06,False
5.0,-,3,13,26991.14168,0.0009,26991.009101002634,26991.009094572128,-6.43050589133054e-06,False
5.0,-,3,14,28252.97339,0.0002,28253.005663946347,28253.00566270703,-1.23931749840267e-06,False
6.0,+,1,0,76.05852,900.0,76.05381860237,76.053818601121,-1.2490062317738193e-09,False
6.0,+,1,1,1902.77159,112.25,1902.770546392601,1902.770546551844,1.5924297258607112e-07,False
6.0,+,1,2,3701.19084,10.24,3701.179313401252,3701.179314084997,6.837449291197117e-07,False
6.0,+,1,3,5470.4012,5.76,5470.337443104476,5470.337444573639,1.469163180445321e-06,False
6.0,+,4,0,6292.03783,900.0,6292.075869661012,6292.075869530041,-1.3097087503410876e-07,False
6.0,+,4,0,6330.77214,576.0,6330.813254158278,6330.813254027797,-1.3048156688455492e-07,False
6.0,+,1,4,7209.24459,2.89,7209.122283253153,7209.122284772132,1.5189789337455295e-06,False
6.0,+,4,1,7739.68355,8.41,7739.713854992799,7739.713854776039,-2.16759872273542e-07,False
6.0,+,4,1,7777.98795,4.0,7778.024863416099,7778.02486319966,-2.1643882064381614e-07,False
6.0,+,1,5,8916.16675,2.89,8916.030811591098,8916.030812450457,8.593597158323973e-07,False
6.0,+,4,2,9165.15064,7.29,9165.229995959124,9165.229995843381,-1.1574229574762285e-07,False
6.0,+,4,2,9203.03308,6.25,9203.11459553083,9203.114595416047,-1.1478186934255064e-07,False
6.0,+,4,3,10568.49652,2.89,10568.584521501021,10568.584521268136,-2.32885213335976e-07,False
6.0,+,1,6,10589.09546,0.64,10589.0418980024,10589.041898082487,8.008646545931697e-08,False
6.0,+,4,3,10605.99985,2.89,10606.081737696248,10606.081737433764,-2.624838089104742e-07,False
6.0,+,7,0,11920.20609,36.0,11920.194328654197,11920.194330002683,1.3484859664458781e-06,False
6.0,+,4,4,11949.87117,1.44,11949.925602070474,11949.925601935616,-1.3485805538948625e-07,False
6.0,+,4,4,11986.9482,1.21,11986.958410386282,11986.958410238498,-1.477837940910831e-07,False
6.0,+,7,1,13304.03877,0.36,13304.046186635522,13304.046186480024,-1.5549812815152109e-07,False
6.0,+,4,5,13309.29444,1.21,13309.304432714602,13309.304432546896,-1.6770536603871733e-07,False
6.0,+,4,5,13345.91399,0.81,13345.911430286164,13345.911430087563,-1.986009010579437e-07,False
6.0,+,4,6,14646.86765,0.36,14646.850550458574,14646.850550234283,-2.2429048840422183e-07,False
6.0,+,7,2,14665.00541,0.36,14665.034611923315,14665.034612062294,1.3897988537792116e-07,False
6.0,+,4,6,14683.06125,0.36,14683.031798502307,14683.031798202557,-2.9974944482091814e-07,False
6.0,+,8,0,15258.46149,36.0,15258.470181852505,15258.470181666806,-1.8569880921859294e-07,False
6.0,+,4,7,15962.69444,0.16,15962.685890997265,15962.685890911156,-8.61091393744573e-08,False
6.0,+,4,7,15998.46152,0.25,15998.441487788648,15998.441487556882,-2.317665348527953e-07,False
6.0,+,7,3,16003.15877,0.64,16003.173065009218,16003.173064641005,-3.682125679915771e-07,False
6.0,+,8,1,16678.50338,0.36,16678.48625253502,16678.486252361374,-1.7364800442010164e-07,False
6.0,+,4,8,17256.86169,0.09,17256.928068436748,17256.92806829495,-1.417974999640137e-07,False
6.0,+,4,8,17292.19586,0.09,17292.258033790855,17292.25803339945,-3.914065018761903e-07,False
6.0,+,7,4,17318.57334,0.81,17318.567616188502,17318.567614735442,-1.4530596672557294e-06,False
6.0,+,8,2,18097.65847,0.09,18097.966153374007,18097.96615321657,-1.5743717085570097e-07,False
6.0,+,7,5,18611.3044,0.25,18611.29468464811,18611.294682819647,-1.8284627003595233e-06,False
6.0,+,8,3,19518.37527,0.09,19518.28121270298,19518.281212351303,-3.516761353239417e-07,False
6.0,+,7,6,19881.39111,0.25,19881.326131989645,19881.32612325222,-8.737424650462344e-06,False
6.0,+,6,0,20038.18038,324.0,20038.22876506652,20038.228766691886,1.6253652574960142e-06,False
6.0,+,6,0,20066.24694,196.0,20066.240074469042,20066.24007750568,3.0366391001734883e-06,False
6.0,+,6,0,20094.69116,196.0,20094.710205566484,20094.71021036249,4.796005669049919e-06,False
6.0,+,7,7,21128.98638,0.36,21128.908895340064,21128.90889500701,-3.3305332181043923e-07,False
6.0,+,6,1,21791.30871,1.96,21791.328029551172,21791.328028465767,-1.085405529011041e-06,False
6.0,+,6,1,21819.07409,3.24,21819.06941390062,21819.069414355494,4.5487468014471233e-07,False
6.0,+,6,1,21847.19923,1.44,21847.240624057456,21847.24062575139,1.6939338820520788e-06,False
6.0,+,7,8,22354.08491,0.04,22353.879097911984,22353.87909848201,5.700276233255863e-07,False
6.0,+,6,2,23506.93805,1.21,23506.586488469988,23506.58644143149,-4.703849845100194e-05,False
6.0,+,6,2,23534.37234,1.0,23534.064797054205,23534.064756459233,-4.059497223352082e-05,False
6.0,+,6,2,23562.38278,0.25,23562.58231196277,23562.58234708983,3.512705734465271e-05,False
6.0,+,6,3,25182.25644,5.29,25182.205835799232,25182.205846403518,1.060428621713072e-05,False
6.0,+,6,3,25209.30003,4.41,25209.250609753006,25209.25059543902,-1.431398413842544e-05,False
6.0,+,6,3,25236.71035,3.61,25236.730067326982,25236.730041983472,-2.5343510060338303e-05,False
6.0,+,6,4,26812.21528,0.36,26812.23476952999,26812.23466546034,-0.00010406965157017112,False
6.0,+,6,4,26838.36566,0.64,26838.99995124483,26838.999914353415,-3.689141522045247e-05,False
6.0,+,6,4,26865.75341,0.49,26864.905605517135,26864.90556170997,-4.380716563900933e-05,False
6.0,+,6,5,28392.39871,3.24,28392.40221004203,28392.402288464928,7.842289778636768e-05,False
6.0,+,6,5,28418.5803,2.56,28418.557000326513,28418.557036907587,3.658107380033471e-05,False
6.0,+,6,5,28445.11743,2.25,28445.18239619271,28445.18242214268,2.5949968403438106e-05,False
6.0,+,6,6,29916.24133,0.16,29915.194239618515,29915.194217966036,-2.1652478608302772e-05,False
6.0,+,6,6,29941.24494,0.25,29940.872288374387,29940.87232601838,3.7643992982339114e-05,False
6.0,+,6,6,29968.10583,0.16,29966.84588905113,29966.846116409008,0.00022735787933925167,False
6.0,+,6,7,31373.0565,0.001,31373.123323163727,31373.123501830625,0.00017866689813672565,False
6.0,+,6,7,31398.08151,0.001,31398.05656753454,31398.056624451903,5.691736441804096e-05,False
6.0,+,6,7,31423.49549,0.001,31423.592953425523,31423.592981105747,2.768022386590019e-05,False
6.0,+,6,8,32756.55685,0.001,32756.774436068277,32756.774394051867,-4.201641058898531e-05,False
6.0,+,6,8,32781.13193,0.001,32781.09837461338,32781.09837777236,3.1589806894771755e-06,False
6.0,+,6,8,32805.967,0.001,32805.85913173433,32805.85916312266,3.13883283524774e-05,False
6.0,+,6,9,34058.9947,0.001,34059.09620650674,34059.09619667724,-9.829505870584399e-06,False
6.0,+,6,9,34082.89537,0.001,34082.74068518414,34082.740678311566,-6.872571248095483e-06,False
6.0,+,6,9,34107.08819,0.001,34105.910212129194,34105.910203242274,-8.886920113582164e-06,False
6.0,+,6,10,35278.69343,0.001,35278.79334565973,35278.79333604288,-9.61685145739466e-06,False
6.0,+,6,10,35301.70864,0.001,35301.48486003566,35301.48483334347,-2.6692192477639765e-05,False
6.0,+,6,10,35325.07648,0.001,35324.801808094686,35324.80176156534,-4.652934876503423e-05,False
6.0,+,6,11,36420.27285,0.001,36421.17508231358,36421.17512560978,4.329619696363807e-05,False
6.0,+,6,11,36442.62962,0.001,36443.08689030604,36443.08686761921,-2.2686828742735088e-05,False
6.0,+,6,12,37494.99103,0.001,37495.42055635097,37495.4205473736,-8.977367542684078e-06,False
6.0,+,6,12,37516.75159,0.001,37516.56734366618,37516.56730944659,-3.421959263505414e-05,False
6.0,-,2,0,654.96,676.0,654.954571063456,654.954573053075,1.9896190224244492e-06,False
6.0,-,2,0,683.26891,961.0,683.269949819696,683.269951787473,1.9677770524140215e-06,False
6.0,-,2,0,711.20694,676.0,711.202802825759,711.202804742811,1.9170520317857154e-06,False
6.0,-,2,1,2272.45848,7.84,2272.446021171834,2272.446021097829,-7.400512913591228e-08,False
6.0,-,2,1,2300.59298,10.89,2300.581513582702,2300.581513426419,-1.5628302207915112e-07,False
6.0,-,2,1,2328.31984,9.61,2328.298915646381,2328.298915114977,-5.314041118253954e-07,False
6.0,-,2,2,3866.6346,4.84,3866.675137478741,3866.675138294068,8.153269845934119e-07,False
6.0,-,2,2,3894.59277,4.84,3894.633568355529,3894.633568927506,5.719771252188366e-07,False
6.0,-,2,2,3922.11108,4.84,3922.135622179514,3922.135621442548,-7.369658305833582e-07,False
6.0,-,2,3,5437.48909,1.69,5437.470643129078,5437.470643875221,7.461430868715979e-07,False
6.0,-,2,3,5465.25723,2.89,5465.255741796631,5465.255741941366,1.4473516785074025e-07,False
6.0,-,2,3,5492.5804,1.69,5492.542506029802,5492.542503062945,-2.9668572096852586e-06,False
6.0,-,2,4,6984.9831,1.21,6984.937862685876,6984.937863415103,7.292264854186215e-07,False
6.0,-,2,4,7012.58306,1.44,7012.552917849663,7012.552917257348,-5.923147909925319e-07,False
6.0,-,2,4,7039.71393,0.64,7039.621082492104,7039.621075279045,-7.213058779598214e-06,False
6.0,-,3,0,8335.92223,441.0,8335.907721517153,8335.907723803639,2.2864860511617735e-06,False
6.0,-,2,5,8509.12583,0.64,8509.102094977261,8509.102097602148,2.6248872018186375e-06,False
6.0,-,2,5,8536.55941,0.64,8536.550922104469,8536.550921475528,-6.289410521276295e-07,False
6.0,-,2,5,8563.48358,0.49,8563.380531913239,8563.380515204477,-1.6708761904737912e-05,False
6.0,-,5,0,9334.41124,576.0,9334.285331107996,9334.285388082471,5.697447522834409e-05,False
6.0,-,5,0,9384.30749,169.0,9384.482503520096,9384.482568473795,6.495369962067343e-05,False
6.0,-,3,1,9919.25126,6.25,9919.240488380537,9919.240489423652,1.0431140253785998e-06,False
6.0,-,2,6,10009.95554,0.64,10009.938242418271,10009.938243655433,1.2371619959594682e-06,False
6.0,-,2,6,10037.2003,0.81,10037.219617644487,10037.219616015029,-1.6294579836539924e-06,False
6.0,-,2,6,10063.88827,0.36,10063.877894185185,10063.877879974256,-1.4210929293767549e-05,False
6.0,-,5,1,11365.42555,6.76,11365.536214184332,11365.536217713074,3.52874121745117e-06,False
6.0,-,5,1,11415.04121,2.25,11414.780216747733,11414.780111702814,-0.00010504491910978686,False
6.0,-,3,2,11478.35953,5.29,11478.385531206672,11478.385531091288,-1.1538395483512431e-07,False
6.0,-,2,7,11487.63196,0.81,11487.451818585478,11487.451802764259,-1.5821218767086975e-05,False
6.0,-,2,7,11514.65808,0.49,11514.552602514575,11514.552603439233,9.246577974408865e-07,False
6.0,-,2,7,11541.05134,0.36,11541.430957972987,11541.43106355997,0.00010558698340901174,False
6.0,-,2,8,12941.45847,1.0,12941.441753566218,12941.441760271358,6.705140549456701e-06,False
6.0,-,2,8,12968.38213,0.64,12968.404028910483,12968.404026377304,-2.533179213060066e-06,False
6.0,-,2,8,12994.6562,0.49,12994.511772047224,12994.511721387176,-5.066004814580083e-05,False
6.0,-,3,3,13013.19368,2.25,13013.18270199501,13013.182703962482,1.967471689567901e-06,False
6.0,-,5,2,13368.2265,1.21,13368.168339046835,13368.168365047259,2.600042353151366e-05,False
6.0,-,5,2,13417.16008,0.09,13417.41690563639,13417.416985018715,7.938232556625735e-05,False
6.0,-,2,9,14372.30975,0.0626,14372.153270411785,14372.153269901037,-5.107485776534304e-07,False
6.0,-,2,9,14399.02074,0.03,14398.945932549672,14398.945932096234,-4.534376785159111e-07,False
6.0,-,2,9,14425.08508,0.0181,14425.028895491974,14425.028896367441,8.754668670007959e-07,False
6.0,-,3,4,14523.68242,1.69,14523.638083798514,14523.638084617316,8.188017091015354e-07,False
6.0,-,5,3,15340.46107,1.69,15340.343234305969,15340.34323648245,2.1764808479929343e-06,False
6.0,-,5,3,15389.04443,0.09,15388.754569351035,15388.754567538677,-1.8123573681805283e-06,False
6.0,-,3,5,16009.74378,0.64,16009.693648169407,16009.693649698953,1.5295463526854292e-06,False
6.0,-,2,11,17163.59377,0.0025,17163.840164730347,17163.840168062103,3.331755578983575e-06,False
6.0,-,3,6,17471.29511,0.25,17471.24454787018,17471.244550078613,2.2084313968662173e-06,False
6.0,-,3,7,18908.25503,0.04,18908.172825941478,18908.17282562684,-3.14637873088941e-07,False
6.0,-,2,13,19862.12692,0.0002,19864.62559378168,19864.625592811433,-9.702453098725528e-07,False
6.0,-,3,8,20320.53419,0.01,20320.41915379394,20320.419161876638,8.082697604550049e-06,False
6.0,-,5,6,21065.25392,0.01,21065.204772790505,21065.20476140816,-1.1382344382582232e-05,False
6.0,-,3,9,21708.02959,0.0004,21707.860855664647,21707.860868616153,1.2951506505487487e-05,False
6.0,-,5,7,22904.08503,0.01,22903.799794336122,22903.799806853676,1.2517553841462359e-05,False
6.0,-,3,10,23070.61875,0.0003,23070.406702658503,23070.406711542422,8.883918781066313e-06,False
7.0,+,4,0,6330.92549,1156.0,6330.815277290189,6330.815277159622,-1.3056705938652158e-07,False
7.0,+,4,1,7778.1427,9.0,7778.027939964858,7778.027939746891,-2.1796677174279466e-07,False
7.0,+,4,2,9203.19094,11.56,9203.11891187776,9203.118911766074,-1.1168594937771559e-07,False
7.0,+,4,3,10606.13619,4.41,10606.069583027367,10606.069582780672,-2.4669498088769615e-07,False
7.0,+,7,0,11940.57134,36.0,11940.559699992298,11940.559701340198,1.3479002518579364e-06,False
7.0,+,4,4,11987.06223,1.0,11986.970004139903,11986.97000400307,-1.3683347788173705e-07,False
7.0,+,7,1,13324.16736,0.36,13324.174660684539,13324.174660530685,-1.5385376173071563e-07,False
7.0,+,4,5,13346.05928,0.81,13345.92493707501,13345.92493689675,-1.782591425580904e-07,False
7.0,+,4,6,14683.21572,0.25,14683.047785533749,14683.047785285626,-2.4812288756947964e-07,False
7.0,+,7,2,14684.89448,0.36,14684.926355721886,14684.926355859749,1.37863025884144e-07,False
7.0,+,4,7,15998.61493,0.09,15998.460080215202,15998.460080076124,-1.3907811080571264e-07,False
7.0,+,7,3,16022.81963,0.64,16022.828312848156,16022.828312484848,-3.6330857255961746e-07,False
7.0,+,4,8,17292.34489,0.09,17292.279266833146,17292.27926659504,-2.381057129241526e-07,False
7.0,+,7,4,17337.99033,0.81,17337.986345797624,17337.986344347646,-1.4499782992061228e-06,False
7.0,+,7,5,18630.48701,0.64,18630.476783761158,18630.476781937705,-1.823453203542158e-06,False
7.0,+,7,6,19900.339,0.64,19900.27394096098,19900.27393245233,-8.508646715199575e-06,False
7.0,+,6,0,20059.87466,400.0,20059.92330184988,20059.923303384156,1.5342739061452448e-06,False
7.0,+,6,0,20090.94891,324.0,20090.978957724867,20090.97896093219,3.20732215186581e-06,False
7.0,+,6,0,20122.77554,144.0,20122.74834332315,20122.748347942033,4.618883394869044e-06,False
7.0,+,7,7,21147.68344,0.25,21147.61668445104,21147.6166841244,-3.2663956517353654e-07,False
7.0,+,6,1,21812.75206,2.25,21812.777926210598,21812.77792515346,-1.0571384336799383e-06,False
7.0,+,6,1,21843.4945,2.56,21843.53738898892,21843.537389036883,4.7963112592697144e-08,False
7.0,+,6,1,21874.96846,2.25,21874.968827544944,21874.968828331992,7.870476110838354e-07,False
7.0,+,7,8,22372.55247,0.01,22372.34856238214,22372.348562986128,6.039881554897875e-07,False
7.0,+,6,2,23528.10082,1.21,23527.766212881645,23527.7661652619,-4.76197456009686e-05,False
7.0,+,6,2,23558.49421,0.16,23558.066088202282,23558.066017198842,-7.100344009813853e-05,False
7.0,+,6,2,23589.77482,0.49,23589.8237814235,23589.823777360823,-4.0626764530315995e-06,False
7.0,+,6,3,25203.09886,4.0,25203.10656743068,25203.1065767649,9.334220521850511e-06,False
7.0,+,6,3,25233.06521,6.25,25233.110883068428,25233.1108691673,-1.3901128113502637e-05,False
7.0,+,6,3,25263.73781,1.96,25263.733546692572,25263.733518216104,-2.8476468287408352e-05,False
7.0,+,6,4,26832.93387,0.64,26832.92860569452,26832.92850099884,-0.00010469567860127427,False
7.0,+,6,4,26862.28377,0.16,26861.855520879497,26861.855431539334,-8.934016295825131e-05,False
7.0,+,6,4,26892.85202,0.25,26892.78577362075,26892.7857259202,-4.770055238623172e-05,False
7.0,+,6,5,28412.63477,2.89,28412.656295560497,28412.656362419813,6.685931657557376e-05,False
7.0,+,6,5,28441.63612,2.56,28441.722192352077,28441.722185480827,-6.871250661788508e-06,False
7.0,+,6,5,28471.35205,1.0,28471.35871175037,28471.358657952955,-5.379741560318507e-05,False
7.0,+,6,6,29935.7106,0.09,29935.10326767374,29935.10324003513,-2.7638612664304674e-05,False
7.0,+,6,6,29963.87832,0.09,29963.51689356436,29963.51684349373,-5.0070630095433444e-05,False
7.0,+,6,6,29993.5424,0.09,29992.693131718872,29992.693072520316,-5.919855539104901e-05,False
7.0,+,6,7,31392.45724,1.21,31392.549088265318,31392.54924134256,0.00015307724243029952,False
7.0,+,6,7,31420.20396,0.81,31420.363546372424,31420.36358009497,3.372254650457762e-05,False
7.0,+,6,7,31448.66526,0.36,31448.699531477218,31448.699518879705,-1.2597512977663428e-05,False
7.0,+,6,8,32775.65503,0.09,32775.75335007423,32775.75330984698,-4.02272489736788e-05,False
7.0,+,6,8,32802.79408,0.04,32802.78607771475,32802.78606855979,-9.154959116131067e-06,False
7.0,+,6,8,32830.52935,0.04,32830.471903436795,32830.47191665636,1.3219563697930425e-05,False
7.0,+,6,9,34077.72716,0.0015,34077.65828897056,34077.65827901834,-9.952222171705216e-06,False
7.0,+,6,9,34103.86271,0.0015,34103.28884767778,34103.28884265218,-5.025598511565477e-06,False
7.0,+,6,9,34130.76475,0.0004,34130.619994978966,34130.6199976446,2.6656343834474683e-06,False
7.0,+,6,10,35296.54292,0.0,35296.65490722827,35296.65490182097,-5.407302523963153e-06,False
7.0,+,6,10,35321.98258,0.0,35322.04361155156,35322.04359722623,-1.4325334632303566e-05,False
7.0,+,6,10,35348.07572,0.0,35347.93455405419,35347.93452499579,-2.9058399377390742e-05,False
7.0,+,6,11,36437.60147,0.0003,36438.516670803816,36438.51671204523,4.124141560168937e-05,False
7.0,+,6,12,37511.83475,0.0002,37512.25633466272,37512.25632787744,-6.785281584598124e-06,False
7.0,-,2,0,675.24059,625.0,675.23641052042,675.236412502338,1.9819179897240247e-06,False
7.0,-,2,0,705.32769,625.0,705.324796978194,705.32479893012,1.9519260376910097e-06,False
7.0,-,2,0,735.72109,784.0,735.721381302183,735.721383276938,1.9747550368265365e-06,False
7.0,-,2,1,2292.54188,8.41,2292.529640204806,2292.529640095285,-1.0952135198749602e-07,False
7.0,-,2,1,2322.42878,10.24,2322.409975384881,2322.409975101634,-2.8324711820459925e-07,False
7.0,-,2,1,2352.57044,12.25,2352.562903351223,2352.562903233808,-1.1741531125153415e-07,False
7.0,-,2,2,3886.52125,7.84,3886.560000119784,3886.560000816813,6.970290087338071e-07,False
7.0,-,2,2,3916.20285,5.29,3916.233733046602,3916.233733159662,1.130597411247436e-07,False
7.0,-,2,2,3946.10215,7.29,3946.145346864082,3946.145347532413,6.683308129140642e-07,False
7.0,-,2,3,5457.17353,3.61,5457.157272944409,5457.157273414071,4.6966215450083837e-07,False
7.0,-,2,3,5486.64039,3.61,5486.626153996383,5486.626153050222,-9.461618901696056e-07,False
7.0,-,2,3,5516.30267,4.0,5516.300750397411,5516.300750810094,4.126823114347644e-07,False
7.0,-,2,4,7004.46383,1.96,7004.426720510003,7004.426720640602,1.3059889170108363e-07,False
