J,parity,state,v,observed_cm,input_weight,previous_cm,final_cm,delta_cm,rank_changed
20.0,-,2,7,12082.32482,0.04,12082.13031971635,12082.130315852948,-3.863402525894344e-06,False
20.0,-,2,7,12142.03909,0.04,12140.421275992858,12140.420658737119,-0.0006172557386889821,False
20.0,-,2,8,13466.37205,0.81,13466.680621183194,13466.680661066937,3.9883743738755584e-05,False
20.0,-,2,8,13529.442,0.36,13529.654948427744,13529.654953762854,5.335110472515225e-06,False
20.0,-,2,8,13593.57191,0.64,13593.351531646354,13593.35145689881,-7.474754420400131e-05,False
20.0,-,3,3,13600.53596,2.56,13600.486652661417,13600.48665343758,7.76162778493017e-07,False
20.0,-,2,9,14891.96032,0.03,14891.84892792055,14891.848921839031,-6.081518222345039e-06,False
20.0,-,2,9,14953.70665,0.0181,14953.792700570659,14953.792699417903,-1.1527554306667298e-06,False
20.0,-,2,9,15017.6736,0.0133,15017.589196544088,15017.589208982983,1.2438895282684825e-05,False
20.0,-,3,4,15104.47212,1.21,15104.431933533537,15104.43193419046,6.569225661223754e-07,False
20.0,-,3,5,16583.94075,0.36,16583.953569414636,16583.95357079207,1.377433363813907e-06,False
20.0,-,3,6,18038.85828,0.01,18038.909002899913,18038.909005447444,2.547531039454043e-06,False
20.0,-,3,7,19469.16887,0.04,19469.258081710348,19469.258082978424,1.26807572087273e-06,False
21.0,+,4,0,6934.76346,576.0,6934.648943245368,6934.64894311886,-1.26507984532509e-07,False
21.0,+,4,1,8375.35611,3.61,8375.224777072177,8375.224776847574,-2.2460335458163172e-07,False
21.0,+,4,2,9793.77699,2.56,9793.681585751741,9793.681585643344,-1.0839721653610468e-07,False
21.0,+,4,3,11190.08411,2.89,11190.000788711164,11190.000788468591,-2.4257315089926124e-07,False
21.0,+,7,0,12530.08565,25.0,12530.07484928835,12530.074850617422,1.3290718925418332e-06,False
21.0,+,4,4,12564.38285,1.96,12564.270431255585,12564.270431105737,-1.4984834706410766e-07,False
21.0,+,7,1,13906.83977,0.16,13906.817224179433,13906.817224077322,-1.021107891574502e-07,False
21.0,+,4,5,13916.73857,1.44,13916.596974548509,13916.596974387608,-1.6090052668005228e-07,False
21.0,+,4,6,15247.22693,0.49,15247.093844596826,15247.093844342013,-2.548131305957213e-07,False
21.0,+,7,2,15260.71237,0.36,15260.700561621155,15260.700561718899,9.77433955995366e-08,False
21.0,+,4,7,16555.90707,0.49,16555.8823787486,16555.882378603023,-1.4557735994458199e-07,False
21.0,+,7,3,16591.76545,0.81,16591.740964432884,16591.740964206787,-2.2609674488194287e-07,False
21.0,+,4,8,17843.04741,0.01,17843.079482780555,17843.0794825681,-2.1245432435534894e-07,False
21.0,+,7,4,17900.06227,0.36,17900.036528707195,17900.03652735076,-1.3564349501393735e-06,False
21.0,+,7,5,19185.66596,0.25,19185.660673246515,19185.660671558813,-1.6877020243555307e-06,False
21.0,+,7,6,20448.62838,0.16,20448.62139810158,20448.62139314079,-4.960787919117138e-06,False
21.0,+,6,0,20721.97829,225.0,20722.005886589835,20722.005887036903,4.470675776246935e-07,False
21.0,+,6,0,20797.70566,196.0,20797.753880978784,20797.753883493882,2.5150984583888203e-06,False
21.0,+,6,0,20875.50338,169.0,20875.474507755473,20875.474510065404,2.309931005584076e-06,False
21.0,+,7,7,21689.05221,0.36,21689.034580999254,21689.03458081206,-1.8719583749771118e-07,False
21.0,+,6,1,22467.17312,0.81,22467.18562018826,22467.185619318152,-8.701063052285463e-07,False
21.0,+,6,1,22542.0391,1.0,22542.065965185848,22542.065965128688,-5.7159923017024994e-08,False
21.0,+,6,1,22618.91582,0.81,22618.870000402483,22618.870001094278,6.91794411977753e-07,False
21.0,+,6,2,24174.6272,0.16,24174.7566070825,24174.7566219683,1.4885798009345308e-05,False
21.0,+,6,2,24248.60485,0.09,24248.807918399776,24248.80791960883,1.209053152706474e-06,False
21.0,+,6,2,24324.4252,0.25,24324.379296347284,24324.379289191904,-7.155380444601178e-06,False
21.0,+,6,3,25840.72361,1.69,25840.76264556467,25840.762639437933,-6.126738298917189e-06,False
21.0,+,6,3,25913.72072,2.56,25913.776705378175,25913.776680338236,-2.5039938918780535e-05,False
21.0,+,6,3,25988.5635,2.25,25988.509497987492,25988.509478153363,-1.9834129489026964e-05,False
21.0,+,6,4,27461.2576,0.36,27461.22091498402,27461.220766691396,-0.0001482926236349158,False
21.0,+,6,4,27533.298,0.04,27533.06172133312,27533.060881880883,-0.0008394522374146618,False
21.0,+,6,4,27606.94197,0.25,27606.944630839393,27606.94468823077,5.739137850468978e-05,False
21.0,+,6,5,29030.52959,0.25,29030.618433516996,29030.618438369485,4.852488928008825e-06,False
21.0,+,6,5,29101.27304,0.09,29101.411326526933,29101.411295975828,-3.055110573768616e-05,False
21.0,+,6,5,29173.7104,0.16,29173.690579191312,29173.69054600799,-3.318332164781168e-05,False
21.0,+,6,6,30541.44901,0.0,30541.50881862581,30541.50877320661,-4.541920134215616e-05,False
21.0,+,6,6,30615.86422,0.0,30616.898572247814,30616.898460064833,-0.00011218298095627688,False
21.0,+,6,6,30682.03822,0.0,30681.85681386156,30681.856739634153,-7.422740600304678e-05,False
21.0,+,6,7,31985.56632,0.04,31985.77695492513,31985.776967973467,1.304833494941704e-05,False
21.0,+,6,7,32053.58892,0.16,32053.835179239933,32053.835171364608,-7.875325536588207e-06,False
21.0,+,6,7,32122.92597,0.04,32122.93395962302,32122.933943606808,-1.6016212612157688e-05,False
21.0,+,6,8,33353.97334,0.16,33354.18367943917,33354.18365408913,-2.5350040232297033e-05,False
21.0,+,6,8,33419.84726,0.09,33419.691056217205,33419.69103205036,-2.4166845832951367e-05,False
21.0,+,6,8,33487.93295,0.09,33487.77965514096,33487.77964892646,-6.214504537638277e-06,False
21.0,+,6,9,34639.95741,0.0059,34639.77761969907,34639.777607320626,-1.2378441169857979e-05,False
21.0,+,6,9,34705.05099,0.0033,34705.22516078176,34705.22515443958,-6.3421830418519676e-06,False
21.0,+,6,9,34769.75583,0.0059,34769.37303205489,34769.373047291374,1.5236480976454914e-05,False
21.0,+,6,10,35841.61329,0.0051,35841.84938236517,35841.84938832447,5.959293048363179e-06,False
21.0,+,6,10,35904.13091,0.0028,35904.184012345664,35904.1840099426,-2.403066901024431e-06,False
21.0,+,6,10,35970.4174,0.0028,35967.51196777674,35967.511961213946,-6.562797352671623e-06,False
21.0,-,2,0,1292.25413,625.0,1292.253639911155,1292.253641862002,1.950847035914194e-06,False
21.0,-,2,0,1362.23781,484.0,1362.231262685337,1362.231264629467,1.94412996279425e-06,False
21.0,-,2,0,1435.86995,576.0,1435.87597746285,1435.875979404942,1.942092012541252e-06,False
21.0,-,2,1,2903.29829,8.41,2903.283943623582,2903.28394356138,-6.220216164365411e-08,False
21.0,-,2,1,2972.58344,4.41,2972.561418900781,2972.56141869228,-2.085012056340929e-07,False
21.0,-,2,1,3045.51229,10.24,3045.504366274656,3045.504366218175,-5.64809852221515e-08,False
21.0,-,2,2,4490.9977,7.29,4491.022706200333,4491.02270683701,6.3667721406091e-07,False
21.0,-,2,2,4559.57693,5.76,4559.590969051563,4559.590969071299,1.9736035028472543e-08,False
21.0,-,2,2,4631.80607,5.29,4631.836883509413,4631.836884109247,5.998335836920887e-07,False
21.0,-,2,3,6055.35276,2.56,6055.330956429322,6055.330957027365,5.980427886242978e-07,False
21.0,-,2,3,6123.19969,1.96,6123.180173120951,6123.180172289093,-8.318575055454858e-07,False
21.0,-,2,3,6194.7324,2.89,6194.74186800354,6194.741868577037,5.7349734561285e-07,False
21.0,-,2,4,7596.34602,2.25,7596.303073219663,7596.303073358609,1.3894623407395557e-07,False
21.0,-,2,4,7663.38429,1.44,7663.411286686366,7663.411283803778,-2.882587978092488e-06,False
21.0,-,2,4,7734.30751,1.0,7734.311018221527,7734.311018257224,3.569675754988566e-08,False
21.0,-,3,0,9009.91236,1024.0,9009.935978491425,9009.935980790146,2.298720573890023e-06,False
21.0,-,2,5,9113.94451,0.81,9113.962665902165,9113.962667103515,1.2013497325824574e-06,False
21.0,-,2,5,9180.21947,1.44,9180.254683977968,9180.254678260419,-5.717549356631935e-06,False
21.0,-,2,5,9250.49472,1.44,9250.567107825385,9250.567108831057,1.0056719474960119e-06,False
21.0,-,3,1,10586.08361,9.0,10586.098919385193,10586.09892058491,1.1997162800980732e-06,False
21.0,-,2,6,10608.20934,1.0,10608.268489856095,10608.268489559578,-2.9651710065081716e-07,False
21.0,-,2,6,10674.00221,1.0,10674.04303318221,10674.043029187807,-3.994402504758909e-06,False
21.0,-,2,6,10743.33538,1.21,10743.466438615698,10743.466438394926,-2.2077256289776415e-07,False
21.0,-,2,7,12078.90112,0.04,12079.165734160102,12079.165745932296,1.1772193829528987e-05,False
21.0,-,3,2,12137.97212,6.25,12138.014567928418,12138.014588474482,2.0546063751680776e-05,False
21.0,-,2,7,12138.4221,0.04,12139.055816248048,12139.055665740434,-0.0001505076143075712,False
21.0,-,5,1,12192.07981,0.09,12191.462280318434,12191.462430816846,0.00015049841204017866,False
21.0,-,2,7,12213.52608,0.04,12213.000588368704,12213.000546934434,-4.143427031522151e-05,False
21.0,-,2,8,13526.513,0.36,13526.669129861626,13526.66913209968,2.2380536393029615e-06,False
21.0,-,2,8,13590.53083,0.81,13590.582766351736,13590.582750645335,-1.5706400517956354e-05,False
21.0,-,2,8,13658.92657,0.16,13659.047491325107,13659.047493613349,2.2882413759361953e-06,False
21.0,-,3,3,13665.59083,1.96,13665.625678343162,13665.625680282628,1.939466528710909e-06,False
21.0,-,2,9,14950.73683,0.0181,14950.781715390685,14950.781714213594,-1.1770916898967698e-06,False
21.0,-,2,9,15014.63636,0.0133,15014.639710996858,15014.639713673076,2.676217263797298e-06,False
21.0,-,2,9,15081.56101,0.0133,15081.746559437952,15081.746558705527,-7.324251782847568e-07,False
21.0,-,3,4,15168.80218,2.56,15168.847419075062,15168.84741973938,6.643185770371929e-07,False
21.0,-,3,5,16647.55083,0.36,16647.64237847229,16647.64237979541,1.3231183402240276e-06,False
21.0,-,3,6,18101.77809,0.04,18101.961115015267,18101.961111174714,-3.840552381007001e-06,False
22.0,+,1,0,914.61873,484.0,914.618221822864,914.618221808404,-1.4460056263487786e-08,False
22.0,+,1,1,2732.87795,84.84,2732.87733483992,2732.877334972288,1.3236785889603198e-07,False
22.0,+,1,2,4522.68405,6.25,4522.742261062834,4522.742261653124,5.902902557863854e-07,False
22.0,+,1,3,6283.07791,2.56,6283.186021651503,6283.186023030838,1.379335117235314e-06,False
22.0,+,4,0,6934.58717,361.0,6934.650423637248,6934.650423510275,-1.2697364581981674e-07,False
22.0,+,4,0,7068.22284,196.0,7068.22337745718,7068.223377331888,-1.252919901162386e-07,False
22.0,+,1,4,8012.84558,1.0,8013.01739884964,8013.017400392509,1.5428695405717008e-06,False
22.0,+,4,1,8375.1834,1.96,8375.22929352656,8375.229293300694,-2.2586573322769254e-07,False
22.0,+,4,1,8507.35212,1.44,8507.325519261622,8507.325519036956,-2.2466520022135228e-07,False
22.0,+,1,5,9710.33902,0.09,9710.63922805881,9710.6392290568,9.979903552448377e-07,False
22.0,+,4,2,9793.61148,3.24,9793.695815977413,9793.695815845154,-1.3225871953181922e-07,False
22.0,+,4,2,9924.29827,2.56,9924.309459870785,9924.309459756429,-1.143562258221209e-07,False
22.0,+,4,3,11189.89506,2.25,11190.00006876159,11190.000068522859,-2.387314452789724e-07,False
22.0,+,4,3,11319.12256,2.56,11319.142858352403,11319.142858105251,-2.4715154722798616e-07,False
22.0,+,4,4,12564.19521,1.69,12564.273020065202,12564.273019927678,-1.3752469385508448e-07,False
22.0,+,7,0,12593.84869,25.0,12593.837749409731,12593.837750736548,1.3268163456814364e-06,False
22.0,+,4,4,12691.94924,1.69,12691.946075434433,12691.946075261987,-1.7244565242435783e-07,False
22.0,+,4,5,13916.53606,1.96,13916.600506955174,13916.600506836092,-1.1908196029253304e-07,False
22.0,+,7,1,13969.85913,0.25,13969.835013463104,13969.835013367001,-9.610266715753824e-08,False
22.0,+,4,5,14042.81888,1.96,14042.799593762105,14042.799593557069,-2.0503648556768894e-07,False
22.0,+,4,6,15247.03645,0.49,15247.097796244812,15247.097796086646,-1.5816658560652286e-07,False
22.0,+,7,2,15322.99234,0.36,15322.973627934978,15322.97362802799,9.301220416091383e-08,False
22.0,+,4,6,15371.84578,0.49,15371.82346878512,15371.823468413733,-3.713867045007646e-07,False
22.0,+,8,0,15941.31383,36.0,15941.30121381602,15941.301213629862,-1.861571945482865e-07,False
22.0,+,4,7,16555.78101,0.16,16555.886614602074,16555.886614652627,5.055335350334644e-08,False
22.0,+,7,3,16653.29927,0.49,16653.270041133324,16653.270040921256,-2.1206869860179722e-07,False
22.0,+,4,7,16679.1324,0.16,16679.139349749534,16679.139349373407,-3.761269908864051e-07,False
22.0,+,8,1,17356.52966,0.36,17356.426850340747,17356.426850165455,-1.752923708409071e-07,False
22.0,+,4,8,17842.87105,0.09,17843.084066443607,17843.084066584757,1.4114993973635137e-07,False
22.0,+,7,4,17960.8491,0.49,17960.821482710464,17960.821481364797,-1.345666532870382e-06,False
22.0,+,4,8,17964.75072,0.04,17964.864082243123,17964.864081641794,-6.013287929818034e-07,False
22.0,+,8,2,18771.63903,0.04,18771.903702087755,18771.903701932137,-1.556181814521551e-07,False
22.0,+,7,5,19245.70523,0.16,19245.701037962906,19245.701036288076,-1.6748308553360403e-06,False
22.0,+,7,6,20507.92248,0.25,20507.918110243772,20507.91810548287,-4.760902811540291e-06,False
22.0,+,6,0,20795.33592,196.0,20795.2875835189,20795.287583790992,2.720917109400034e-07,False
22.0,+,6,0,20873.29844,196.0,20873.28174022535,20873.28174250164,2.276290615554899e-06,False
22.0,+,6,0,20955.24469,169.0,20955.35001280223,20955.35001499824,2.196007699239999e-06,False
22.0,+,7,7,21747.59347,0.25,21747.581832981843,21747.581832808315,-1.7352795111946762e-07,False
22.0,+,6,1,22539.68392,0.49,22539.620190893274,22539.620190112604,-7.806702342350036e-07,False
22.0,+,6,1,22616.71811,1.0,22616.665357394326,22616.665357480306,8.597999112680554e-08,False
22.0,+,6,1,22697.71563,0.64,22697.802607270256,22697.802607689813,4.19557181885466e-07,False
22.0,+,7,8,22964.77053,0.01,22964.65674669476,22964.656748311772,1.6170124581549317e-06,False
22.0,+,6,2,24246.31853,0.04,24246.391096390955,24246.391111192963,1.4802008081460372e-05,False
22.0,+,6,2,24322.26151,0.25,24321.827600700206,24321.827716271127,0.00011557092147995718,False
22.0,+,6,2,24402.35838,0.09,24402.585950602715,24402.58594116714,-9.435574611416087e-06,False
22.0,+,6,3,25911.4378,2.25,25911.383986620418,25911.383980850773,-5.769645213149488e-06,False
22.0,+,6,3,25986.44661,2.25,25986.38559628802,25986.385579017795,-1.72702239069622e-05,False
22.0,+,6,3,26065.36058,1.96,26065.466373280487,26065.46636281478,-1.0465708328410983e-05,False
22.0,+,6,4,27531.30599,0.04,27531.26446709361,27531.26429928263,-0.000167810980201466,False
22.0,+,6,4,27605.11648,0.16,27608.384675648816,27608.386718386573,0.0020427377567102667,False
22.0,+,6,4,27682.79951,0.36,27683.368829244708,27683.368908115874,7.887116589699872e-05,False
22.0,+,6,5,29099.07466,0.09,29099.091738422794,29099.091758657472,2.0234678231645375e-05,False
22.0,+,6,5,29171.63429,0.01,29171.66890787326,29171.668950043557,4.217029709252529e-05,False
22.0,+,6,5,29248.13254,0.09,29248.29739156156,29248.297437457153,4.589559466694482e-05,False
22.0,+,6,6,30615.51639,0.0,30614.59428645058,30614.5941571633,-0.00012928728028782643,False
22.0,+,6,6,30679.91085,0.0,30679.825802462354,30679.82568627456,-0.00011618779535638168,False
22.0,+,6,6,30756.57042,0.0,30758.032887575704,30758.032828325435,-5.925026925979182e-05,False
22.0,+,6,7,32051.49662,0.04,32051.621022931366,32051.621041880386,1.894902015919797e-05,False
22.0,+,6,7,32121.03762,0.16,32121.07261280455,32121.072635794695,2.299014522577636e-05,False
22.0,+,6,7,32194.41265,0.09,32194.696270507826,32194.696273657228,3.149401891278103e-06,False
22.0,+,6,8,33417.63757,0.09,33417.653276559475,33417.653254946745,-2.1612730051856488e-05,False
22.0,+,6,8,33485.88912,0.09,33486.0004721361,33486.000465540084,-6.5960120991803706e-06,False
22.0,+,6,8,33557.02051,0.04,33556.477394985355,33556.47739743375,2.4483961169607937e-06,False
22.0,+,6,9,34703.49796,0.0033,34703.07472826807,34703.07471179339,-1.6474674339406192e-05,False
22.0,+,6,9,34768.17512,0.0059,34767.77413227049,34767.77412908247,-3.1880190363153815e-06,False
22.0,+,6,9,34839.67551,0.0,34838.47239740201,34838.47239415916,-3.242850652895868e-06,False
22.0,+,6,10,35902.30477,0.0051,35902.232748832896,35902.2327486926,-1.4029501471668482e-07,False
22.0,+,6,10,35966.14261,0.0028,35965.951456960785,35965.95144804704,-8.913746569305658e-06,False
22.0,+,6,10,36033.13163,0.0028,36033.25022814634,36033.25021384928,-1.4297060261014849e-05,False
22.0,-,2,0,1360.27066,625.0,1360.265663185876,1360.26566519162,2.0057439087395323e-06,False
22.0,-,2,0,1434.25771,576.0,1434.259195671752,1434.259197639343,1.967591060747509e-06,False
22.0,-,2,0,1510.47637,324.0,1510.47333360551,1510.473335433926,1.828415861382382e-06,False
22.0,-,2,1,2970.58929,4.41,2970.581410822242,2970.581411167705,3.4546292226877995e-07,False
22.0,-,2,1,3043.88585,7.84,3043.872948299256,3043.872948282116,-1.7140337149612606e-08,False
22.0,-,2,1,3119.32907,5.29,3119.300315488698,3119.300314661348,-8.273500498034991e-07,False
22.0,-,2,2,4557.55303,5.29,4557.59670072273,4557.596702734314,2.0115840015932918e-06,False
22.0,-,2,2,4630.16696,8.41,4630.189435308012,4630.189435963963,6.559503162861802e-07,False
22.0,-,2,2,4704.82846,3.61,4704.817088606409,4704.817086485531,-2.1208779799053445e-06,False
22.0,-,2,3,6121.15449,2.25,6121.172982777352,6121.172986719784,3.942431249015499e-06,False
22.0,-,2,3,6193.09493,2.56,6193.077014467081,6193.077015235475,7.683938747504726e-07,False
22.0,-,2,3,6266.95414,2.25,6266.889720423687,6266.88971443705,-5.986637006571982e-06,False
22.0,-,2,4,7661.35656,1.44,7661.395390916689,7661.395398091792,7.175102837209124e-06,False
22.0,-,2,4,7732.68093,1.44,7732.627345929041,7732.62734647023,5.411884558270685e-07,False
22.0,-,2,4,7805.69851,1.0,7805.59305266856,7805.593038805693,-1.3862866580893751e-05,False
22.0,-,3,0,9080.48641,576.0,9080.41495744174,9080.414959739426,2.2976855689194053e-06,False
22.0,-,2,5,9178.07084,1.21,9178.248120863149,9178.248138287578,1.74244287336478e-05,False
22.0,-,2,5,9248.80664,1.0,9248.862935978716,9248.862938303297,2.3245811462402344e-06,False
22.0,-,2,5,9320.9768,1.0,9320.87604521952,9320.87601437442,-3.0845099900034256e-05,False
22.0,-,3,1,10655.90585,4.41,10655.826994346315,10655.826995596888,1.2505734048318118e-06,False
22.0,-,2,6,10671.91824,1.21,10671.967261369,10671.967271159907,9.790906915441155e-06,False
22.0,-,2,6,10741.68827,0.81,10741.74309594612,10741.743096781733,8.356128091691062e-07,False
22.0,-,2,6,10813.26695,1.21,10813.253119964074,10813.253101702949,-1.826112566050142e-05,False
22.0,-,5,1,12193.38447,0.04,12190.131693403766,12190.131369406707,-0.00032399705924035516,False
22.0,-,3,2,12207.05952,4.0,12207.006923123517,12207.006920736354,-2.3871634766692296e-06,False
22.0,-,2,7,12212.07488,0.04,12211.224694825138,12211.224664225292,-3.059984555875417e-05,False
22.0,-,2,7,12278.3215,0.01,12277.360876565772,12277.36045262456,-0.0004239412119204644,False
22.0,-,2,8,13588.23278,0.81,13588.577345342395,13588.577388115698,4.277330299373716e-05,False
22.0,-,2,8,13657.04,0.16,13657.275933781986,13657.275939037816,5.255829819361679e-06,False
22.0,-,2,8,13726.75813,0.49,13726.561453979239,13726.561378831375,-7.514786375395488e-05,False
22.0,-,3,3,13733.89933,1.69,13733.842051855007,13733.842052634674,7.796679710736498e-07,False
22.0,-,2,9,15012.58143,0.0093,15012.440956523404,15012.440948396566,-8.126837201416492e-06,False
22.0,-,2,9,15079.93191,0.0059,15079.956336842959,15079.956335499583,-1.3433764252113178e-06,False
22.0,-,2,9,15152.2714,0.0059,15149.385243164854,15149.385259275217,1.611036350368522e-05,False
22.0,-,3,4,15236.34603,0.64,15236.305139637068,15236.305140261307,6.242389645194635e-07,False
22.0,-,3,5,16714.31613,0.16,16714.338868936684,16714.338870272924,1.3362405297812074e-06,False
22.0,-,3,6,18167.73791,0.01,18167.81224220572,18167.812243857403,1.6516823961865157e-06,False
23.0,+,4,0,7068.34348,441.0,7068.226353435524,7068.226353309872,-1.2565215001814067e-07,False
23.0,+,4,1,8507.46349,1.44,8507.330644017824,8507.330643791873,-2.259512257296592e-07,False
23.0,+,4,2,9924.41433,2.25,9924.31635639419,9924.316356286246,-1.0794428817462176e-07,False
23.0,+,4,3,11319.25436,2.25,11319.165083239715,11319.165082998392,-2.4132350517902523e-07,False
23.0,+,7,0,12660.4838,25.0,12660.472742354188,12660.472743678469,1.3242806744528934e-06,False
23.0,+,4,4,12692.08577,1.96,12691.96442107591,12691.964420923006,-1.529042492620647e-07,False
23.0,+,7,1,14035.72068,0.16,14035.690963798796,14035.690963708947,-8.984898158814758e-08,False
23.0,+,4,5,14042.9436,1.44,14042.82120782509,14042.82120766779,-1.5730074665043503e-07,False
23.0,+,4,6,15371.98211,0.64,15371.848896788544,15371.848896532903,-2.5564077077433467e-07,False
23.0,+,7,2,15388.07406,0.36,15388.050928423272,15388.050928511284,8.801180229056627e-08,False
23.0,+,4,7,16679.24551,0.25,16679.168767607753,16679.16876746009,-1.4766192180104554e-07,False
23.0,+,7,3,16717.60429,0.49,16717.569456335958,16717.5694561385,-1.974585757125169e-07,False
23.0,+,4,8,17964.84312,0.01,17964.897612917186,17964.897612710374,-2.068118192255497e-07,False
23.0,+,7,4,18024.37245,0.36,18024.342877902724,18024.342876568353,-1.3343706086743623e-06,False
23.0,+,7,5,19308.44969,0.16,19308.443883103824,19308.44388144273,-1.661093847360462e-06,False
23.0,+,7,6,20569.88127,0.25,20569.883149384383,20569.88314481256,-4.571822501020506e-06,False
23.0,+,6,0,20871.69421,225.0,20871.726580838404,20871.726581166913,3.285094862803817e-07,False
23.0,+,6,0,20954.19562,169.0,20954.24556410117,20954.245566405923,2.3047541617415845e-06,False
23.0,+,6,0,21038.68528,144.0,21038.65342419659,21038.653426325258,2.1286687115207314e-06,False
23.0,+,7,7,21808.76927,0.25,21808.76344881895,21808.763448659418,-1.595326466485858e-07,False
23.0,+,6,1,22615.14,0.81,22615.15276827106,22615.152767382544,-8.885144779924303e-07,False
23.0,+,6,1,22696.68917,0.81,22696.711521428064,22696.711521309127,-1.1893644114024937e-07,False
23.0,+,6,1,22780.18487,0.36,22780.12687969139,22780.12688039449,7.031012501101941e-07,False
23.0,+,6,2,24320.69469,0.16,24320.821940224847,24320.82194944933,9.224484529113397e-06,False
23.0,+,6,2,24401.34889,0.16,24401.529940980756,24401.52994005548,-9.252762538380921e-07,False
23.0,+,6,2,24483.73254,0.16,24483.616790896973,24483.616783949543,-6.947429938009009e-06,False
23.0,+,6,3,25984.89315,1.69,25984.91463307808,25984.91462551678,-7.561298843938857e-06,False
23.0,+,6,3,26064.38904,1.96,26064.424013240092,26064.42398638647,-2.6853620511246845e-05,False
23.0,+,6,3,26145.65711,1.21,26145.592804460506,26145.592784425782,-2.0034724002471194e-05,False
23.0,+,6,4,27603.24461,0.49,27603.180686658456,27603.180478988383,-0.00020767007299582474,False
23.0,+,6,4,27682.25802,0.25,27682.8802198741,27682.88085811366,0.0006382395622495096,False
23.0,+,6,4,27761.67027,0.49,27761.661863553785,27761.66188794258,2.4388795281993225e-05,False
23.0,+,6,5,29170.17341,0.09,29170.276521811444,29170.276521366708,-4.447356332093477e-07,False
23.0,+,6,5,29247.25897,0.09,29247.34925257998,29247.349216951276,-3.56287055183202e-05,False
23.0,+,6,5,29325.87807,0.16,29325.85421866331,29325.854185081003,-3.358230605954304e-05,False
23.0,+,6,6,30678.32285,0.16,30678.49072899525,30678.4906784379,-5.055734800407663e-05,False
23.0,+,6,6,30755.63434,0.0,30756.857090558235,30756.856959798723,-0.00013075951210339554,False
23.0,+,6,6,30831.26173,0.09,30831.105722788274,30831.105620980594,-0.00010180768003920093,False
23.0,+,6,7,32119.55587,0.09,32119.785711708253,32119.78571891539,7.207137969089672e-06,False
23.0,+,6,7,32193.65741,0.04,32193.86548473958,32193.86547146313,-1.3276450772536919e-05,False
23.0,+,6,7,32268.87589,0.04,32268.908238535194,32268.908220831556,-1.770363815012388e-05,False
23.0,+,6,8,33484.40004,0.04,33484.7887769834,33484.78875165526,-2.532813959987834e-05,False
23.0,+,6,8,33556.04826,0.09,33555.85800544192,33555.85797670425,-2.8737675165757537e-05,False
23.0,+,6,8,33630.2729,0.04,33630.01768012849,33630.01767134049,-8.78800346981734e-06,False
23.0,+,6,9,34766.72178,0.0033,34766.639776823875,34766.639763853236,-1.2970638636033982e-05,False
23.0,+,6,9,34839.13102,0.0033,34837.64524784516,34837.64524057615,-7.269009074661881e-06,False
23.0,+,6,9,34907.86373,0.0059,34907.612715530195,34907.612712714465,-2.815730113070458e-06,False
23.0,+,6,10,35964.72518,0.0051,35964.886324050756,35964.88632977957,5.728812539018691e-06,False
23.0,+,6,10,36033.29743,0.0028,36032.69800641345,36032.69800504485,-1.3686003512702882e-06,False
23.0,+,6,10,36101.88189,0.0028,36101.478992233344,36101.47898762112,-4.6122222556732595e-06,False
23.0,-,2,0,1431.63753,625.0,1431.6372148851,1431.63721682996,1.9448598322924227e-06,False
23.0,-,2,0,1507.75859,400.0,1507.749706793839,1507.74970873335,1.9395108665776206e-06,False
23.0,-,2,0,1587.70848,529.0,1587.71310252745,1587.713104462809,1.935359023264027e-06,False
23.0,-,2,1,3041.25903,7.84,3041.240835434615,3041.240835384513,-5.0101789383916184e-08,False
23.0,-,2,1,3116.60538,6.25,3116.581869465504,3116.581869274839,-1.9066510503762402e-07,False
23.0,-,2,1,3195.79239,6.76,3195.780244810924,3195.780244768705,-4.2219198803650215e-08,False
23.0,-,2,2,4627.53094,9.0,4627.545913337223,4627.54591395291,6.156869858386926e-07,False
23.0,-,2,2,4702.09256,5.29,4702.104694331058,4702.104694341779,1.0720214049797505e-08,False
23.0,-,2,2,4780.5159,6.76,4780.543558265272,4780.543558843317,5.780457286164165e-07,False
23.0,-,2,3,6190.44197,3.24,6190.420852076847,6190.420852691836,6.149894034024328e-07,False
23.0,-,2,3,6264.20942,3.24,6264.185537318777,6264.185536533419,-7.85358679422643e-07,False
23.0,-,2,3,6341.89146,2.25,6341.879542765993,6341.879543361798,5.958045221632347e-07,False
23.0,-,2,4,7729.9873,1.44,7729.957440123063,7729.95744024691,1.238468030351214e-07,False
23.0,-,2,4,7802.92637,1.21,7802.902369324948,7802.902366494212,-2.8307358661550097e-06,False
23.0,-,2,4,7879.86867,1.0,7879.877019817831,7879.877019847676,2.984506863867864e-08,False
23.0,-,3,0,9154.04031,961.0,9154.070527553027,9154.0705298525,2.299473635503091e-06,False
23.0,-,2,5,9246.15227,1.21,9246.178510347761,9246.178511518809,1.171047188108787e-06,False
23.0,-,2,5,9318.17443,0.49,9318.218931843032,9318.218926323938,-5.519093974726275e-06,False
23.0,-,2,5,9394.47942,1.21,9394.557877722418,9394.557878719716,9.972973202820867e-07,False
23.0,-,3,1,10728.67643,8.41,10728.696458054908,10728.69645930667,1.2517612049123272e-06,False
23.0,-,2,6,10738.96258,1.0,10739.041317662577,10739.041317274354,-3.8822327041998506e-07,False
23.0,-,2,6,10810.49912,1.0,10810.539542609165,10810.539539146657,-3.4625081752892584e-06,False
