state,r_angstrom,supplied_cm,refined_cm
1,1.4688907422852377,9540.279724857242,9540.104168187147
1,1.4710175145954962,9677.55106130091,9677.37471065723
1,1.4731442869057547,9814.974041699723,9814.796990114293
1,1.4752710592160132,9952.530816480921,9952.35315821021
1,1.477397831526272,10090.20348465936,10090.02531509612
1,1.4795246038365304,10227.974086311788,10227.795501893783
1,1.481651376146789,10365.82459495125,10365.645693066896
1,1.4837781484570476,10503.736909820916,10503.557788711782
1,1.485904920767306,10641.692848131295,10641.513606791237
1,1.4880316930775646,10779.674137267928,10779.494875338863
1,1.490158465387823,10917.662407002335,10917.483224666468
1,1.4922852376980817,11055.639181743743,11055.460179612059
1,1.4944120100083402,11193.585872874668,11193.407151871648
