J,parity,original_rank,observed_cm,state,v,Lambda,Sigma,Omega,input_weight,calculated_cm,residual_cm,matched_rank,calculated_state,calculated_v,calculated_Lambda,calculated_Sigma,calculated_Omega,assignment_matches,mark,duo_weight
7.0,-,93,18929.04823,3,7,-1.0,0.0,-1.0,0.16,18928.9811,0.06712999999945168,93,3,7,-1.0,0.0,-1.0,True,,8.6e-07
7.0,-,106,20341.08447,3,8,-1.0,0.0,-1.0,0.04,20340.9733,0.11117000000012922,106,3,8,-1.0,0.0,-1.0,True,,2.2e-07
7.0,-,116,21728.32759,3,9,-1.0,0.0,-1.0,0.0004,21728.1596,0.16799000000173692,116,3,9,-1.0,0.0,-1.0,True,,2.2e-09
7.0,-,129,23090.66175,3,10,-1.0,0.0,-1.0,0.0003,23090.4498,0.21195000000079744,129,3,10,-1.0,0.0,-1.0,True,,1.6e-09
7.0,-,155,25740.08875,3,12,-1.0,0.0,-1.0,0.0002,25739.9168,0.17194999999992433,156,3,12,-1.0,0.0,-1.0,True,,1.1e-09
8.0,+,1,130.36526,1,0,0.0,0.0,0.0,841.0,130.3629,0.0023600000000101318,1,1,0,0.0,0.0,0.0,True,,0.0045
8.0,+,5,1956.53373,1,1,0.0,0.0,0.0,112.96,1956.533,0.0007300000002032903,5,1,1,0.0,0.0,0.0,True,,0.00061
8.0,+,9,3754.39754,1,2,0.0,0.0,0.0,11.56,3754.3893,0.008240000000114378,9,1,2,0.0,0.0,0.0,True,,6.2e-05
8.0,+,15,5523.03778,1,3,0.0,0.0,0.0,5.29,5522.9821,0.0556799999994837,15,1,3,0.0,0.0,0.0,True,,2.8e-05
8.0,+,17,6330.77164,4,0,0.0,1.0,1.0,841.0,6330.7778,-0.006159999999908905,17,4,0,0.0,1.0,1.0,True,,0.0045
8.0,+,18,6381.42446,4,0,0.0,0.0,0.0,576.0,6381.4074,0.01706000000012864,18,4,0,0.0,0.0,0.0,True,,0.0031
8.0,+,22,7261.29704,1,4,0.0,0.0,0.0,2.56,7261.1852,0.111840000000484,22,1,4,0.0,0.0,0.0,True,,1.4e-05
8.0,+,23,7777.98885,4,1,0.0,1.0,1.0,6.76,7777.9999,-0.011050000000068394,23,4,1,0.0,1.0,1.0,True,,3.6e-05
8.0,+,24,7828.08692,4,1,0.0,0.0,0.0,5.76,7828.0708,0.01611999999931868,24,4,1,0.0,0.0,0.0,True,,3.1e-05
8.0,+,29,8967.61208,1,5,0.0,0.0,0.0,1.69,8967.489,0.12308000000120956,29,1,5,0.0,0.0,0.0,True,,9.1e-06
8.0,+,30,9203.03426,4,2,0.0,1.0,1.0,7.84,9203.0997,-0.06544000000030792,30,4,2,0.0,1.0,1.0,True,,4.2e-05
8.0,+,31,9252.58171,4,2,0.0,0.0,0.0,9.0,9252.6117,-0.029989999999088468,31,4,2,0.0,0.0,0.0,True,,4.8e-05
8.0,+,37,10605.96127,4,3,0.0,1.0,1.0,2.89,10606.036,-0.07473000000027241,37,4,3,0.0,1.0,1.0,True,,1.6e-05
8.0,+,38,10639.89601,1,6,0.0,0.0,0.0,1.0,10639.8542,0.041810000000623404,38,1,6,0.0,0.0,0.0,True,,5.4e-06
8.0,+,39,10655.004,4,3,0.0,0.0,0.0,2.89,10655.0383,-0.034299999999348074,39,4,3,0.0,0.0,0.0,True,,1.6e-05
8.0,+,45,11963.84337,7,0,2.0,0.0,2.0,36.0,11963.8069,0.036470000000917935,45,7,0,2.0,0.0,2.0,True,,0.00019
8.0,+,46,11986.9101,4,4,0.0,1.0,1.0,1.69,11986.955,-0.04490000000077998,46,4,4,0.0,1.0,1.0,True,,9.1e-06
8.0,+,47,12035.34119,4,4,0.0,0.0,0.0,1.96,12035.3512,-0.010009999999965657,47,4,4,0.0,0.0,0.0,True,,1.1e-05
8.0,+,53,13345.90437,4,5,0.0,1.0,1.0,1.21,13345.9136,-0.009229999999661231,53,4,5,0.0,1.0,1.0,True,,6.5e-06
8.0,+,54,13347.17091,7,1,2.0,0.0,2.0,0.36,13347.1488,0.022109999999884167,54,7,1,2.0,0.0,2.0,True,,1.9e-06
8.0,+,55,13393.80163,4,5,0.0,0.0,0.0,1.0,13393.7514,0.05023000000073807,55,4,5,0.0,0.0,0.0,True,,5.4e-06
8.0,+,62,14683.05398,4,6,0.0,1.0,1.0,0.25,14683.0401,0.013880000000426662,62,4,6,0.0,1.0,1.0,True,,1.3e-06
8.0,+,63,14707.62703,7,2,2.0,0.0,2.0,0.36,14707.6259,0.0011300000005576294,63,7,2,2.0,0.0,2.0,True,,1.9e-06
8.0,+,64,14730.38205,4,6,0.0,0.0,0.0,0.25,14730.3197,0.06235000000015134,64,4,6,0.0,0.0,0.0,True,,1.3e-06
8.0,+,65,15302.69733,8,0,0.0,0.0,0.0,36.0,15302.7029,-0.005569999999352149,65,8,0,0.0,0.0,0.0,True,,0.00019
8.0,+,71,15998.45119,4,7,0.0,1.0,1.0,0.16,15998.4585,-0.007310000000870787,71,4,7,0.0,1.0,1.0,True,,8.6e-07
8.0,+,73,16045.21913,4,7,0.0,0.0,0.0,0.25,16045.1797,0.03942999999890162,72,4,7,0.0,0.0,0.0,True,,1.3e-06
8.0,+,72,16045.27779,7,3,2.0,0.0,2.0,0.64,16045.253,0.02478999999948428,73,7,3,2.0,0.0,2.0,True,,3.4e-06
8.0,+,75,16722.42701,8,1,0.0,0.0,0.0,0.36,16722.4074,0.01960999999937485,75,8,1,0.0,0.0,0.0,True,,1.9e-06
8.0,+,80,17292.19326,4,8,0.0,1.0,1.0,0.09,17292.2883,-0.09504000000015367,80,4,8,0.0,1.0,1.0,True,,4.8e-07
8.0,+,81,17338.40492,4,8,0.0,0.0,0.0,0.09,17338.451,-0.046080000000074506,81,4,8,0.0,0.0,0.0,True,,4.8e-07
8.0,+,83,17360.18317,7,4,2.0,0.0,2.0,0.81,17360.136,0.04717000000164262,83,7,4,2.0,0.0,2.0,True,,4.4e-06
8.0,+,85,18141.31869,8,2,0.0,0.0,0.0,0.09,18141.6334,-0.3147099999987404,85,8,2,0.0,0.0,0.0,True,,4.8e-07
8.0,+,92,18652.40679,7,5,2.0,0.0,2.0,0.49,18652.3511,0.055690000001050066,92,7,5,2.0,0.0,2.0,True,,2.6e-06
8.0,+,95,19561.78802,8,3,0.0,0.0,0.0,0.09,19561.7048,0.08322000000043772,95,8,3,0.0,0.0,0.0,True,,4.8e-07
8.0,+,100,19921.98577,7,6,2.0,0.0,2.0,0.49,19921.8543,0.1314700000002631,100,7,6,2.0,0.0,2.0,True,,2.6e-06
8.0,+,103,20084.87151,6,0,1.0,1.0,2.0,225.0,20084.9386,-0.06709000000046217,103,6,0,1.0,1.0,2.0,True,,0.0012
8.0,+,104,20118.23745,6,0,1.0,-1.0,0.0,169.0,20118.2591,-0.02164999999877182,104,6,0,1.0,-1.0,0.0,True,,0.00091
8.0,+,105,20153.05828,6,0,1.0,0.0,1.0,169.0,20153.1573,-0.09901999999783584,105,6,0,1.0,0.0,1.0,True,,0.00091
8.0,+,112,21169.06728,7,7,2.0,0.0,2.0,0.36,21168.9446,0.12268000000040047,112,7,7,2.0,0.0,2.0,True,,1.9e-06
8.0,+,117,21837.46416,6,1,1.0,1.0,2.0,1.69,21837.4803,-0.01613999999972293,117,6,1,1.0,1.0,2.0,True,,9.1e-06
8.0,+,118,21870.45371,6,1,1.0,-1.0,0.0,1.44,21870.462,-0.008289999997941777,118,6,1,1.0,-1.0,0.0,True,,7.7e-06
8.0,+,119,21904.88887,6,1,1.0,0.0,1.0,1.44,21905.0088,-0.11993000000074971,119,6,1,1.0,0.0,1.0,True,,7.7e-06
8.0,+,124,22393.65106,7,8,2.0,0.0,2.0,0.04,22393.4314,0.21965999999883934,124,7,8,2.0,0.0,2.0,True,,2.2e-07
8.0,+,133,23552.53902,6,2,1.0,1.0,2.0,0.49,23552.0032,0.5358200000009674,133,6,2,1.0,1.0,2.0,True,,2.6e-06
8.0,+,134,23585.27529,6,2,1.0,-1.0,0.0,0.04,23583.9304,1.344890000000305,134,6,2,1.0,-1.0,0.0,True,,2.2e-07
8.0,+,136,23619.30875,6,2,1.0,0.0,1.0,0.16,23619.5586,-0.24985000000015134,136,6,2,1.0,0.0,1.0,True,,8.6e-07
8.0,+,151,25227.22658,6,3,1.0,1.0,2.0,2.25,25227.1694,0.05717999999978929,151,6,3,1.0,1.0,2.0,True,,1.2e-05
8.0,+,152,25259.37409,6,3,1.0,-1.0,0.0,2.89,25259.3255,0.04859000000215019,152,6,3,1.0,-1.0,0.0,True,,1.6e-05
8.0,+,153,25292.92408,6,3,1.0,0.0,1.0,2.25,25293.0409,-0.11681999999927939,153,6,3,1.0,0.0,1.0,True,,1.2e-05
8.0,+,165,26856.1818,6,4,1.0,1.0,2.0,1.0,26856.376,-0.19420000000172877,165,6,4,1.0,1.0,2.0,True,,5.4e-06
8.0,+,166,26888.59431,6,4,1.0,-1.0,0.0,0.25,26888.3288,0.26551000000108615,167,6,4,1.0,-1.0,0.0,True,,1.3e-06
8.0,+,168,26922.21815,6,4,1.0,0.0,1.0,0.09,26925.271,-3.052850000000035,169,6,4,1.0,0.0,1.0,True,,4.8e-07
8.0,+,182,28435.99692,6,5,1.0,1.0,2.0,1.0,28435.9579,0.039020000000164146,182,6,5,1.0,1.0,2.0,True,,5.4e-06
8.0,+,183,28467.13288,6,5,1.0,-1.0,0.0,0.81,28467.083,0.04988000000230386,183,6,5,1.0,-1.0,0.0,True,,4.4e-06
8.0,+,184,28499.62384,6,5,1.0,0.0,1.0,0.81,28499.7876,-0.16375999999945634,184,6,5,1.0,0.0,1.0,True,,4.4e-06
8.0,+,199,29958.54946,6,6,1.0,1.0,2.0,0.09,29957.8923,0.6571599999988393,199,6,6,1.0,1.0,2.0,True,,4.8e-07
8.0,+,200,29988.65204,6,6,1.0,-1.0,0.0,0.36,29988.4777,0.1743400000013935,200,6,6,1.0,-1.0,0.0,True,,1.9e-06
8.0,+,202,30021.09463,6,6,1.0,0.0,1.0,0.09,30020.2262,0.8684299999986251,201,6,6,1.0,0.0,1.0,True,,4.8e-07
8.0,+,215,31414.92499,6,7,1.0,1.0,2.0,0.25,31414.9127,0.012289999998756684,215,6,7,1.0,1.0,2.0,True,,1.3e-06
8.0,+,216,31444.71362,6,7,1.0,-1.0,0.0,0.49,31444.6555,0.058119999997870764,216,6,7,1.0,-1.0,0.0,True,,2.6e-06
8.0,+,217,31475.8366,6,7,1.0,0.0,1.0,0.16,31476.0965,-0.2599000000009255,217,6,7,1.0,0.0,1.0,True,,8.6e-07
8.0,+,229,32797.55602,6,8,1.0,1.0,2.0,0.04,32797.5224,0.033620000001974404,229,6,8,1.0,1.0,2.0,True,,2.2e-07
8.0,+,230,32826.61755,6,8,1.0,-1.0,0.0,0.09,32826.5653,0.052250000000640284,230,6,8,1.0,-1.0,0.0,True,,4.8e-07
8.0,+,231,32857.06274,6,8,1.0,0.0,1.0,0.36,32856.9761,0.08664000000135275,231,6,8,1.0,0.0,1.0,True,,1.9e-06
8.0,+,242,34098.63846,6,9,1.0,1.0,2.0,0.0004,34098.6505,-0.012040000001434237,242,6,9,1.0,1.0,2.0,True,,2.2e-09
8.0,+,244,34127.05041,6,9,1.0,-1.0,0.0,0.0015,34127.0113,0.03911000000516651,243,6,9,1.0,-1.0,0.0,True,,8.1e-09
8.0,+,246,34156.55812,6,9,1.0,0.0,1.0,0.0004,34154.0737,2.484420000000682,245,6,9,1.0,0.0,1.0,True,,2.2e-09
8.0,+,263,35317.2113,6,10,1.0,1.0,2.0,0.0051,35317.3181,-0.10679999999410938,259,6,10,1.0,1.0,2.0,True,,2.7e-08
8.0,+,264,35344.56269,6,10,1.0,-1.0,0.0,0.0051,35344.5015,0.061190000000351574,261,6,10,1.0,-1.0,0.0,True,,2.7e-08
8.0,+,265,35373.22292,6,10,1.0,0.0,1.0,0.0051,35373.2913,-0.06837999999697786,262,6,10,1.0,0.0,1.0,True,,2.7e-08
8.0,+,276,36457.60568,6,11,1.0,1.0,2.0,0.0003,36458.4643,-0.858619999999064,273,6,11,1.0,1.0,2.0,True,,1.6e-09
8.0,+,290,37531.24682,6,12,1.0,1.0,2.0,0.0002,37531.3628,-0.11598000000230968,287,6,12,1.0,1.0,2.0,True,,1.1e-09
8.0,-,1,698.67773,2,0,-1.0,-1.0,-2.0,625.0,698.6752,0.002529999999978827,1,2,0,-1.0,-1.0,-2.0,True,,0.0034
8.0,-,2,731.63134,2,0,-1.0,1.0,0.0,841.0,731.6308,0.0005400000000008731,2,2,0,-1.0,1.0,0.0,True,,0.0045
8.0,-,3,765.21087,2,0,-1.0,0.0,-1.0,576.0,765.209,0.001870000000053551,3,2,0,-1.0,0.0,-1.0,True,,0.0031
8.0,-,4,2315.74486,2,1,-1.0,-1.0,-2.0,6.76,2315.7356,0.009259999999812862,4,2,1,-1.0,-1.0,-2.0,True,,3.6e-05
8.0,-,5,2348.45666,2,1,-1.0,1.0,0.0,12.25,2348.4478,0.00885999999991327,5,2,1,-1.0,1.0,0.0,True,,6.6e-05
8.0,-,6,2381.75671,2,1,-1.0,0.0,-1.0,10.89,2381.7392,0.017510000000129367,6,2,1,-1.0,0.0,-1.0,True,,5.9e-05
8.0,-,7,3909.48576,2,2,-1.0,-1.0,-2.0,5.76,3909.5302,-0.04444000000012238,7,2,2,-1.0,-1.0,-2.0,True,,3.1e-05
8.0,-,8,3941.96053,2,2,-1.0,1.0,0.0,7.84,3942.0012,-0.040670000000318396,8,2,2,-1.0,1.0,0.0,True,,4.2e-05
8.0,-,9,3974.98457,2,2,-1.0,0.0,-1.0,4.41,3975.0045,-0.01992999999993117,9,2,2,-1.0,0.0,-1.0,True,,2.4e-05
8.0,-,10,5479.89616,2,3,-1.0,-1.0,-2.0,1.21,5479.8903,0.005860000000211585,10,2,3,-1.0,-1.0,-2.0,True,,6.5e-06
8.0,-,11,5512.12562,2,3,-1.0,1.0,0.0,4.41,5512.1236,0.002019999999902211,11,2,3,-1.0,1.0,0.0,True,,2.4e-05
8.0,-,12,5544.88064,2,3,-1.0,0.0,-1.0,1.96,5544.8375,0.04314000000067608,12,2,3,-1.0,0.0,-1.0,True,,1.1e-05
8.0,-,14,7026.96319,2,4,-1.0,-1.0,-2.0,1.0,7026.9203,0.04289000000062515,14,2,4,-1.0,-1.0,-2.0,True,,5.4e-06
8.0,-,15,7058.95607,2,4,-1.0,1.0,0.0,2.56,7058.9193,0.036770000000615255,15,2,4,-1.0,1.0,0.0,True,,1.4e-05
8.0,-,16,7091.42351,2,4,-1.0,0.0,-1.0,0.64,7091.3382,0.08530999999948108,16,2,4,-1.0,0.0,-1.0,True,,3.4e-06
8.0,-,18,8384.14685,3,0,-1.0,0.0,-1.0,484.0,8384.132,0.014849999999569263,18,3,0,-1.0,0.0,-1.0,True,,0.0026
8.0,-,19,8550.6496,2,5,-1.0,-1.0,-2.0,0.64,8550.6436,0.006000000001222361,19,2,5,-1.0,-1.0,-2.0,True,,3.4e-06
8.0,-,20,8582.42134,2,5,-1.0,1.0,0.0,0.64,8582.4141,0.007240000000820146,20,2,5,-1.0,1.0,0.0,True,,3.4e-06
8.0,-,21,8614.60644,2,5,-1.0,0.0,-1.0,0.64,8614.5111,0.09533999999985099,21,2,5,-1.0,0.0,-1.0,True,,3.4e-06
8.0,-,23,9384.41829,5,0,0.0,-1.0,-1.0,225.0,9384.2399,0.1783899999991263,23,5,0,0.0,-1.0,-1.0,True,,0.0012
8.0,-,24,9449.62797,5,0,0.0,0.0,0.0,64.0,9449.8156,-0.1876300000003539,24,5,0,0.0,0.0,0.0,True,,0.00034
8.0,-,25,9966.96496,3,1,-1.0,0.0,-1.0,6.76,9966.9578,0.007159999999203137,25,3,1,-1.0,0.0,-1.0,True,,3.6e-05
8.0,-,26,10051.0595,2,6,-1.0,-1.0,-2.0,1.44,10051.0428,0.016700000000128057,26,2,6,-1.0,-1.0,-2.0,True,,7.7e-06
8.0,-,27,10082.57003,2,6,-1.0,1.0,0.0,1.44,10082.5754,-0.0053699999989476055,27,2,6,-1.0,1.0,0.0,True,,7.7e-06
8.0,-,28,10114.48034,2,6,-1.0,0.0,-1.0,0.81,10114.4376,0.04274000000077649,28,2,6,-1.0,0.0,-1.0,True,,4.4e-06
8.0,-,30,11414.73742,5,1,0.0,-1.0,-1.0,1.96,11414.9327,-0.19527999999991152,30,5,1,0.0,-1.0,-1.0,True,,1.1e-05
8.0,-,31,11479.57461,5,1,0.0,0.0,0.0,1.0,11479.2451,0.32950999999957276,31,5,1,0.0,0.0,0.0,True,,5.4e-06
8.0,-,32,11525.55978,3,2,-1.0,0.0,-1.0,5.76,11525.5912,-0.03142000000116241,32,3,2,-1.0,0.0,-1.0,True,,3.1e-05
8.0,-,33,11528.52866,2,7,-1.0,-1.0,-2.0,0.49,11528.1653,0.36335999999937485,33,2,7,-1.0,-1.0,-2.0,True,,2.6e-06
8.0,-,34,11559.5916,2,7,-1.0,1.0,0.0,0.25,11559.3951,0.19650000000001455,34,2,7,-1.0,1.0,0.0,True,,1.3e-06
8.0,-,35,11591.19256,2,7,-1.0,0.0,-1.0,0.25,11591.6089,-0.4163399999997637,35,2,7,-1.0,0.0,-1.0,True,,1.3e-06
8.0,-,38,12981.65184,2,8,-1.0,-1.0,-2.0,0.81,12981.6424,0.009439999999813153,38,2,8,-1.0,-1.0,-2.0,True,,4.4e-06
8.0,-,39,13012.7203,2,8,-1.0,1.0,0.0,0.36,13012.7381,-0.01779999999962456,39,2,8,-1.0,1.0,0.0,True,,1.9e-06
8.0,-,40,13044.05075,2,8,-1.0,0.0,-1.0,0.36,13043.8601,0.19065000000045984,40,2,8,-1.0,0.0,-1.0,True,,1.9e-06
8.0,-,41,13059.87594,3,3,-1.0,0.0,-1.0,2.56,13059.8745,0.0014400000000023283,41,3,3,-1.0,0.0,-1.0,True,,1.4e-05
8.0,-,44,13417.32807,5,2,0.0,-1.0,-1.0,0.16,13417.107,0.22106999999959953,44,5,2,0.0,-1.0,-1.0,True,,8.6e-07
8.0,-,46,14412.09892,2,9,-1.0,-1.0,-2.0,0.0448,14411.9204,0.1785199999994802,46,2,9,-1.0,-1.0,-2.0,True,,2.4e-07
8.0,-,47,14442.86025,2,9,-1.0,1.0,0.0,0.037,14442.7584,0.1018499999991036,47,2,9,-1.0,1.0,0.0,True,,2e-07
8.0,-,48,14473.92972,2,9,-1.0,0.0,-1.0,0.037,14473.8296,0.10012000000097032,48,2,9,-1.0,0.0,-1.0,True,,2e-07
8.0,-,49,14569.84653,3,4,-1.0,0.0,-1.0,1.96,14569.8116,0.03492999999980384,49,3,4,-1.0,0.0,-1.0,True,,1.1e-05
8.0,-,52,15388.95966,5,3,0.0,-1.0,-1.0,0.25,15388.736,0.22365999999965425,52,5,3,0.0,-1.0,-1.0,True,,1.3e-06
8.0,-,53,15452.4706,5,3,0.0,0.0,0.0,0.04,15451.9946,0.4760000000005675,53,5,3,0.0,0.0,0.0,True,,2.2e-07
8.0,-,59,16055.38285,3,5,-1.0,0.0,-1.0,0.81,16055.3449,0.03794999999990978,59,3,5,-1.0,0.0,-1.0,True,,4.4e-06
8.0,-,67,17516.41526,3,6,-1.0,0.0,-1.0,0.16,17516.3698,0.04546000000118511,67,3,6,-1.0,0.0,-1.0,True,,8.6e-07
8.0,-,73,18952.85077,3,7,-1.0,0.0,-1.0,0.04,18952.7658,0.08496999999988475,73,3,7,-1.0,0.0,-1.0,True,,2.2e-07
8.0,-,84,20364.58894,3,8,-1.0,0.0,-1.0,0.01,20364.4768,0.11214000000109081,84,3,8,-1.0,0.0,-1.0,True,,5.4e-08
9.0,+,13,6381.57283,4,0,0.0,1.0,1.0,1225.0,6381.4176,0.15523000000030152,13,4,0,0.0,1.0,1.0,True,,0.0066
9.0,+,17,7828.23438,4,1,0.0,1.0,1.0,10.24,7828.083,0.15138000000024476,17,4,1,0.0,1.0,1.0,True,,5.5e-05
9.0,+,22,9252.72493,4,2,0.0,1.0,1.0,14.44,9252.6261,0.09883000000081665,22,4,2,0.0,1.0,1.0,True,,7.8e-05
9.0,+,29,10655.1161,4,3,0.0,1.0,1.0,4.0,10655.0273,0.08879999999953725,29,4,3,0.0,1.0,1.0,True,,2.2e-05
9.0,+,36,11990.02029,7,0,2.0,0.0,2.0,36.0,11989.9836,0.036690000000817236,36,7,0,2.0,0.0,2.0,True,,0.00019
9.0,+,37,12035.4926,4,4,0.0,1.0,1.0,1.44,12035.3769,0.11570000000028813,37,4,4,0.0,1.0,1.0,True,,7.7e-06
9.0,+,42,13373.04314,7,1,2.0,0.0,2.0,0.36,13373.0209,0.02224000000023807,42,7,1,2.0,0.0,2.0,True,,1.9e-06
9.0,+,43,13393.9391972414,4,5,0.0,1.0,1.0,1.45,13393.7805,0.15869724139884056,43,4,5,0.0,1.0,1.0,True,,7.8e-06
9.0,+,50,14730.53057,4,6,0.0,1.0,1.0,0.25,14730.353,0.17757000000165135,50,4,6,0.0,1.0,1.0,True,,1.3e-06
9.0,+,51,14733.19656,7,2,2.0,0.0,2.0,0.36,14733.1936,0.002959999999802676,51,7,2,2.0,0.0,2.0,True,,1.9e-06
9.0,+,57,16045.36959,4,7,0.0,1.0,1.0,0.36,16045.2175,0.15208999999958905,57,4,7,0.0,1.0,1.0,True,,1.9e-06
9.0,+,58,16070.54244,7,3,2.0,0.0,2.0,0.64,16070.5165,0.025939999999536667,58,7,3,2.0,0.0,2.0,True,,3.4e-06
9.0,+,63,17338.55997,4,8,0.0,1.0,1.0,0.09,17338.4934,0.06656999999904656,63,4,8,0.0,1.0,1.0,True,,4.8e-07
9.0,+,65,17385.14149,7,4,2.0,0.0,2.0,0.81,17385.0955,0.0459900000023481,65,7,4,2.0,0.0,2.0,True,,4.4e-06
9.0,+,72,18677.05818,7,5,2.0,0.0,2.0,0.49,18677.0064,0.051780000001599547,72,7,5,2.0,0.0,2.0,True,,2.6e-06
9.0,+,78,19946.33741,7,6,2.0,0.0,2.0,0.49,19946.2089,0.12850999999864143,78,7,6,2.0,0.0,2.0,True,,2.6e-06
9.0,+,81,20113.29687,6,0,1.0,1.0,2.0,289.0,20113.38,-0.08313000000271131,81,6,0,1.0,1.0,2.0,True,,0.0016
9.0,+,82,20150.04179,6,0,1.0,-1.0,0.0,289.0,20150.131,-0.0892100000019127,82,6,0,1.0,-1.0,0.0,True,,0.0016
9.0,+,83,20188.18478,6,0,1.0,0.0,1.0,121.0,20188.1812,0.0035800000005110633,83,6,0,1.0,0.0,1.0,True,,0.00065
9.0,+,87,21193.10391,7,7,2.0,0.0,2.0,0.36,21192.9901,0.11381000000255881,87,7,7,2.0,0.0,2.0,True,,1.9e-06
9.0,+,93,21865.55853,6,1,1.0,1.0,2.0,1.44,21865.5972,-0.03867000000172993,93,6,1,1.0,1.0,2.0,True,,7.7e-06
9.0,+,94,21901.90443,6,1,1.0,-1.0,0.0,1.69,21901.9821,-0.07767000000239932,94,6,1,1.0,-1.0,0.0,True,,9.1e-06
9.0,+,95,21939.61648,6,1,1.0,0.0,1.0,1.0,21939.6269,-0.010419999998703133,95,6,1,1.0,0.0,1.0,True,,5.4e-06
9.0,+,97,22417.38624,7,8,2.0,0.0,2.0,0.04,22417.1706,0.21563999999852967,97,7,8,2.0,0.0,2.0,True,,2.2e-07
9.0,+,105,23580.24771,6,2,1.0,1.0,2.0,0.49,23579.7226,0.5251099999986764,105,6,2,1.0,1.0,2.0,True,,2.6e-06
9.0,+,106,23616.29155,6,2,1.0,-1.0,0.0,0.16,23622.0738,-5.782249999996566,107,6,2,1.0,-1.0,0.0,True,,8.6e-07
9.0,+,108,23653.6079,6,2,1.0,0.0,1.0,0.36,23653.6547,-0.04680000000007567,108,6,2,1.0,0.0,1.0,True,,1.9e-06
9.0,+,120,25254.56681,6,3,1.0,1.0,2.0,4.0,25254.5625,0.004310000000259606,120,6,3,1.0,1.0,2.0,True,,2.2e-05
9.0,+,121,25289.99621,6,3,1.0,-1.0,0.0,3.24,25290.0601,-0.06388999999762746,121,6,3,1.0,-1.0,0.0,True,,1.7e-05
9.0,+,122,25326.73944,6,3,1.0,0.0,1.0,2.56,25326.7282,0.011239999999816064,122,6,3,1.0,0.0,1.0,True,,1.4e-05
9.0,+,131,26883.62399,6,4,1.0,1.0,2.0,0.81,26883.6082,0.015790000001288718,131,6,4,1.0,1.0,2.0,True,,4.4e-06
9.0,+,132,26920.23574,6,4,1.0,-1.0,0.0,0.36,26922.4594,-2.2236599999996542,133,6,4,1.0,-1.0,0.0,True,,1.9e-06
9.0,+,134,26954.88049,6,4,1.0,0.0,1.0,0.25,26954.8207,0.05978999999933876,134,6,4,1.0,0.0,1.0,True,,1.3e-06
9.0,+,145,28462.51006,6,5,1.0,1.0,2.0,1.44,28462.5015,0.00856000000203494,145,6,5,1.0,1.0,2.0,True,,7.7e-06
9.0,+,146,28496.83032,6,5,1.0,-1.0,0.0,0.81,28496.915,-0.08467999999993481,146,6,5,1.0,-1.0,0.0,True,,4.4e-06
9.0,+,147,28532.40735,6,5,1.0,0.0,1.0,0.81,28532.4021,0.0052500000019790605,147,6,5,1.0,0.0,1.0,True,,4.4e-06
9.0,+,159,29984.36665,6,6,1.0,1.0,2.0,0.16,29983.9945,0.3721499999992375,159,6,6,1.0,1.0,2.0,True,,8.6e-07
9.0,+,160,30017.52139,6,6,1.0,-1.0,0.0,0.16,30017.5501,-0.02870999999868218,160,6,6,1.0,-1.0,0.0,True,,8.6e-07
9.0,+,161,30053.14324,6,6,1.0,0.0,1.0,0.25,30052.5927,0.5505400000001828,161,6,6,1.0,0.0,1.0,True,,1.3e-06
9.0,+,170,31440.33081,6,7,1.0,1.0,2.0,0.49,31440.3717,-0.0408900000002177,170,6,7,1.0,1.0,2.0,True,,2.6e-06
9.0,+,171,31473.22442,6,7,1.0,-1.0,0.0,0.25,31473.3814,-0.15697999999974854,171,6,7,1.0,-1.0,0.0,True,,1.3e-06
9.0,+,172,31507.31044,6,7,1.0,0.0,1.0,0.16,31507.3127,-0.00225999999747728,172,6,7,1.0,0.0,1.0,True,,8.6e-07
9.0,+,181,32822.36127,6,8,1.0,1.0,2.0,0.16,32822.4015,-0.040229999998700805,181,6,8,1.0,1.0,2.0,True,,8.6e-07
9.0,+,182,32854.40788,6,8,1.0,-1.0,0.0,0.16,32854.4317,-0.02382000000216067,182,6,8,1.0,-1.0,0.0,True,,8.6e-07
9.0,+,183,32887.68646,6,8,1.0,0.0,1.0,0.25,32887.6622,0.02425999999832129,183,6,8,1.0,0.0,1.0,True,,1.3e-06
9.0,+,192,34123.05265,6,9,1.0,1.0,2.0,0.0015,34123.0611,-0.008450000001175795,192,6,9,1.0,1.0,2.0,True,,8.1e-09
9.0,+,194,34153.87599,6,9,1.0,-1.0,0.0,0.0004,34152.6303,1.2456900000033784,193,6,9,1.0,-1.0,0.0,True,,2.2e-09
9.0,+,197,34186.19354,6,9,1.0,0.0,1.0,0.0004,34186.3895,-0.1959599999972852,195,6,9,1.0,0.0,1.0,True,,2.2e-09
9.0,+,209,35340.55085,6,10,1.0,1.0,2.0,0.0051,35340.7297,-0.17885000000387663,205,6,10,1.0,1.0,2.0,True,,2.7e-08
9.0,+,210,35370.75852,6,10,1.0,-1.0,0.0,0.0051,35370.9393,-0.1807799999951385,207,6,10,1.0,-1.0,0.0,True,,2.7e-08
9.0,+,211,35402.0239,6,10,1.0,0.0,1.0,0.0051,35402.0043,0.01959999999962747,208,6,10,1.0,0.0,1.0,True,,2.7e-08
9.0,+,231,37553.32692,6,12,1.0,1.0,2.0,0.0002,37553.4432,-0.116280000002007,228,6,12,1.0,1.0,2.0,True,,1.1e-09
9.0,-,2,725.17878,2,0,-1.0,-1.0,-2.0,841.0,725.1765,0.0022799999999278953,2,2,0,-1.0,-1.0,-2.0,True,,0.0045
