    3
 * CCSD(T)-F12C/VQZ-F12 Energy:   -290.072754475786
 Si         0.0000000000        0.0000000000        0.0000000000
 H          1.8262842870        0.0000000000        2.3800600209
 H          0.9009669149        0.0000000000       -1.1741629436
