      0.7000000000       3.422877546
      0.7073000000       3.420201200
      0.7146000000       3.417448154
      0.7219000000       3.414617332
      0.7292000000       3.411707680
      0.7365000000       3.408718160
      0.7438000000       3.405647755
      0.7511000000       3.402495469
      0.7584000000       3.399260329
      0.7657000000       3.395941384
      0.7730000000       3.392537710
      0.7803000000       3.389048407
      0.7876000000       3.385472602
      0.7949000000       3.381809450
      0.8022000000       3.378058137
      0.8095000000       3.374217877
      0.8168000000       3.370287919
      0.8241000000       3.366267539
      0.8314000000       3.362156053
      0.8387000000       3.357952808
      0.8460000000       3.353657187
      0.8533000000       3.349268612
      0.8606000000       3.344786540
      0.8679000000       3.340210471
      0.8752000000       3.335539941
      0.8825000000       3.330774530
      0.8898000000       3.325913856
      0.8971000000       3.320957585
      0.9044000000       3.315905422
      0.9117000000       3.310757118
      0.9190000000       3.305512471
      0.9263000000       3.300171321
      0.9336000000       3.294733558
      0.9409000000       3.289199117
      0.9482000000       3.283567984
      0.9555000000       3.277840191
      0.9628000000       3.272015818
      0.9701000000       3.266094997
      0.9774000000       3.260077910
      0.9847000000       3.253964786
      0.9920000000       3.247755908
      0.9993000000       3.241451607
      1.0066000000       3.235052269
      1.0139000000       3.228558327
      1.0212000000       3.221970267
      1.0285000000       3.215288627
      1.0358000000       3.208513994
      1.0431000000       3.201647009
      1.0504000000       3.194688363
      1.0577000000       3.187638796
      1.0650000000       3.180499101
      1.0723000000       3.173270119
      1.0796000000       3.165952743
      1.0869000000       3.158547913
      1.0942000000       3.151056620
      1.1015000000       3.143479901
      1.1088000000       3.135818843
      1.1161000000       3.128074577
      1.1234000000       3.120248283
      1.1307000000       3.112341184
      1.1380000000       3.104354548
      1.1453000000       3.096289688
      1.1526000000       3.088147958
      1.1599000000       3.079930752
      1.1672000000       3.071639508
      1.1745000000       3.063275701
      1.1818000000       3.054840843
      1.1891000000       3.046336486
      1.1964000000       3.037764214
      1.2037000000       3.029125648
      1.2110000000       3.020422441
      1.2183000000       3.011656277
      1.2256000000       3.002828872
      1.2329000000       2.993941967
      1.2402000000       2.984997334
      1.2475000000       2.975996768
      1.2548000000       2.966942090
      1.2621000000       2.957835144
      1.2694000000       2.948677792
      1.2767000000       2.939471918
      1.2840000000       2.930219424
      1.2913000000       2.920922227
      1.2986000000       2.911582259
      1.3059000000       2.902201467
      1.3132000000       2.892781806
      1.3205000000       2.883325243
      1.3278000000       2.873833752
      1.3351000000       2.864309316
      1.3424000000       2.854753921
      1.3497000000       2.845169556
      1.3570000000       2.835558212
      1.3643000000       2.825921883
      1.3716000000       2.816262557
      1.3789000000       2.806582223
      1.3862000000       2.796882865
      1.3935000000       2.787166460
      1.4008000000       2.777434978
      1.4081000000       2.767690381
      1.4154000000       2.757934621
      1.4227000000       2.748169638
      1.4300000000       2.738397359
      1.4373000000       2.728619698
      1.4446000000       2.718838554
      1.4519000000       2.709055808
      1.4592000000       2.699273323
      1.4665000000       2.689492945
      1.4738000000       2.679716499
      1.4811000000       2.669945790
      1.4884000000       2.660182599
      1.4957000000       2.650428685
      1.5030000000       2.640685784
      1.5103000000       2.630955606
      1.5176000000       2.621239836
      1.5249000000       2.611540132
      1.5322000000       2.601858124
      1.5395000000       2.592195417
      1.5468000000       2.582553584
      1.5541000000       2.572934171
      1.5614000000       2.563338694
      1.5687000000       2.553768637
      1.5760000000       2.544225454
      1.5833000000       2.534710570
      1.5906000000       2.525225374
      1.5979000000       2.515771228
      1.6052000000       2.506349456
      1.6125000000       2.496961355
      1.6198000000       2.487608185
      1.6271000000       2.478291176
      1.6344000000       2.469011521
      1.6417000000       2.459770384
      1.6490000000       2.450568893
      1.6563000000       2.441408142
      1.6636000000       2.432289194
      1.6709000000       2.423213076
      1.6782000000       2.414180783
      1.6855000000       2.405193276
      1.6928000000       2.396251484
      1.7001000000       2.387356301
      1.7074000000       2.378508589
      1.7147000000       2.369709179
      1.7220000000       2.360958866
      1.7293000000       2.352258416
      1.7366000000       2.343608561
      1.7439000000       2.335010002
      1.7512000000       2.326463408
      1.7585000000       2.317969420
      1.7658000000       2.309528643
      1.7731000000       2.301141657
      1.7804000000       2.292809009
      1.7877000000       2.284531217
      1.7950000000       2.276308771
      1.8023000000       2.268142131
      1.8096000000       2.260031729
      1.8169000000       2.251977970
      1.8242000000       2.243981232
      1.8315000000       2.236041866
      1.8388000000       2.228160194
      1.8461000000       2.220336517
      1.8534000000       2.212571107
      1.8607000000       2.204864212
      1.8680000000       2.197216058
      1.8753000000       2.189626843
      1.8826000000       2.182096746
      1.8899000000       2.174625921
      1.8972000000       2.167214499
      1.9045000000       2.159862593
      1.9118000000       2.152570290
      1.9191000000       2.145337660
      1.9264000000       2.138164751
