source_index,J,parity,original_rank,observed_cm,state,v,Lambda,Sigma,Omega,input_weight,calculated_cm,residual_cm,ef
242,34.0,+,5,3743.7766198,1,4,0.0,0.0,0.0,1.0,3743.775591475303,0.0010283246970175242,e
243,34.0,+,6,4493.3378143,1,5,0.0,0.0,0.0,1.0,4493.33758233213,0.00023196786969492678,e
244,34.0,+,7,5233.876126,1,6,0.0,0.0,0.0,1.0,5233.8754182659,0.0007077340997057036,e
245,34.0,+,8,5965.5031654,1,7,0.0,0.0,0.0,1.0,5965.502061923053,0.001103476947719173,e
246,34.0,+,9,6688.330373,1,8,0.0,0.0,0.0,1.0,6688.331525488657,-0.001152488656771311,e
247,35.0,-,1,691.3289175,1,0,0.0,0.0,0.0,1.0,691.328004534178,0.0009129658219535486,e
248,35.0,-,2,1477.7830727,1,1,0.0,0.0,0.0,1.0,1477.784793052257,-0.001720352257052582,e
249,35.0,-,3,2254.7570742,1,2,0.0,0.0,0.0,1.0,2254.757139509391,-6.53093911751057e-05,e
250,35.0,-,4,3022.3665354,1,3,0.0,0.0,0.0,1.0,3022.36539955957,0.0011358404299244285,e
251,35.0,-,5,3780.7265801,1,4,0.0,0.0,0.0,1.0,3780.725607326985,0.0009727730148370028,e
252,35.0,-,6,4529.952174,1,5,0.0,0.0,0.0,1.0,4529.951397434316,0.0007765656837364077,e
253,35.0,-,7,5270.1560494,1,6,0.0,0.0,0.0,1.0,5270.155511971976,0.0005374280235628248,e
254,35.0,-,8,6001.4492726,1,7,0.0,0.0,0.0,1.0,6001.450939593273,-0.001666993272920081,e
255,36.0,+,1,730.7323455,1,0,0.0,0.0,0.0,1.0,730.731959262093,0.0003862379069232702,e
256,36.0,+,2,1516.8310866,1,1,0.0,0.0,0.0,1.0,1516.832590837003,-0.0015042370030187158,e
257,36.0,+,3,2293.4514467,1,2,0.0,0.0,0.0,1.0,2293.451450538089,-3.838089014607249e-06,e
258,36.0,+,4,3060.7099914,1,3,0.0,0.0,0.0,1.0,3060.708825106204,0.0011662937959044939,e
259,36.0,+,5,3818.7215939,1,4,0.0,0.0,0.0,1.0,3818.720707343933,0.0008865560666890815,e
260,36.0,+,6,4567.6015423,1,5,0.0,0.0,0.0,1.0,4567.60071627109,0.0008260289096142515,e
261,36.0,+,7,5307.4622639,1,6,0.0,0.0,0.0,1.0,5307.461601298589,0.0006626014110224787,e
262,36.0,+,8,6038.4183693,1,7,0.0,0.0,0.0,1.0,6038.416377997525,0.001991302475289558,e
263,37.0,-,1,771.220192,1,0,0.0,0.0,0.0,1.0,771.21914075051,0.0010512494900467573,e
264,37.0,-,2,1556.9521855,1,1,0.0,0.0,0.0,1.0,1556.953743274429,-0.0015577744288748363,e
265,37.0,-,3,2333.209329,1,2,0.0,0.0,0.0,1.0,2333.209319803137,9.196862720273202e-06,e
266,37.0,-,4,3100.1071606,1,3,0.0,0.0,0.0,1.0,3100.106086081977,0.0010745180229605467,e
267,37.0,-,5,3857.7606802,1,4,0.0,0.0,0.0,1.0,3857.75999242636,0.0006877736400383583,e
268,37.0,-,6,4606.2853167,1,5,0.0,0.0,0.0,1.0,4606.284641904111,0.0006747958896085038,e
269,37.0,-,7,5345.794048,1,6,0.0,0.0,0.0,1.0,5345.792791596438,0.0012564035614559543,e
270,38.0,+,1,812.7889756,1,0,0.0,0.0,0.0,1.0,812.788617051678,0.0003585483219694652,e
271,38.0,+,2,1598.1457194,1,1,0.0,0.0,0.0,1.0,1598.147320190131,-0.001600790131078611,e
272,38.0,+,3,2374.0298207,1,2,0.0,0.0,0.0,1.0,2374.029819021089,1.6789108485681936e-06,e
273,38.0,+,4,3140.5578158,1,3,0.0,0.0,0.0,1.0,3140.556256201576,0.0015595984236824734,e
274,38.0,+,5,3897.8434091,1,4,0.0,0.0,0.0,1.0,3897.842538395973,0.0008707040269655408,e
275,38.0,+,6,4646.0026515,1,5,0.0,0.0,0.0,1.0,4646.002252379738,0.00039912026204547146,e
276,38.0,+,8,6115.395656,1,7,0.0,0.0,0.0,1.0,6115.393343262752,0.0023127372478484176,e
277,38.0,+,10,7549.6311195,1,9,0.0,0.0,0.0,1.0,7549.639904463244,-0.008784963244579558,e
278,39.0,-,1,855.4393294,1,0,0.0,0.0,0.0,1.0,855.439430905251,-0.00010150525099561492,e
279,39.0,-,2,1640.4109423,1,1,0.0,0.0,0.0,1.0,1640.412366149881,-0.0014238498811209865,e
280,39.0,-,3,2415.9122335,1,2,0.0,0.0,0.0,1.0,2415.911994703669,0.00023879633135948097,e
281,39.0,-,4,3182.0594515,1,3,0.0,0.0,0.0,1.0,3182.058384032377,0.001067467622760887,e
282,39.0,-,5,3938.9681486,1,4,0.0,0.0,0.0,1.0,3938.967395987071,0.0007526129288635275,e
283,39.0,-,6,4686.7537355,1,5,0.0,0.0,0.0,1.0,4686.752600720534,0.0011347794661560329,e
284,39.0,-,7,5425.5280695,1,6,0.0,0.0,0.0,1.0,5425.526771760351,0.0012977396490896353,e
285,39.0,-,8,6155.4064232,1,7,0.0,0.0,0.0,1.0,6155.403011052517,0.0034121474827770726,e
286,39.0,-,9,6876.4948831,1,8,0.0,0.0,0.0,1.0,6876.495552487091,-0.0006693870909657562,e
287,39.0,-,10,7588.9176867,1,9,0.0,0.0,0.0,1.0,7588.920290240168,-0.002603540167910978,e
288,40.0,+,1,899.1710381,1,0,0.0,0.0,0.0,1.0,899.170599727836,0.00043837216401243495,e
289,40.0,+,2,1683.7464655,1,1,0.0,0.0,0.0,1.0,1683.747900449687,-0.0014349496868817369,e
290,40.0,+,3,2458.8553132,1,2,0.0,0.0,0.0,1.0,2458.854868148116,0.00044505188407129026,e
291,40.0,+,4,3224.6124706,1,3,0.0,0.0,0.0,1.0,3224.61149298486,0.000977615140072885,e
292,40.0,+,5,3981.1347107,1,4,0.0,0.0,0.0,1.0,3981.133590837755,0.0011198622451047413,e
293,40.0,+,6,4728.5351356,1,5,0.0,0.0,0.0,1.0,4728.534714916806,0.0004206831945339218,e
294,40.0,+,7,5466.9293142,1,6,0.0,0.0,0.0,1.0,5466.927647554927,0.0016666450728735072,e
295,40.0,+,8,6196.4266294,1,7,0.0,0.0,0.0,1.0,6196.425521418368,0.0011079816322308034,e
296,40.0,+,9,6917.1461777,1,8,0.0,0.0,0.0,1.0,6917.142618959796,0.0035587402044257033,e
297,41.0,-,1,943.9811378,1,0,0.0,0.0,0.0,1.0,943.98111560269,2.2197310045157792e-05,e
298,41.0,-,2,1728.1517844,1,1,0.0,0.0,0.0,1.0,1728.152917105779,-0.0011327057789003447,e
299,41.0,-,3,2502.8578338,1,2,0.0,0.0,0.0,1.0,2502.85743542771,0.00039837229041950195,e
300,41.0,-,4,3268.2162493,1,3,0.0,0.0,0.0,1.0,3268.214581303494,0.0016679965060575341,e
301,41.0,-,5,4024.3410163,1,4,0.0,0.0,0.0,1.0,4024.340123480804,0.000892819195996708,e
302,41.0,-,6,4771.3484062,1,5,0.0,0.0,0.0,1.0,4771.347597917669,0.0008082823305812781,e
303,41.0,-,7,5509.3507479,1,6,0.0,0.0,0.0,1.0,5509.349796161016,0.0009517389844404534,e
304,41.0,-,8,6238.4631415,1,7,0.0,0.0,0.0,1.0,6238.45988259075,0.0032589092506896122,e
305,41.0,-,9,6958.7917292,1,8,0.0,0.0,0.0,1.0,6958.792189669409,-0.00046046940860833274,e
306,42.0,+,1,989.8702208,1,0,0.0,0.0,0.0,1.0,989.869945268907,0.0002755310929387633,e
307,42.0,+,2,1773.6251349,1,1,0.0,0.0,0.0,1.0,1773.626384844279,-0.0012499442791522597,e
308,42.0,+,3,2547.9194781,1,2,0.0,0.0,0.0,1.0,2547.918667381466,0.0008107185340122669,e
309,42.0,+,4,3312.8679093,1,3,0.0,0.0,0.0,1.0,3312.866622056826,0.0012872431739197054,e
310,42.0,+,5,4068.5870134,1,4,0.0,0.0,0.0,1.0,4068.585969334194,0.001044065806127037,e
311,42.0,+,6,4815.1906192,1,5,0.0,0.0,0.0,1.0,4815.190227621945,0.0003915780544048175,e
312,42.0,+,7,5552.7933376,1,6,0.0,0.0,0.0,1.0,5552.792198106113,0.0011394938874218496,e
313,42.0,+,8,6281.5070405,1,7,0.0,0.0,0.0,1.0,6281.505077891868,0.001962608132089372,e
314,42.0,+,9,7001.4434589,1,8,0.0,0.0,0.0,1.0,7001.443250917085,0.00020798291552637238,e
315,43.0,-,1,1036.8359428,1,0,0.0,0.0,0.0,1.0,1036.836030110238,-8.731023785912839e-05,e
316,43.0,-,2,1820.1662316,1,1,0.0,0.0,0.0,1.0,1820.167247090516,-0.0010154905160106864,e
317,43.0,-,3,2594.037857,1,2,0.0,0.0,0.0,1.0,2594.037509604026,0.0003473959736766119,e
318,43.0,-,4,3358.5680547,1,3,0.0,0.0,0.0,1.0,3358.56656312762,0.0014915723800186242,e
319,43.0,-,5,4113.8709985,1,4,0.0,0.0,0.0,1.0,4113.870078691409,0.0009198085908792564,e
320,43.0,-,6,4860.0618126,1,5,0.0,0.0,0.0,1.0,4860.061556868828,0.0002557311718192068,e
321,43.0,-,7,5597.2554343,1,6,0.0,0.0,0.0,1.0,5597.25380892702,0.001625372980015527,e
322,43.0,-,8,6325.5589777,1,7,0.0,0.0,0.0,1.0,6325.56006572693,-0.0010880269301196677,e
323,43.0,-,9,7045.0979681,1,8,0.0,0.0,0.0,1.0,7045.09476416623,0.0032039337702371995,e
324,43.0,-,10,7755.9710349,1,9,0.0,0.0,0.0,1.0,7755.974058413749,-0.003023513749212725,e
325,44.0,+,1,1084.8786424,1,0,0.0,0.0,0.0,1.0,1084.878286143857,0.0003562561430499045,e
326,44.0,+,2,1867.7731596,1,1,0.0,0.0,0.0,1.0,1867.774421958212,-0.0012623582119886123,e
327,44.0,+,3,2641.2137819,1,2,0.0,0.0,0.0,1.0,2641.212882435117,0.0008994648828775098,e
328,44.0,+,4,3405.3144817,1,3,0.0,0.0,0.0,1.0,3405.313327202543,0.0011544974572643696,e
329,44.0,+,5,4160.1924837,1,4,0.0,0.0,0.0,1.0,4160.191376711618,0.0011069883812524495,e
330,44.0,+,6,4905.960593,1,5,0.0,0.0,0.0,1.0,4905.960513428361,7.957163870742079e-05,e
331,44.0,+,7,5642.7345991,1,6,0.0,0.0,0.0,1.0,5642.733559160678,0.001039939322254213,e
332,44.0,+,8,6370.6262045,1,7,0.0,0.0,0.0,1.0,6370.623779575506,0.002424924494334846,e
333,44.0,+,9,7089.7492258,1,8,0.0,0.0,0.0,1.0,7089.745666034133,0.0035597658670667442,e
334,44.0,+,10,7800.2111303,1,9,0.0,0.0,0.0,1.0,7800.215442232667,-0.004311932666496432,e
335,45.0,-,1,1133.9951,1,0,0.0,0.0,0.0,1.0,1133.995604008592,-0.0005040085918608384,e
336,45.0,-,2,1916.446476,1,1,0.0,0.0,0.0,1.0,1916.446802238044,-0.00032623804395370826,e
337,45.0,-,3,2689.4440851,1,2,0.0,0.0,0.0,1.0,2689.443680948593,0.0004041514071104757,e
338,45.0,-,4,3453.1073729,1,3,0.0,0.0,0.0,1.0,3453.105811761672,0.00156113832781557,e
339,45.0,-,5,4207.5494849,1,4,0.0,0.0,0.0,1.0,4207.54876340936,0.0007214906399894971,e
340,45.0,-,6,4952.8867211,1,5,0.0,0.0,0.0,1.0,4952.885999991438,0.0007211085612652823,e
341,45.0,-,7,5689.2310198,1,6,0.0,0.0,0.0,1.0,5689.230354334696,0.0006654653034274816,e
342,45.0,-,8,6416.6984099,1,7,0.0,0.0,0.0,1.0,6416.695127982455,0.0032819175448821625,e
343,45.0,-,9,7135.3972188,1,8,0.0,0.0,0.0,1.0,7135.394868283473,0.002350516526348656,e
344,46.0,+,1,1184.1869369,1,0,0.0,0.0,0.0,1.0,1184.186848952982,8.794701807346428e-05,e
345,46.0,+,2,1966.1821775,1,1,0.0,0.0,0.0,1.0,1966.183255386419,-0.0010778864188978332,e
346,46.0,+,3,2738.7301293,1,2,0.0,0.0,0.0,1.0,2738.728774941391,0.0013543586092055193,e
347,46.0,+,4,3501.943989,1,3,0.0,0.0,0.0,1.0,3501.942889067782,0.001099932218039612,e
348,46.0,+,5,4255.9420251,1,4,0.0,0.0,0.0,1.0,4255.941113644247,0.0009114557533393963,e
349,46.0,+,6,5000.8370121,1,5,0.0,0.0,0.0,1.0,5000.836894159957,0.00011794004240073264,e
350,46.0,+,7,5736.7441668,1,6,0.0,0.0,0.0,1.0,5736.743074957732,0.0010918422685790574,e
351,46.0,+,8,6463.7753006,1,7,0.0,0.0,0.0,1.0,6463.772994548863,0.002306051137566101,e
352,46.0,+,9,7182.048374,1,8,0.0,0.0,0.0,1.0,7182.041257813848,0.007116186152416049,e
353,47.0,-,1,1235.4502561,1,0,0.0,0.0,0.0,1.0,1235.450860822976,-0.000604722976049743,e
354,47.0,-,2,2016.9823089,1,1,0.0,0.0,0.0,1.0,2016.982623513473,-0.0003146134731650818,e
355,47.0,-,3,2789.0678157,1,2,0.0,0.0,0.0,1.0,2789.06700892215,0.0008067778503573209,e
356,47.0,-,4,3551.8251162,1,3,0.0,0.0,0.0,1.0,3551.823406155179,0.0017100448212659103,e
357,47.0,-,5,4305.367679,1,4,0.0,0.0,0.0,1.0,4305.367277110088,0.0004018899116999819,e
358,47.0,-,6,5049.8125496,1,5,0.0,0.0,0.0,1.0,5049.812048436213,0.0005011637867937679,e
359,47.0,-,7,5785.2716053,1,6,0.0,0.0,0.0,1.0,5785.270576509566,0.0010287904342476395,e
360,47.0,-,8,6511.8604135,1,7,0.0,0.0,0.0,1.0,6511.856237922386,0.004175577613750647,e
361,47.0,-,9,7229.686018,1,8,0.0,0.0,0.0,1.0,7229.683696652579,0.002321347421457176,e
362,48.0,+,1,1287.7863624,1,0,0.0,0.0,0.0,1.0,1287.786454049388,-9.164938819594681e-05,e
363,48.0,+,2,2068.8430103,1,1,0.0,0.0,0.0,1.0,2068.843723371026,-0.0007130710259843909,e
364,48.0,+,3,2840.4587247,1,2,0.0,0.0,0.0,1.0,2840.457202099427,0.0015226005730255565,e
365,48.0,+,4,3602.7472137,1,3,0.0,0.0,0.0,1.0,3602.746184818434,0.0010288815660715045,e
366,48.0,+,5,4355.8269443,1,4,0.0,0.0,0.0,1.0,4355.826078324043,0.0008659759569127345,e
367,48.0,+,6,5099.8099006,1,5,0.0,0.0,0.0,1.0,5099.810290212528,-0.0003896125281244167,e
368,48.0,+,7,5834.8137261,1,6,0.0,0.0,0.0,1.0,5834.811689430837,0.0020366691633171286,e
369,48.0,+,8,6560.9456853,1,7,0.0,0.0,0.0,1.0,6560.94369178772,0.001993512280023424,e
370,49.0,-,1,1341.1917138,1,0,0.0,0.0,0.0,1.0,1341.192417634958,-0.0007038349581307557,e
371,49.0,-,2,2121.7653746,1,1,0.0,0.0,0.0,1.0,2121.765346340304,2.8259696136956336e-05,e
372,49.0,-,3,2892.8991316,1,2,0.0,0.0,0.0,1.0,2892.898148369829,0.000983230171186733,e
373,49.0,-,4,3654.7122269,1,3,0.0,0.0,0.0,1.0,3654.710021600793,0.00220529920716217,e
374,49.0,-,5,4407.3167669,1,4,0.0,0.0,0.0,1.0,4407.316316615343,0.00045028465774521464,e
375,49.0,-,6,5150.8315101,1,5,0.0,0.0,0.0,1.0,5150.830421760184,0.0010883398153964663,e
376,49.0,-,7,5885.3645028,1,6,0.0,0.0,0.0,1.0,5885.365219112788,-0.0007163127875173814,e
377,49.0,-,8,6611.0376826,1,7,0.0,0.0,0.0,1.0,6611.034164856655,0.0035177433455828577,e
378,49.0,-,9,7327.9545375,1,8,0.0,0.0,0.0,1.0,7327.952045948958,0.0024915510421124054,e
379,49.0,-,10,8036.2321466,1,9,0.0,0.0,0.0,1.0,8036.235461808895,-0.0033152088944916613,e
380,50.0,+,1,1395.6674697,1,0,0.0,0.0,0.0,1.0,1395.667515141091,-4.544109083326475e-05,e
381,50.0,+,2,2175.7454696,1,1,0.0,0.0,0.0,1.0,2175.746258419024,-0.0007888190239100368,e
382,50.0,+,3,2946.3904285,1,2,0.0,0.0,0.0,1.0,2946.388616305685,0.0018121943148798891,e
383,50.0,+,4,3707.715081,1,3,0.0,0.0,0.0,1.0,3707.713687782222,0.0013932177776041499,e
384,50.0,+,5,4459.8380289,1,4,0.0,0.0,0.0,1.0,4459.836766113727,0.001262786272491212,e
385,50.0,+,6,5202.8712544,1,5,0.0,0.0,0.0,1.0,5202.871220218654,3.4181345654360484e-05,e
386,50.0,+,7,5936.9323223,1,6,0.0,0.0,0.0,1.0,5936.929945886453,0.002376413546699041,e
387,50.0,+,8,6662.1280405,1,7,0.0,0.0,0.0,1.0,6662.12644085807,0.0015996419297152897,e
388,50.0,+,9,7378.5797337,1,8,0.0,0.0,0.0,1.0,7378.57555601786,0.0041776821399253095,e
389,51.0,-,1,1451.209407,1,0,0.0,0.0,0.0,1.0,1451.210484674357,-0.0010776743570204417,e
390,51.0,-,2,2230.7856608,1,1,0.0,0.0,0.0,1.0,2230.78520020866,0.00046059134001552593,e
391,51.0,-,3,3000.9281628,1,2,0.0,0.0,0.0,1.0,3000.927349142436,0.0008136575638673094,e
392,51.0,-,4,3761.7580796,1,3,0.0,0.0,0.0,1.0,3761.755929367328,0.002150232672192942,e
393,51.0,-,5,4513.3862218,1,4,0.0,0.0,0.0,1.0,4513.386175737752,4.6062248657108285e-05,e
394,51.0,-,6,5255.931589,1,5,0.0,0.0,0.0,1.0,5255.931437583871,0.00015141612857405562,e
395,51.0,-,7,5989.5056789,1,6,0.0,0.0,0.0,1.0,5989.504625011991,0.001053888008755166,e
396,51.0,-,8,6714.2231446,1,7,0.0,0.0,0.0,1.0,6714.219278527477,0.003866072522214381,e
397,51.0,-,9,7430.1947548,1,8,0.0,0.0,0.0,1.0,7430.190314598181,0.004440201818397327,e
398,52.0,+,1,1507.82011,1,0,0.0,0.0,0.0,1.0,1507.820038872694,7.112730600056238e-05,e
399,52.0,+,2,2286.880314,1,1,0.0,0.0,0.0,1.0,2286.880886900906,-0.0005729009058086376,e
400,52.0,+,3,3056.5150219,1,2,0.0,0.0,0.0,1.0,3056.513064765962,0.0019571340380935,e
401,52.0,+,4,3816.8363246,1,3,0.0,0.0,0.0,1.0,3816.835467072824,0.0008575271758672898,e
402,52.0,+,5,4567.964088,1,4,0.0,0.0,0.0,1.0,4567.963269182657,0.0008188173424059642,e
403,52.0,+,6,5310.0092371,1,5,0.0,0.0,0.0,1.0,5310.009800696809,-0.0005635968091155519,e
404,52.0,+,7,6043.0894021,1,6,0.0,0.0,0.0,1.0,6043.087986667373,0.0014154326272546314,e
405,52.0,+,8,6767.3151737,1,7,0.0,0.0,0.0,1.0,6767.311411596441,0.003762103558983654,e
406,53.0,-,1,1565.4935273,1,0,0.0,0.0,0.0,1.0,1565.49486489123,-0.0013375912299125048,e
407,53.0,-,2,2344.0328223,1,1,0.0,0.0,0.0,1.0,2344.032008264283,0.0008140357172123913,e
408,53.0,-,3,3113.1455059,1,2,0.0,0.0,0.0,1.0,3113.144455699271,0.0010502007289687754,e
409,53.0,-,4,3872.9532429,1,3,0.0,0.0,0.0,1.0,3872.950996314872,0.002246585127977596,e
410,53.0,-,5,4623.5667267,1,4,0.0,0.0,0.0,1.0,4623.566744908164,-1.820816396502778e-05,e
411,53.0,-,6,5365.1057503,1,5,0.0,0.0,0.0,1.0,5365.105011231602,0.0007390683986159274,e
412,53.0,-,7,6097.6790819,1,6,0.0,0.0,0.0,1.0,6097.678735937094,0.0003459629060671432,e
413,53.0,-,8,7536.3934215,1,8,0.0,0.0,0.0,1.0,7536.388502467801,0.004919032198813511,e
414,54.0,+,1,1624.233534,1,0,0.0,0.0,0.0,1.0,1624.233624387723,-9.038772304847953e-05,e
415,54.0,+,2,2402.2369662,1,1,0.0,0.0,0.0,1.0,2402.237228630034,-0.00026243003412673716,e
416,54.0,+,3,3170.8225202,1,2,0.0,0.0,0.0,1.0,3170.82018908905,0.0023311109498536098,e
417,54.0,+,4,3930.1020471,1,3,0.0,0.0,0.0,1.0,3930.101187195962,0.0008599040379522194,e
418,54.0,+,5,4680.1962704,1,4,0.0,0.0,0.0,1.0,4680.195276125699,0.0009942743008650723,e
419,54.0,+,6,5421.2150379,1,5,0.0,0.0,0.0,1.0,5421.215745683433,-0.0007077834325173171,e
420,54.0,+,7,6153.2769433,1,6,0.0,0.0,0.0,1.0,6153.275552800502,0.0013904994984841323,e
421,54.0,+,8,6876.4910564,1,7,0.0,0.0,0.0,1.0,6876.48837377499,0.0026826250104932114,e
422,54.0,+,9,7590.9723726,1,8,0.0,0.0,0.0,1.0,7590.969332009553,0.0030405904471990652,e
423,55.0,-,1,1684.0334287,1,0,0.0,0.0,0.0,1.0,1684.034953507795,-0.001524807795021843,e
424,55.0,-,2,2461.4956618,1,1,0.0,0.0,0.0,1.0,2461.495186878069,0.0004749219310724584,e
425,55.0,-,3,3229.5402083,1,2,0.0,0.0,0.0,1.0,3229.538906692057,0.0013016079428780358,e
426,55.0,-,4,3988.2867322,1,3,0.0,0.0,0.0,1.0,3988.284684491725,0.002047708275313198,e
427,55.0,-,5,4737.8468464,1,4,0.0,0.0,0.0,1.0,4737.847510785712,-0.000664385712298099,e
428,55.0,-,6,5478.3408464,1,5,0.0,0.0,0.0,1.0,5478.340655355944,0.00019104405600955943,e
429,55.0,-,7,6209.8771177,1,6,0.0,0.0,0.0,1.0,6209.877092120046,2.5579954126442317e-05,e
430,55.0,-,8,6932.5742256,1,7,0.0,0.0,0.0,1.0,6932.570545230023,0.003680369977701048,e
431,55.0,-,9,7646.5422145,1,8,0.0,0.0,0.0,1.0,7646.536210546737,0.00600395326364378,e
432,55.0,-,10,8351.8884767,1,9,0.0,0.0,0.0,1.0,8351.891202804762,-0.0027261047616775613,e
433,56.0,+,1,1744.896674,1,0,0.0,0.0,0.0,1.0,1744.897462869709,-0.0007888697089128982,e
434,56.0,+,2,2521.8047408,1,1,0.0,0.0,0.0,1.0,2521.804496422265,0.00024437773527097306,e
435,56.0,+,3,3289.3015198,1,2,0.0,0.0,0.0,1.0,3289.299224860928,0.0022949390718167706,e
436,56.0,+,4,4047.5011499,1,3,0.0,0.0,0.0,1.0,4047.50010763724,0.0010422627601656131,e
437,56.0,+,5,4796.5229474,1,4,0.0,0.0,0.0,1.0,4796.522071564362,0.0008758356379985344,e
438,56.0,+,6,5536.4770007,1,5,0.0,0.0,0.0,1.0,5536.478366348812,-0.001365648812679865,e
439,56.0,+,7,6267.4826687,1,6,0.0,0.0,0.0,1.0,6267.48198362906,0.0006850709405625821,e
440,56.0,+,8,6989.6497356,1,7,0.0,0.0,0.0,1.0,6989.646696752789,0.0030388472114282195,e
441,56.0,+,9,7703.0902303,1,8,0.0,0.0,0.0,1.0,7703.087775823321,0.002454476679304207,e
442,57.0,-,1,1806.8183765,1,0,0.0,0.0,0.0,1.0,1806.819737549024,-0.001361049023898886,e
443,57.0,-,2,2583.1645905,1,1,0.0,0.0,0.0,1.0,2583.16374519566,0.0008453043401459581,e
444,57.0,-,3,3350.1016657,1,2,0.0,0.0,0.0,1.0,3350.099734529836,0.001931170163970819,e
445,57.0,-,4,4107.7471976,1,3,0.0,0.0,0.0,1.0,4107.746050713049,0.0011468869506643387,e
446,57.0,-,5,4856.2172683,1,4,0.0,0.0,0.0,1.0,4856.217555850063,-0.0002875500631489558,e
447,57.0,-,6,5595.6270917,1,5,0.0,0.0,0.0,1.0,5595.627479544594,-0.0003878445941154496,e
448,57.0,-,7,6326.0902612,1,6,0.0,0.0,0.0,1.0,6326.088831919252,0.0014292807481979253,e
449,57.0,-,8,7047.7188096,1,7,0.0,0.0,0.0,1.0,7047.71543688886,0.0033727111404004972,e
450,58.0,+,1,1869.7991448,1,0,0.0,0.0,0.0,1.0,1869.800337062765,-0.001192262765016494,e
451,58.0,+,2,2645.5719313,1,1,0.0,0.0,0.0,1.0,2645.571495635385,0.0004356646149972221,e
452,58.0,+,3,3411.9409824,1,2,0.0,0.0,0.0,1.0,3411.939001199999,0.001981200000955141,e
453,58.0,+,4,4169.0224138,1,3,0.0,0.0,0.0,1.0,4169.02108243125,0.001331368750470574,e
454,58.0,+,5,4916.9325773,1,4,0.0,0.0,0.0,1.0,4916.932535729995,4.1570005123503506e-05,e
455,58.0,+,6,5655.7858989,1,5,0.0,0.0,0.0,1.0,5655.786570595774,-0.0006716957741446095,e
456,58.0,+,7,6385.6969746,1,6,0.0,0.0,0.0,1.0,6385.69621642848,0.0007581715208289097,e
457,58.0,+,8,7106.7790537,1,7,0.0,0.0,0.0,1.0,7106.775349111773,0.0037045882272650488,e
458,58.0,+,9,7819.1457027,1,8,0.0,0.0,0.0,1.0,7819.139392697104,0.0063100028955886955,e
459,59.0,-,1,1933.8363034,1,0,0.0,0.0,0.0,1.0,1933.837795353118,-0.0014919531181476486,e
460,59.0,-,2,2709.0269311,1,1,0.0,0.0,0.0,1.0,2709.026284667007,0.0006464329931077373,e
461,59.0,-,3,3474.8176527,1,2,0.0,0.0,0.0,1.0,3474.815564924441,0.0020877755591754976,e
462,59.0,-,4,4231.3255162,1,3,0.0,0.0,0.0,1.0,4231.323746120688,0.0017700793114272528,e
463,59.0,-,5,4978.6655367,1,4,0.0,0.0,0.0,1.0,4978.66555797585,-2.1275849576340988e-05,e
464,59.0,-,6,5716.9535039,1,5,0.0,0.0,0.0,1.0,5716.954189910958,-0.0006860109579065465,e
465,59.0,-,7,6446.3030668,1,6,0.0,0.0,0.0,1.0,6446.302691427544,0.00037537245589192025,e
466,59.0,-,8,7166.8285785,1,7,0.0,0.0,0.0,1.0,7166.824991810718,0.003586689282201405,e
467,60.0,+,1,1998.9289637,1,0,0.0,0.0,0.0,1.0,1998.930620771152,-0.0016570711520671466,e
468,60.0,+,2,2773.5273704,1,1,0.0,0.0,0.0,1.0,2773.526623688725,0.0007467112750418892,e
469,60.0,+,3,3538.7302192,1,2,0.0,0.0,0.0,1.0,3538.727940292893,0.0022789071072111255,e
470,60.0,+,4,4294.654088,1,3,0.0,0.0,0.0,1.0,4294.652559712315,0.0015282876847777516,e
471,60.0,+,5,5041.4146979,1,4,0.0,0.0,0.0,1.0,5041.415144029621,-0.0004461296211957233,e
472,60.0,+,6,5779.1281911,1,5,0.0,0.0,0.0,1.0,5779.128862641524,-0.0006715415247526835,e
473,60.0,+,7,6507.9068437,1,6,0.0,0.0,0.0,1.0,6507.906786007176,5.7692823247634806e-05,e
474,60.0,+,8,7227.8667159,1,7,0.0,0.0,0.0,1.0,7227.862898278295,0.0038176217049112893,e
475,61.0,-,1,2065.075116,1,0,0.0,0.0,0.0,1.0,2065.077296059838,-0.0021800598378831637,e
476,61.0,-,2,2839.071964,1,1,0.0,0.0,0.0,1.0,2839.070998555287,0.0009654447130742483,e
477,61.0,-,3,3603.6768593,1,2,0.0,0.0,0.0,1.0,3603.674616416033,0.0022428839670283196,e
478,61.0,-,4,4359.0073156,1,3,0.0,0.0,0.0,1.0,4359.006015724034,0.0012998759657421033,e
479,61.0,-,5,5105.1797027,1,4,0.0,0.0,0.0,1.0,5105.179789989041,-8.728904049348785e-05,e
480,61.0,-,6,5842.3078794,1,5,0.0,0.0,0.0,1.0,5842.309088667164,-0.0012092671640857588,e
481,61.0,-,7,6570.5078693,1,6,0.0,0.0,0.0,1.0,6570.507004064648,0.000865235351739102,e
482,61.0,-,8,7289.8893176,1,7,0.0,0.0,0.0,1.0,7289.887576697603,0.0017409023967047688,e
483,61.0,-,9,8000.5703367,1,8,0.0,0.0,0.0,1.0,8000.566475632592,0.003861067407342489,e
484,62.0,+,1,2132.2742502,1,0,0.0,0.0,0.0,1.0,2132.276278336947,-0.0020281369470467325,e
485,62.0,+,2,2905.6585997,1,1,0.0,0.0,0.0,1.0,2905.657869561463,0.0007301385371647484,e
