source_index,J,parity,original_rank,observed_cm,state,v,Lambda,Sigma,Omega,input_weight,calculated_cm,residual_cm,ef
486,62.0,+,3,3669.6563305,1,2,0.0,0.0,0.0,1.0,3669.654056909819,0.0022735901811756776,e
487,62.0,+,4,4424.3837476,1,3,0.0,0.0,0.0,1.0,4424.382581245405,0.0011663545947158127,e
488,62.0,+,5,5169.9572043,1,4,0.0,0.0,0.0,1.0,5169.957966592676,-0.0007622926759722759,e
489,62.0,+,6,5906.4914186,1,5,0.0,0.0,0.0,1.0,5906.493342581987,-0.0019239819876020192,e
490,62.0,+,7,6634.1012967,1,6,0.0,0.0,0.0,1.0,6634.101824290135,-0.0005275901348795742,e
491,62.0,+,8,7352.9010664,1,7,0.0,0.0,0.0,1.0,7352.897510129678,0.003556270321496413,e
492,62.0,+,9,8063.000361,1,8,0.0,0.0,0.0,1.0,8062.996154717322,0.00420628267875145,e
493,63.0,-,1,2200.5239975,1,0,0.0,0.0,0.0,1.0,2200.525999077634,-0.0020015776340187585,e
494,63.0,-,2,2973.2864694,1,1,0.0,0.0,0.0,1.0,2973.285671425216,0.0007979747838362528,e
495,63.0,-,3,3736.6669338,1,2,0.0,0.0,0.0,1.0,3736.664699878899,0.0022339211013786553,e
496,63.0,-,4,4490.7816515,1,3,0.0,0.0,0.0,1.0,4490.780697921714,0.0009535782864986686,e
497,63.0,-,5,5235.7471142,1,4,0.0,0.0,0.0,1.0,5235.748119204733,-0.0010050047321783495,e
498,63.0,-,6,5971.6782402,1,5,0.0,0.0,0.0,1.0,5971.68007367967,-0.001833479670494853,e
499,63.0,-,7,6698.6890329,1,6,0.0,0.0,0.0,1.0,6698.689700152881,-0.0006672528816125123,e
500,63.0,-,8,7416.893869,1,7,0.0,0.0,0.0,1.0,7416.891156500039,0.0027124999614898115,e
501,63.0,-,9,8126.4060964,1,8,0.0,0.0,0.0,1.0,8126.400284879842,0.005811520158204075,e
502,64.0,+,1,2269.8225309,1,0,0.0,0.0,0.0,1.0,2269.824864096253,-0.0023331962529482553,e
503,64.0,+,2,3041.9537907,1,1,0.0,0.0,0.0,1.0,3041.952813270393,0.000977429606791702,e
504,64.0,+,3,3804.7071438,1,2,0.0,0.0,0.0,1.0,3804.704957900229,0.0021858997706658556,e
505,64.0,+,4,4558.1998158,1,3,0.0,0.0,0.0,1.0,4558.19878193812,0.0010338618794776266,e
506,64.0,+,5,5302.547448,1,4,0.0,0.0,0.0,1.0,5302.548667799651,-0.0012197996511531528,e
507,64.0,+,6,6037.8659453,1,5,0.0,0.0,0.0,1.0,6037.867705938722,-0.0017606387218620512,e
508,64.0,+,7,6764.2685131,1,6,0.0,0.0,0.0,1.0,6764.269059886887,-0.0005467868868436199,e
509,64.0,+,8,7481.8701428,1,7,0.0,0.0,0.0,1.0,7481.86694858566,0.0031942143405103707,e
510,64.0,+,9,8190.7776327,1,8,0.0,0.0,0.0,1.0,8190.777303759621,0.00032894037940423004,e
511,65.0,-,1,2340.1688325,1,0,0.0,0.0,0.0,1.0,2340.171253528511,-0.00242102851098025,e
512,65.0,-,2,3111.6586402,1,1,0.0,0.0,0.0,1.0,3111.657678609601,0.0009615903986741614,e
513,65.0,-,3,3873.7755968,1,2,0.0,0.0,0.0,1.0,3873.773218006236,0.0023787937639099255,e
514,65.0,-,4,4626.6360028,1,3,0.0,0.0,0.0,1.0,4626.635224003296,0.0007787967042531818,e
515,65.0,-,5,5370.3564379,1,4,0.0,0.0,0.0,1.0,5370.358006946302,-0.0015690463023929624,e
516,65.0,-,6,6105.0523279,1,5,0.0,0.0,0.0,1.0,6105.054638007362,-0.002310107362063718,e
517,65.0,-,7,6830.8375557,1,6,0.0,0.0,0.0,1.0,6830.838306476709,-0.0007507767086281092,e
518,65.0,-,8,7547.8242576,1,7,0.0,0.0,0.0,1.0,7547.823294001145,0.0009635988553782227,e
519,66.0,+,1,2411.5604876,1,0,0.0,0.0,0.0,1.0,2411.563521812605,-0.003034212604688946,e
520,66.0,+,2,3182.3996145,1,1,0.0,0.0,0.0,1.0,3182.398625325902,0.0009891740983221098,e
521,66.0,+,3,3943.8702863,1,2,0.0,0.0,0.0,1.0,3943.867841667392,0.002444632607875974,e
522,66.0,+,4,4696.088985,1,3,0.0,0.0,0.0,1.0,4696.088389332665,0.0005956673348919139,e
523,66.0,+,5,5439.172923,1,4,0.0,0.0,0.0,1.0,5439.174505791809,-0.001582791808687034,e
524,66.0,+,6,6173.2369921,1,5,0.0,0.0,0.0,1.0,6173.23924318796,-0.002251087959848519,e
525,66.0,+,7,6898.3948092,1,6,0.0,0.0,0.0,1.0,6898.395817642554,-0.0010084425539389485,e
526,66.0,+,8,7614.7617056,1,7,0.0,0.0,0.0,1.0,7614.758575184925,0.0031304150752475834,e
527,67.0,-,1,2483.9966598,1,0,0.0,0.0,0.0,1.0,2483.999997670466,-0.003337870466111781,e
528,67.0,-,2,3254.1750574,1,1,0.0,0.0,0.0,1.0,3254.173985655007,0.0010717449927142297,e
529,67.0,-,3,4014.9896364,1,2,0.0,0.0,0.0,1.0,4014.987164774827,0.0024716251732570527,e
530,67.0,-,4,4766.5569337,1,3,0.0,0.0,0.0,1.0,4766.556617631495,0.000316068504616851,e
531,67.0,-,5,5508.9947887,1,4,0.0,0.0,0.0,1.0,5508.996508045425,-0.0017193454250445939,e
532,67.0,-,6,6242.416944,1,5,0.0,0.0,0.0,1.0,6242.419869421627,-0.0029254216269691824,e
533,67.0,-,7,6966.9392018,1,6,0.0,0.0,0.0,1.0,6966.939945825616,-0.0007440256158588454,e
534,67.0,-,8,8389.7346568,1,8,0.0,0.0,0.0,1.0,8389.729693003239,0.004963796760421246,e
535,68.0,+,1,2557.4762601,1,0,0.0,0.0,0.0,1.0,2557.478984088314,-0.0027239883138463483,e
536,68.0,+,2,3326.9834298,1,1,0.0,0.0,0.0,1.0,3326.982066166431,0.0013636335688715917,e
537,68.0,+,3,4087.1315438,1,2,0.0,0.0,0.0,1.0,4087.12949762224,0.0020461777603486553,e
538,68.0,+,4,4838.0392357,1,3,0.0,0.0,0.0,1.0,4838.038223077625,0.001012622375128558,e
539,68.0,+,5,5579.8203133,1,4,0.0,0.0,0.0,1.0,5579.822331961605,-0.002018661605688976,e
540,68.0,+,6,6312.5925343,1,5,0.0,0.0,0.0,1.0,6312.594839271883,-0.002304971882949758,e
541,68.0,+,7,7036.4681846,1,6,0.0,0.0,0.0,1.0,7036.469018172568,-0.0008335725678989547,e
542,68.0,+,8,7751.5623272,1,7,0.0,0.0,0.0,1.0,7751.559348646286,0.0029785537144562113,e
543,69.0,-,1,2631.9959426,1,0,0.0,0.0,0.0,1.0,2631.998758297044,-0.0028156970438431017,e
544,69.0,-,2,3400.8223474,1,1,0.0,0.0,0.0,1.0,3400.821147744769,0.0011996552311757114,e
545,69.0,-,3,4160.2956912,1,2,0.0,0.0,0.0,1.0,4160.293124887786,0.002566312214185018,e
546,69.0,-,4,4910.5319653,1,3,0.0,0.0,0.0,1.0,4910.531494303598,0.0004709964014182333,e
547,69.0,-,5,5651.6483764,1,4,0.0,0.0,0.0,1.0,5651.650270323074,-0.0018939230740215862,e
548,69.0,-,6,6383.7598912,1,5,0.0,0.0,0.0,1.0,6383.762449908466,-0.0025587084655853687,e
549,69.0,-,7,7106.9807037,1,6,0.0,0.0,0.0,1.0,7106.981336520194,-0.0006328201943688327,e
550,69.0,-,8,7821.4261579,1,7,0.0,0.0,0.0,1.0,7821.421479792344,0.004678107656218344,e
551,69.0,-,9,8527.204278,1,8,0.0,0.0,0.0,1.0,8527.199290827519,0.004987172480468871,e
552,70.0,+,1,2707.5544302,1,0,0.0,0.0,0.0,1.0,2707.557571752221,-0.0031415522212228097,e
553,70.0,+,2,3475.6906942,1,1,0.0,0.0,0.0,1.0,3475.689485570385,0.0012086296151210263,e
554,70.0,+,3,4234.4786658,1,2,0.0,0.0,0.0,1.0,4234.476305615509,0.0023601844914082903,e
555,70.0,+,4,4984.0353814,1,3,0.0,0.0,0.0,1.0,4984.034694379151,0.0006870208489999641,e
556,70.0,+,5,5724.4763783,1,4,0.0,0.0,0.0,1.0,5724.478590423655,-0.0022121236552266055,e
557,70.0,+,6,6455.9187769,1,5,0.0,0.0,0.0,1.0,6455.920973091002,-0.002196191002440173,e
558,70.0,+,7,7178.4727828,1,6,0.0,0.0,0.0,1.0,7178.475177379833,-0.0023945798338900204,e
559,70.0,+,8,7892.2594956,1,7,0.0,0.0,0.0,1.0,7892.255824414465,0.0036711855354951695,e
560,70.0,+,9,8597.3804885,1,8,0.0,0.0,0.0,1.0,8597.379427730672,0.0010607693293422926,e
561,71.0,-,1,2784.1503049,1,0,0.0,0.0,0.0,1.0,2784.153650113551,-0.0033452135512561654,e
562,71.0,-,2,3551.5869223,1,1,0.0,0.0,0.0,1.0,3551.585309099752,0.0016132002479025687,e
563,71.0,-,3,4309.6800014,1,2,0.0,0.0,0.0,1.0,4309.677273196209,0.002728203790866246,e
564,71.0,-,4,5058.5468375,1,3,0.0,0.0,0.0,1.0,5058.546060792427,0.0007767075730953366,e
565,71.0,-,5,5798.3039699,1,4,0.0,0.0,0.0,1.0,5798.305534050442,-0.0015641504414816154,e
566,71.0,-,6,6529.0651208,1,5,0.0,0.0,0.0,1.0,6529.068655151872,-0.0035343518720765132,e
567,71.0,-,7,7250.9488492,1,6,0.0,0.0,0.0,1.0,7250.948791921138,5.727886218664935e-05,e
568,71.0,-,8,7964.0600848,1,7,0.0,0.0,0.0,1.0,7964.06063885471,-0.0005540547099371906,e
569,72.0,+,1,2861.7820451,1,0,0.0,0.0,0.0,1.0,2861.785193224209,-0.003148124209019443,e
570,72.0,+,2,3628.5083083,1,1,0.0,0.0,0.0,1.0,3628.506822045626,0.001486254373958218,e
571,72.0,+,3,4385.8971977,1,2,0.0,0.0,0.0,1.0,4385.894235348384,0.0029623516156789265,e
572,72.0,+,4,5134.0643884,1,3,0.0,0.0,0.0,1.0,5134.063805431689,0.0005829683113915962,e
573,72.0,+,5,5873.1272117,1,4,0.0,0.0,0.0,1.0,5873.129317466087,-0.0021057660869701067,e
574,72.0,+,6,6603.2003484,1,5,0.0,0.0,0.0,1.0,6603.203716979096,-0.0033685790958770667,e
575,72.0,+,7,7324.3988473,1,6,0.0,0.0,0.0,1.0,7324.400405955873,-0.0015586558729410172,e
576,72.0,+,8,8036.8344161,1,7,0.0,0.0,0.0,1.0,8036.834154190897,0.0002619091037558974,e
577,72.0,+,9,8740.622561,1,8,0.0,0.0,0.0,1.0,8740.621686940496,0.000874059503985336,e
578,73.0,-,1,2940.4464458,1,0,0.0,0.0,0.0,1.0,2940.450375089635,-0.003929289634925226,e
579,73.0,-,2,3706.4543923,1,1,0.0,0.0,0.0,1.0,3706.452202356474,0.0021899435259911115,e
580,73.0,-,3,4463.1280818,1,2,0.0,0.0,0.0,1.0,4463.125374098456,0.0027077015438408125,e
581,73.0,-,4,5210.5865591,1,3,0.0,0.0,0.0,1.0,5210.586114566175,0.00044453382542997133,e
582,73.0,-,5,5948.9455307,1,4,0.0,0.0,0.0,1.0,5948.948131390311,-0.002600690310828213,e
583,73.0,-,6,6678.3200141,1,5,0.0,0.0,0.0,1.0,6678.324353998953,-0.004339898952821386,e
584,73.0,-,7,7398.8255574,1,6,0.0,0.0,0.0,1.0,7398.828219921445,-0.0026625214450177737,e
585,73.0,-,8,8110.5765248,1,7,0.0,0.0,0.0,1.0,8110.574576221278,0.0019485787215671735,e
586,74.0,+,1,3020.1447685,1,0,0.0,0.0,0.0,1.0,3020.147343855911,-0.0025753559111763025,e
587,74.0,+,2,3785.4212095,1,1,0.0,0.0,0.0,1.0,3785.419602195927,0.0016073040728770138,e
588,74.0,+,3,4541.3721353,1,2,0.0,0.0,0.0,1.0,4541.36884576077,0.0032895392305363202,e
589,74.0,+,4,5288.1114902,1,3,0.0,0.0,0.0,1.0,5288.111148826879,0.0003413731210457627,e
590,74.0,+,5,6025.7574721,1,4,0.0,0.0,0.0,1.0,6025.76014098157,-0.0026688815696616075,e
591,74.0,+,6,6754.4248991,1,5,0.0,0.0,0.0,1.0,6754.428736158237,-0.003837058236968005,e
592,74.0,+,7,7474.2285023,1,6,0.0,0.0,0.0,1.0,7474.230408863852,-0.001906563851662213,e
593,74.0,+,8,8185.2812144,1,7,0.0,0.0,0.0,1.0,8185.280085448548,0.0011289514523014077,e
594,75.0,-,9,3100.8702485,1,0,0.0,0.0,0.0,1.0,3100.874221787858,-0.003973287858116237,e
595,75.0,-,1,3865.4098922,1,1,0.0,0.0,0.0,1.0,3865.40714792163,0.0027442783698461426,e
596,75.0,-,2,4620.6255004,1,2,0.0,0.0,0.0,1.0,4620.622780917321,0.0027194826798222493,e
597,75.0,-,3,5366.6377967,1,3,0.0,0.0,0.0,1.0,5366.637043186859,0.0007535131408076268,e
598,75.0,-,4,6103.5608643,1,4,0.0,0.0,0.0,1.0,6103.563485817943,-0.0026215179432256264,e
599,75.0,-,5,6831.5113714,1,5,0.0,0.0,0.0,1.0,6831.515007905999,-0.003636505998656503,e
600,75.0,-,6,7550.6028453,1,6,0.0,0.0,0.0,1.0,7550.605122420895,-0.002277120895087137,e
601,75.0,-,7,8260.9476993,1,7,0.0,0.0,0.0,1.0,8260.948837064067,-0.0011377640657883603,e
602,76.0,+,1,3182.6256455,1,0,0.0,0.0,0.0,1.0,3182.629105246621,-0.0034597466210470884,e
603,76.0,+,2,3946.4144566,1,1,0.0,0.0,0.0,1.0,3946.412940063648,0.0015165363520281971,e
604,76.0,+,3,4700.8887381,1,2,0.0,0.0,0.0,1.0,4700.885284396884,0.0034537031160652987,e
605,76.0,+,4,5446.1622788,1,3,0.0,0.0,0.0,1.0,5446.161906941256,0.0003718587440744159,e
606,76.0,+,5,6182.3536927,1,4,0.0,0.0,0.0,1.0,6182.356279878064,-0.0025871780644592945,e
607,76.0,+,6,6909.5778426,1,5,0.0,0.0,0.0,1.0,6909.58128817555,-0.003445575550358626,e
608,76.0,+,7,7627.9467273,1,6,0.0,0.0,0.0,1.0,7627.950484804594,-0.0037575045944322483,e
609,76.0,+,8,8337.5800487,1,7,0.0,0.0,0.0,1.0,8337.578960931565,0.0010877684344450245,e
610,77.0,-,1,3265.4059396,1,0,0.0,0.0,0.0,1.0,3265.410064667181,-0.004125067181121267,e
611,77.0,-,2,4028.4377894,1,1,0.0,0.0,0.0,1.0,4028.435053302824,0.00273609717578438,e
612,77.0,-,3,4782.1574067,1,2,0.0,0.0,0.0,1.0,4782.154435254027,0.002971445973344089,e
613,77.0,-,4,5526.6843137,1,3,0.0,0.0,0.0,1.0,5526.68382368682,0.000490013179842208,e
614,77.0,-,5,6262.1336543,1,4,0.0,0.0,0.0,1.0,6262.136611521409,-0.0029572214089057525,e
615,77.0,-,6,6988.6209715,1,5,0.0,0.0,0.0,1.0,6988.625670365337,-0.00469886533664976,e
616,77.0,-,7,7706.2604077,1,6,0.0,0.0,0.0,1.0,7706.264594783538,-0.004187083538454317,e
617,78.0,+,1,3349.2115765,1,0,0.0,0.0,0.0,1.0,3349.215144534884,-0.003568034884210647,e
618,78.0,+,2,4111.4737342,1,1,0.0,0.0,0.0,1.0,4111.471536448448,0.0021977515516482526,e
619,78.0,+,3,4864.4319361,1,2,0.0,0.0,0.0,1.0,4864.428286747654,0.0036493523457465926,e
620,78.0,+,4,5608.200967,1,3,0.0,0.0,0.0,1.0,5608.200851301524,0.00011569847538339673,e
621,78.0,+,5,6342.8992083,1,4,0.0,0.0,0.0,1.0,6342.902543468609,-0.0033351686088280985,e
622,78.0,+,6,7068.6418111,1,5,0.0,0.0,0.0,1.0,7068.646222320431,-0.004411220430483809,e
623,78.0,+,7,7785.5440685,1,6,0.0,0.0,0.0,1.0,7785.545525665156,-0.001457165155443363,e
624,78.0,+,8,8493.7151569,1,7,0.0,0.0,0.0,1.0,8493.715718138981,-0.0005612389813904883,e
625,79.0,-,1,3434.0375834,1,0,0.0,0.0,0.0,1.0,3434.042363362145,-0.004779962144766614,e
626,79.0,-,2,4195.5234968,1,1,0.0,0.0,0.0,1.0,4195.520412415509,0.003084384491558012,e
627,79.0,-,3,4947.7080757,1,2,0.0,0.0,0.0,1.0,4947.704866319011,0.0032093809895741288,e
628,79.0,-,4,5690.7120385,1,3,0.0,0.0,0.0,1.0,5690.711021923063,0.0010165769372179057,e
629,79.0,-,5,6424.6485846,1,4,0.0,0.0,0.0,1.0,6424.65211278103,-0.0035281810305605177,e
630,79.0,-,6,7149.637121,1,5,0.0,0.0,0.0,1.0,7149.640986312893,-0.0038653128931400715,e
631,79.0,-,7,7865.786412,1,6,0.0,0.0,0.0,1.0,7865.791325277146,-0.004913277145533357,e
632,79.0,-,8,8573.2208335,1,7,0.0,0.0,0.0,1.0,8573.218484418181,0.0023490818184654927,e
633,80.0,+,1,3519.8860832,1,0,0.0,0.0,0.0,1.0,3519.889713664414,-0.003630464414072776,e
634,80.0,+,2,4280.582247,1,1,0.0,0.0,0.0,1.0,4280.579678201861,0.002568798139691353,e
635,80.0,+,3,5031.9861659,1,2,0.0,0.0,0.0,1.0,5031.982175569756,0.0039903302440507105,e
636,80.0,+,4,5774.2124043,1,3,0.0,0.0,0.0,1.0,5774.212341927783,6.23722171440022e-05,e
637,80.0,+,5,6507.3798203,1,4,0.0,0.0,0.0,1.0,6507.38333084026,-0.003510540260322159,e
638,80.0,+,6,7231.6029937,1,5,0.0,0.0,0.0,1.0,7231.60797902235,-0.0049853223499667365,e
639,80.0,+,7,7946.9973877,1,6,0.0,0.0,0.0,1.0,7947.000015949435,-0.0026282494345650775,e
640,81.0,-,1,3606.7505802,1,0,0.0,0.0,0.0,1.0,3606.755161935848,-0.004581735847750679,e
641,81.0,-,2,4366.650945,1,1,0.0,0.0,0.0,1.0,4366.647304864628,0.003640135372734221,e
642,81.0,-,3,5117.2614645,1,2,0.0,0.0,0.0,1.0,5117.258190238967,0.003274261033766379,e
643,81.0,-,4,5858.7031071,1,3,0.0,0.0,0.0,1.0,5858.70279190876,0.0003151912396788248,e
644,81.0,-,5,6591.0893262,1,4,0.0,0.0,0.0,1.0,6591.094183327314,-0.004857127313698584,e
645,81.0,-,6,7314.5399986,1,5,0.0,0.0,0.0,1.0,7314.545191516001,-0.005192916000851255,e
646,81.0,-,7,8029.1641316,1,6,0.0,0.0,0.0,1.0,8029.169594494987,-0.005462894987431355,e
647,82.0,+,1,3694.6329192,1,0,0.0,0.0,0.0,1.0,3694.636648624502,-0.0037294245021257666,e
648,82.0,+,2,4453.7246098,1,1,0.0,0.0,0.0,1.0,4453.721237496435,0.003372303564901813,e
649,82.0,+,3,5203.5353908,1,2,0.0,0.0,0.0,1.0,5203.530860180462,0.004530619537945313,e
650,82.0,+,4,5944.1793467,1,3,0.0,0.0,0.0,1.0,5944.180326653553,-0.0009799535528145498,e
651,82.0,+,5,6675.7796208,1,4,0.0,0.0,0.0,1.0,6675.782630201171,-0.003009401170857018,e
652,82.0,+,6,7398.4443318,1,5,0.0,0.0,0.0,1.0,7398.450589228581,-0.006257428580283886,e
653,82.0,+,7,8112.2952634,1,6,0.0,0.0,0.0,1.0,8112.298032191059,-0.002768791058770148,e
654,83.0,-,1,3783.5273735,1,0,0.0,0.0,0.0,1.0,3783.532088107243,-0.004714607242931379,e
655,83.0,-,2,4541.8027507,1,1,0.0,0.0,0.0,1.0,4541.799395201276,0.0033554987239767797,e
656,83.0,-,3,5290.8015102,1,2,0.0,0.0,0.0,1.0,5290.798109339338,0.003400860661713523,e
657,83.0,-,4,6030.6438053,1,3,0.0,0.0,0.0,1.0,6030.642875121856,0.0009301781437898171,e
658,83.0,-,5,6761.4416485,1,4,0.0,0.0,0.0,1.0,6761.446605677466,-0.004957177466167195,e
659,83.0,-,6,7483.3173429,1,5,0.0,0.0,0.0,1.0,7483.322111941453,-0.0047690414530734415,e
660,83.0,-,7,8196.381661,1,6,0.0,0.0,0.0,1.0,8196.383274759719,-0.0016137597194756381,e
661,84.0,+,1,3873.4349466,1,0,0.0,0.0,0.0,1.0,3873.439368664043,-0.004422064042955753,e
662,84.0,+,2,4630.8825354,1,1,0.0,0.0,0.0,1.0,4630.87967106973,0.0028643302703130757,e
663,84.0,+,3,5379.0619695,1,2,0.0,0.0,0.0,1.0,5379.057835728096,0.004133771903980232,e
664,84.0,+,4,6118.0879774,1,3,0.0,0.0,0.0,1.0,6118.088340422497,-0.000363022496458143,e
665,84.0,+,5,6848.0801182,1,4,0.0,0.0,0.0,1.0,6848.084018206237,-0.0039000062370178057,e
666,84.0,+,6,7569.1532599,1,5,0.0,0.0,0.0,1.0,7569.157673762183,-0.004413862182445882,e
667,84.0,+,7,8281.4237161,1,6,0.0,0.0,0.0,1.0,8281.423242348259,0.000473751741083106,e
668,85.0,-,1,3964.3510646,1,0,0.0,0.0,0.0,1.0,3964.356352451942,-0.005287851941830013,e
669,85.0,-,2,4720.9637514,1,1,0.0,0.0,0.0,1.0,4720.959932153895,0.003819246104285412,e
670,85.0,-,3,5468.3109565,1,2,0.0,0.0,0.0,1.0,5468.307911402519,0.003045097481845005,e
671,85.0,-,4,6206.5147112,1,3,0.0,0.0,0.0,1.0,6206.514599790043,0.00011140995775349438,e
672,85.0,-,5,6935.6890902,1,4,0.0,0.0,0.0,1.0,6935.69275044985,-0.003660249850327091,e
673,85.0,-,6,7655.9545944,1,5,0.0,0.0,0.0,1.0,7655.955163103002,-0.0005687030015906203,e
674,86.0,+,1,4056.2763702,1,0,0.0,0.0,0.0,1.0,4056.280875478679,-0.004505278678607283,e
675,86.0,+,2,4812.0403398,1,1,0.0,0.0,0.0,1.0,4812.03801944207,0.0023203579294204246,e
676,86.0,+,3,5558.5501387,1,2,0.0,0.0,0.0,1.0,5558.54618243716,0.003956262840802083,e
677,86.0,+,4,6295.9183306,1,3,0.0,0.0,0.0,1.0,6295.919504561438,-0.0011739614374164375,e
678,86.0,+,5,7024.2677695,1,4,0.0,0.0,0.0,1.0,7024.270659260253,-0.0028897602524011745,e
679,86.0,+,6,7743.7054861,1,5,0.0,0.0,0.0,1.0,7743.712442659544,-0.006956559544050833,e
680,87.0,-,1,4149.2043115,1,0,0.0,0.0,0.0,1.0,4149.210747575758,-0.006436075758756488,e
681,87.0,-,2,4904.1157576,1,1,0.0,0.0,0.0,1.0,4904.111747832651,0.004009767348179594,e
682,87.0,-,3,5649.7730126,1,2,0.0,0.0,0.0,1.0,5649.770468900201,0.0025436997984797927,e
683,87.0,-,4,6386.3022755,1,3,0.0,0.0,0.0,1.0,6386.300880151637,0.0013953483630757546,e
684,87.0,-,5,7113.8099907,1,4,0.0,0.0,0.0,1.0,7113.815575655927,-0.005584955927588453,e
685,87.0,-,6,7832.4213687,1,5,0.0,0.0,0.0,1.0,7832.427349388831,-0.005980688831186853,e
686,88.0,+,1,4243.1392135,1,0,0.0,0.0,0.0,1.0,4243.143752371078,-0.004538871078693774,e
687,88.0,+,2,4997.1816798,1,1,0.0,0.0,0.0,1.0,4997.178906107958,0.0027736920419556554,e
688,88.0,+,3,5741.9828022,1,2,0.0,0.0,0.0,1.0,5741.97856482829,0.0042373717105874675,e
689,88.0,+,4,6477.6551288,1,3,0.0,0.0,0.0,1.0,6477.656526029349,-0.0013972293490951415,e
690,88.0,+,5,7204.3220025,1,4,0.0,0.0,0.0,1.0,7204.325304798642,-0.0033022986417563516,e
691,89.0,-,1,4338.0729301,1,0,0.0,0.0,0.0,1.0,4338.077647261133,-0.004717161133157788,e
692,89.0,-,2,5091.2418314,1,1,0.0,0.0,0.0,1.0,5091.23725690739,0.004574492610117886,e
693,89.0,-,3,5835.1715858,1,2,0.0,0.0,0.0,1.0,5835.16823820038,0.0033475996197012137,e
694,89.0,-,4,6569.9853993,1,3,0.0,0.0,0.0,1.0,6569.984215692119,0.0011836078811029438,e
695,89.0,-,5,7295.7927887,1,4,0.0,0.0,0.0,1.0,7295.797625969527,-0.004837269527342869,e
696,89.0,-,6,8012.7176219,1,5,0.0,0.0,0.0,1.0,8012.721263368097,-0.0036414680971574853,e
697,90.0,+,1,4434.0051917,1,0,0.0,0.0,0.0,1.0,4434.010163382826,-0.004971682826180768,e
698,90.0,+,2,5186.2884021,1,1,0.0,0.0,0.0,1.0,5186.284536700245,0.003865399755341059,e
699,90.0,+,3,5929.3424836,1,2,0.0,0.0,0.0,1.0,5929.337230911839,0.005252688161817787,e
700,90.0,+,4,6663.2809611,1,3,0.0,0.0,0.0,1.0,6663.281696641185,-0.0007355411844400805,e
701,90.0,+,5,7388.2271031,1,4,0.0,0.0,0.0,1.0,7388.23029254518,-0.003189445180396433,e
702,91.0,-,1,4530.9333757,1,0,0.0,0.0,0.0,1.0,4530.939005584873,-0.005629884872178081,e
703,91.0,-,2,5282.3234639,1,1,0.0,0.0,0.0,1.0,5282.318455758163,0.005008141837606672,e
704,91.0,-,3,6024.4874355,1,2,0.0,0.0,0.0,1.0,6024.483258747688,0.004176752312559984,e
705,91.0,-,4,6757.5466729,1,3,0.0,0.0,0.0,1.0,6757.546690355825,-1.7455825400247704e-05,e
706,91.0,-,5,7481.6150036,1,4,0.0,0.0,0.0,1.0,7481.621031973066,-0.0060283730663286406,e
707,92.0,+,1,4628.8577585,1,0,0.0,0.0,0.0,1.0,4628.861852398541,-0.004093898540304508,e
708,92.0,+,2,5379.3406884,1,1,0.0,0.0,0.0,1.0,5379.336698126855,0.0039902731450638385,e
709,92.0,+,3,6120.6093303,1,2,0.0,0.0,0.0,1.0,6120.604011355249,0.005318944750797527,e
710,92.0,+,4,6852.7764338,1,3,0.0,0.0,0.0,1.0,6852.776892267152,-0.00045846715238440083,e
711,92.0,+,5,7575.962765,1,4,0.0,0.0,0.0,1.0,7575.967545746606,-0.004780746606229513,e
712,93.0,-,1,4727.7747363,1,0,0.0,0.0,0.0,1.0,4727.776356008068,-0.0016197080685742549,e
713,93.0,-,2,5477.3424485,1,1,0.0,0.0,0.0,1.0,5477.336921597745,0.005526902255041932,e
714,93.0,-,3,6217.7016968,1,2,0.0,0.0,0.0,1.0,6217.697152217071,0.004544582929156604,e
715,93.0,-,4,6948.9708866,1,3,0.0,0.0,0.0,1.0,6948.96997173193,0.0009148680701400735,e
716,93.0,-,5,7671.2618172,1,4,0.0,0.0,0.0,1.0,7671.267509380167,-0.005692180166988692,e
717,94.0,+,1,4827.6774475,1,0,0.0,0.0,0.0,1.0,4827.680142220698,-0.0026947206979457405,e
718,94.0,+,2,5576.3255363,1,1,0.0,0.0,0.0,1.0,5576.316757678937,0.0087786210624472,e
719,94.0,+,3,6315.7663434,1,2,0.0,0.0,0.0,1.0,6315.760318622624,0.0060247773753872025,e
720,94.0,+,4,7046.1248873,1,3,0.0,0.0,0.0,1.0,7046.123572005676,0.0013152943247405346,e
721,95.0,-,1,4928.5684155,1,0,0.0,0.0,0.0,1.0,4928.570810436027,-0.002394936027485528,e
722,95.0,-,2,5676.27929,1,1,0.0,0.0,0.0,1.0,5676.27381156566,0.005478434340147942,e
723,95.0,-,3,6414.7999843,1,2,0.0,0.0,0.0,1.0,6414.791121640028,0.008862659971782705,e
724,95.0,-,4,7144.2358517,1,3,0.0,0.0,0.0,1.0,7144.235310215121,0.0005414848792497651,e
725,96.0,+,1,5777.2147378,1,1,0.0,0.0,0.0,1.0,5777.205662110516,0.009075689484234317,e
726,96.0,+,2,6514.7930789,1,2,0.0,0.0,0.0,1.0,6514.787146087237,0.005932812763603579,e
727,96.0,+,3,7243.3071073,1,3,0.0,0.0,0.0,1.0,7243.302777330875,0.004329969125137723,e
728,97.0,-,1,5133.3006975,1,0,0.0,0.0,0.0,1.0,5133.30305824913,-0.002360749130275508,e
729,97.0,-,2,6615.7549644,1,2,0.0,0.0,0.0,1.0,6615.745950502653,0.00901389734735858,e
