J,v,quasibound,grid_index,original_rank,expanded_rank,difference_cm
33,1,False,1,2,2,6.548361852765083e-11
33,2,False,1,3,3,1.6370904631912708e-10
33,3,False,1,4,4,-8.36735125631094e-11
33,4,False,1,5,5,-6.912159733474255e-11
33,5,False,1,6,6,1.4551915228366852e-11
33,6,False,1,7,7,-1.0550138540565968e-10
33,7,False,1,8,8,7.275957614183426e-12
33,8,False,1,9,9,-3.2741809263825417e-11
33,9,False,1,10,10,1.0186340659856796e-10
33,10,False,1,11,11,2.9103830456733704e-11
33,11,False,1,12,12,5.820766091346741e-11
33,12,False,1,13,13,0.0
33,13,False,1,14,14,-1.4551915228366852e-11
33,14,True,1,16,16,-3.309603198431432e-05
34,0,False,1,1,1,-1.6007106751203537e-10
34,1,False,1,2,2,2.9103830456733704e-11
34,2,False,1,3,3,1.4915713109076023e-10
34,3,False,1,4,4,4.3655745685100555e-11
34,4,False,1,5,5,-4.729372449219227e-11
34,5,False,1,6,6,9.458744898438454e-11
34,6,False,1,7,7,-4.729372449219227e-11
34,7,False,1,8,8,1.8189894035458565e-11
34,8,False,1,9,9,1.0913936421275139e-11
34,9,False,1,10,10,4.729372449219227e-11
34,10,False,1,11,11,-5.820766091346741e-11
34,11,False,1,12,12,9.458744898438454e-11
34,12,False,1,13,13,-6.548361852765083e-11
34,13,True,1,14,14,7.275957614183426e-12
34,14,True,1,17,18,0.004275919884094037
35,0,False,1,1,1,-6.184563972055912e-11
35,1,False,1,2,2,5.820766091346741e-11
35,2,False,1,3,3,1.4551915228366852e-10
35,3,False,1,4,4,5.093170329928398e-11
35,4,False,1,5,5,-1.0913936421275139e-11
35,5,False,1,6,6,3.637978807091713e-11
35,6,False,1,7,7,-7.639755494892597e-11
35,7,False,1,8,8,6.548361852765083e-11
35,8,False,1,9,9,2.9103830456733704e-11
35,9,False,1,10,10,3.637978807091713e-11
35,10,False,1,11,11,-1.4551915228366852e-11
35,11,False,1,12,12,1.1641532182693481e-10
35,12,False,1,13,13,1.4551915228366852e-11
35,13,True,1,14,14,1.4551915228366852e-11
35,14,True,1,18,19,-0.1276760720211314
36,0,False,1,1,1,-3.637978807091713e-11
36,1,False,1,2,2,2.9103830456733704e-11
36,2,False,1,3,3,5.093170329928398e-11
36,3,False,1,4,4,-6.184563972055912e-11
36,4,False,1,5,5,-4.001776687800884e-11
36,5,False,1,6,6,-1.8189894035458565e-10
36,6,False,1,7,7,-4.3655745685100555e-11
36,7,False,1,8,8,-3.2741809263825417e-11
36,8,False,1,9,9,7.275957614183426e-11
36,9,False,1,10,10,1.1641532182693481e-10
36,10,False,1,11,11,5.820766091346741e-11
36,11,False,1,12,12,7.275957614183426e-11
36,12,False,1,13,13,-5.093170329928398e-11
36,13,True,1,14,15,1.3340468285605311e-07
36,14,True,1,19,20,-8.682793063169811
37,0,False,1,1,1,1.0913936421275139e-11
37,1,False,1,2,2,-1.0550138540565968e-10
37,2,False,1,3,3,1.3460521586239338e-10
37,3,False,1,4,4,-2.1827872842550278e-11
37,4,False,1,5,5,0.0
37,5,False,1,6,6,-8.731149137020111e-11
37,6,False,1,7,7,-2.9103830456733704e-11
37,7,False,1,8,8,-7.275957614183426e-11
37,8,False,1,9,9,6.184563972055912e-11
37,9,False,1,10,10,5.820766091346741e-11
37,10,False,1,11,11,-7.275957614183426e-12
37,11,False,1,12,12,2.1827872842550278e-11
37,12,True,1,13,13,-9.458744898438454e-11
37,13,True,1,16,16,-0.0008457077565253712
38,0,False,1,1,1,-8.003553375601768e-11
38,1,False,1,2,2,1.4551915228366852e-11
38,2,False,1,3,3,-4.3655745685100555e-11
38,3,False,1,4,4,-1.0550138540565968e-10
38,4,False,1,5,5,4.729372449219227e-11
38,5,False,1,6,6,-1.5279510989785194e-10
38,6,False,1,7,7,-4.729372449219227e-11
38,7,False,1,8,8,-4.001776687800884e-11
38,8,False,1,9,9,6.912159733474255e-11
38,9,False,1,10,10,5.820766091346741e-11
38,10,False,1,11,11,2.1827872842550278e-11
38,11,False,1,12,12,9.458744898438454e-11
38,12,True,1,13,13,-5.093170329928398e-11
38,13,True,1,17,18,-0.015057726981467567
39,0,False,1,1,1,-4.729372449219227e-11
39,1,False,1,2,2,9.458744898438454e-11
39,2,False,1,3,3,-1.4551915228366852e-11
39,3,False,1,4,4,-1.4551915228366852e-11
39,4,False,1,5,5,0.0
39,5,False,1,6,6,-1.6370904631912708e-10
39,6,False,1,7,7,-2.1827872842550278e-11
39,7,False,1,8,8,-1.3460521586239338e-10
39,8,False,1,9,9,1.2369127944111824e-10
39,9,False,1,10,10,8.731149137020111e-11
39,10,False,1,11,11,4.3655745685100555e-11
39,11,False,1,12,12,-2.9103830456733704e-11
39,12,True,1,13,14,7.785274647176266e-10
39,13,True,1,18,19,-0.9342621746327495
40,0,False,1,1,1,-1.2369127944111824e-10
40,1,False,1,2,2,1.673470251262188e-10
40,2,False,1,3,3,-7.275957614183426e-12
40,3,False,1,4,4,1.0913936421275139e-11
40,4,False,1,5,5,-7.275957614183426e-12
40,5,False,1,6,6,-1.7462298274040222e-10
40,6,False,1,7,7,-9.458744898438454e-11
40,7,False,1,8,8,-7.275957614183426e-11
40,8,False,1,9,9,1.0913936421275139e-10
40,9,False,1,10,10,2.9103830456733704e-11
40,10,False,1,11,11,8.003553375601768e-11
40,11,True,1,12,12,7.275957614183426e-12
40,12,True,1,15,15,-7.811032264726236e-05
40,13,True,1,19,20,-20.35024701380462
41,0,False,1,1,1,-2.9103830456733704e-11
41,1,False,1,2,2,0.0
41,2,False,1,3,3,-4.3655745685100555e-11
41,3,False,1,4,4,8.36735125631094e-11
41,4,False,1,5,5,0.0
41,5,False,1,6,6,-8.003553375601768e-11
41,6,False,1,7,7,-4.729372449219227e-11
41,7,False,1,8,8,-3.637978807091713e-12
41,8,False,1,9,9,1.382431946694851e-10
41,9,False,1,10,10,5.093170329928398e-11
41,10,False,1,11,11,1.5279510989785194e-10
41,11,True,1,12,12,-1.4551915228366852e-11
41,12,True,1,16,17,-0.0006029468931956217
0,0,False,2,1,1,0.0
0,1,False,2,2,2,-1.709850039333105e-10
0,2,False,2,3,3,-1.6370904631912708e-11
0,3,False,2,4,4,-1.3096723705530167e-10
0,4,False,2,5,5,1.418811734765768e-10
0,5,False,2,6,6,-1.127773430198431e-10
0,6,False,2,7,7,8.185452315956354e-11
0,7,False,2,8,8,0.0
0,8,False,2,9,9,-1.0550138540565968e-10
0,9,False,2,10,10,-4.001776687800884e-11
0,10,False,2,11,11,7.275957614183426e-12
0,11,False,2,12,12,-8.003553375601768e-11
0,12,False,2,13,13,-1.418811734765768e-10
0,13,False,2,14,14,-1.964508555829525e-10
0,14,False,2,15,15,-1.8553691916167736e-10
0,15,False,2,16,16,-2.6557245291769505e-10
0,16,False,2,17,17,-1.0913936421275139e-10
0,17,False,2,18,18,-1.5279510989785194e-10
1,0,False,2,1,1,-6.998845947236987e-12
1,1,False,2,2,2,-1.1687006917782128e-10
1,2,False,2,3,3,9.094947017729282e-13
1,3,False,2,4,4,-8.913048077374697e-11
1,4,False,2,5,5,6.548361852765083e-11
1,5,False,2,6,6,-1.000444171950221e-10
1,6,False,2,7,7,8.913048077374697e-11
1,7,False,2,8,8,5.820766091346741e-11
1,8,False,2,9,9,-9.458744898438454e-11
1,9,False,2,10,10,-5.093170329928398e-11
1,10,False,2,11,11,2.9103830456733704e-11
1,11,False,2,12,12,-1.0186340659856796e-10
1,12,False,2,13,13,-1.6370904631912708e-10
1,13,False,2,14,14,-1.4915713109076023e-10
1,14,False,2,15,15,-2.1100277081131935e-10
1,15,False,2,16,16,-2.510205376893282e-10
1,16,False,2,17,17,-1.1641532182693481e-10
1,17,False,2,18,18,-1.6007106751203537e-10
2,0,False,2,1,1,-7.599965101690032e-11
2,1,False,2,2,2,-2.801243681460619e-10
2,2,False,2,3,3,-5.4569682106375694e-11
2,3,False,2,4,4,-3.456079866737127e-11
2,4,False,2,5,5,1.291482476517558e-10
2,5,False,2,6,6,-9.094947017729282e-11
2,6,False,2,7,7,1.6189005691558123e-10
2,7,False,2,8,8,4.729372449219227e-11
2,8,False,2,9,9,-5.093170329928398e-11
2,9,False,2,10,10,-8.731149137020111e-11
2,10,False,2,11,11,4.001776687800884e-11
2,11,False,2,12,12,-6.184563972055912e-11
2,12,False,2,13,13,-1.418811734765768e-10
2,13,False,2,14,14,-1.5643308870494366e-10
2,14,False,2,15,15,-2.000888343900442e-10
2,15,False,2,16,16,-3.2378011383116245e-10
2,16,False,2,17,17,-1.2369127944111824e-10
2,17,False,2,18,18,-8.731149137020111e-11
3,0,False,2,1,1,4.6995296543173026e-11
3,1,False,2,2,2,-1.5006662579253316e-10
3,2,False,2,3,3,-1.3096723705530167e-10
3,3,False,2,4,4,-1.0368239600211382e-10
3,4,False,2,5,5,8.185452315956354e-11
3,5,False,2,6,6,-1.0550138540565968e-10
3,6,False,2,7,7,9.094947017729282e-12
3,7,False,2,8,8,-4.001776687800884e-11
3,8,False,2,9,9,-1.4551915228366852e-11
3,9,False,2,10,10,-3.2741809263825417e-11
3,10,False,2,11,11,7.275957614183426e-12
3,11,False,2,12,12,-1.0913936421275139e-10
3,12,False,2,13,13,-1.8917489796876907e-10
3,13,False,2,14,14,-1.8553691916167736e-10
3,14,False,2,15,15,-1.8917489796876907e-10
3,15,False,2,16,16,-2.4374458007514477e-10
3,16,False,2,17,17,-2.9103830456733704e-11
3,17,False,2,18,18,-5.093170329928398e-11
4,0,False,2,1,1,6.301092980720568e-11
4,1,False,2,2,2,-2.0691004465334117e-10
4,2,False,2,3,3,-8.185452315956354e-12
4,3,False,2,4,4,-1.6552803572267294e-10
4,4,False,2,5,5,1.9826984498649836e-10
4,5,False,2,6,6,-7.821654435247183e-11
4,6,False,2,7,7,1.0732037480920553e-10
4,7,False,2,8,8,3.637978807091713e-11
4,8,False,2,9,9,-9.094947017729282e-11
4,9,False,2,10,10,-1.8189894035458565e-11
4,10,False,2,11,11,6.184563972055912e-11
4,11,False,2,12,12,-1.2732925824820995e-10
4,12,False,2,13,13,-1.127773430198431e-10
4,13,False,2,14,14,-2.000888343900442e-10
4,14,False,2,15,15,-2.000888343900442e-10
4,15,False,2,16,16,-2.000888343900442e-10
4,16,False,2,17,17,-2.9103830456733704e-11
4,17,False,2,18,18,1.5279510989785194e-10
5,0,False,2,1,1,-5.695710569852963e-11
5,1,False,2,2,2,-5.2295945351943374e-11
5,2,False,2,3,3,9.094947017729282e-12
5,3,False,2,4,4,-1.0550138540565968e-10
5,4,False,2,5,5,6.366462912410498e-11
5,5,False,2,6,6,-8.913048077374697e-11
5,6,False,2,7,7,1.6916601452976465e-10
5,7,False,2,8,8,3.637978807091713e-11
5,8,False,2,9,9,-9.094947017729282e-11
5,9,False,2,10,10,-5.4569682106375694e-11
5,10,False,2,11,11,1.8189894035458565e-11
5,11,False,2,12,12,-6.548361852765083e-11
5,12,False,2,13,13,-8.003553375601768e-11
5,13,False,2,14,14,-2.4010660126805305e-10
5,14,False,2,15,15,-1.2732925824820995e-10
5,15,False,2,16,16,-6.184563972055912e-11
5,16,False,2,17,17,1.7462298274040222e-10
5,17,False,2,18,18,2.764863893389702e-10
6,0,False,2,1,1,-7.497646947740577e-11
6,1,False,2,2,2,-2.3919710656628013e-10
6,2,False,2,3,3,-6.366462912410498e-12
6,3,False,2,4,4,-1.0550138540565968e-10
6,4,False,2,5,5,1.6916601452976465e-10
6,5,False,2,6,6,-1.1823431123048067e-10
6,6,False,2,7,7,1.1095835361629725e-10
6,7,False,2,8,8,3.2741809263825417e-11
6,8,False,2,9,9,-4.3655745685100555e-11
6,9,False,2,10,10,-1.2369127944111824e-10
6,10,False,2,11,11,0.0
6,11,False,2,12,12,-1.4551915228366852e-11
6,12,False,2,13,13,-1.673470251262188e-10
6,13,False,2,14,14,-1.2732925824820995e-10
6,14,False,2,15,15,-1.1641532182693481e-10
6,15,False,2,16,16,3.637978807091713e-12
6,16,False,2,17,17,2.9103830456733704e-10
6,17,False,2,18,18,4.874891601502895e-10
7,0,False,2,1,1,3.399236447876319e-11
7,1,False,2,2,2,-1.8098944565281272e-10
7,2,False,2,3,3,2.9103830456733704e-11
7,3,False,2,4,4,-9.458744898438454e-11
7,4,False,2,5,5,1.7826096154749393e-10
7,5,False,2,6,6,-3.456079866737127e-11
7,6,False,2,7,7,1.4733814168721437e-10
7,7,False,2,8,8,-8.731149137020111e-11
7,8,False,2,9,9,-3.2741809263825417e-11
7,9,False,2,10,10,-1.8189894035458565e-11
7,10,False,2,11,11,5.820766091346741e-11
7,11,False,2,12,12,-3.637978807091713e-11
7,12,False,2,13,13,-1.382431946694851e-10
7,13,False,2,14,14,-5.4569682106375694e-11
7,14,False,2,15,15,-1.4551915228366852e-11
7,15,False,2,16,16,1.3460521586239338e-10
7,16,False,2,17,17,4.729372449219227e-10
7,17,False,2,18,18,7.494236342608929e-10
8,0,False,2,1,1,-2.8990143619012088e-11
8,1,False,2,2,2,-1.3324097380973399e-10
8,2,False,2,3,3,-7.457856554538012e-11
8,3,False,2,4,4,-2.1645973902195692e-10
8,4,False,2,5,5,6.002665031701326e-11
8,5,False,2,6,6,-4.18367562815547e-11
8,6,False,2,7,7,1.709850039333105e-10
8,7,False,2,8,8,3.637978807091713e-11
8,8,False,2,9,9,-2.1827872842550278e-11
8,9,False,2,10,10,-1.5279510989785194e-10
8,10,False,2,11,11,-4.729372449219227e-11
8,11,False,2,12,12,-1.0913936421275139e-10
8,12,False,2,13,13,-8.003553375601768e-11
8,13,False,2,14,14,-1.0550138540565968e-10
8,14,False,2,15,15,4.729372449219227e-11
8,15,False,2,16,16,1.127773430198431e-10
8,16,False,2,17,17,4.874891601502895e-10
8,17,False,2,18,18,9.458744898438454e-10
9,0,False,2,1,1,3.89945853385143e-11
9,1,False,2,2,2,-2.34194885706529e-10
9,2,False,2,3,3,1.000444171950221e-11
9,3,False,2,4,4,-1.4733814168721437e-10
9,4,False,2,5,5,1.3460521586239338e-10
9,5,False,2,6,6,-1.3278622645884752e-10
9,6,False,2,7,7,1.5279510989785194e-10
9,7,False,2,8,8,-4.001776687800884e-11
9,8,False,2,9,9,-5.093170329928398e-11
9,9,False,2,10,10,-5.4569682106375694e-11
9,10,False,2,11,11,4.729372449219227e-11
9,11,False,2,12,12,-2.9103830456733704e-11
9,12,False,2,13,13,-9.094947017729282e-11
9,13,False,2,14,14,-3.637978807091713e-12
9,14,False,2,15,15,6.184563972055912e-11
9,15,False,2,16,16,2.4374458007514477e-10
9,16,False,2,17,17,6.475602276623249e-10
9,17,False,2,18,18,9.74978320300579e-10
10,0,False,2,1,1,2.205524651799351e-11
10,1,False,2,2,2,-9.413270163349807e-11
10,2,False,2,3,3,5.820766091346741e-11
10,3,False,2,4,4,-1.2732925824820995e-10
10,4,False,2,5,5,1.2005330063402653e-10
10,5,False,2,6,6,-4.9112713895738125e-11
10,6,False,2,7,7,1.8189894035458565e-11
10,7,False,2,8,8,-5.4569682106375694e-11
10,8,False,2,9,9,-8.36735125631094e-11
10,9,False,2,10,10,-4.729372449219227e-11
10,10,False,2,11,11,3.637978807091713e-11
10,11,False,2,12,12,-1.1641532182693481e-10
10,12,False,2,13,13,-3.637978807091713e-11
10,13,False,2,14,14,-6.912159733474255e-11
10,14,False,2,15,15,8.36735125631094e-11
10,15,False,2,16,16,2.2919266484677792e-10
10,16,False,2,17,17,6.83940015733242e-10
10,17,False,2,18,18,1.025910023599863e-09
11,0,False,2,1,1,-3.296918293926865e-11
11,1,False,2,2,2,-8.640199666842818e-11
11,2,False,2,3,3,-1.0913936421275139e-11
11,3,False,2,4,4,-9.094947017729282e-11
11,4,False,2,5,5,1.800799509510398e-10
11,5,False,2,6,6,-1.3642420526593924e-10
11,6,False,2,7,7,1.0186340659856796e-10
11,7,False,2,8,8,-5.820766091346741e-11
11,8,False,2,9,9,-1.6007106751203537e-10
11,9,False,2,10,10,-1.709850039333105e-10
11,10,False,2,11,11,2.1827872842550278e-11
11,11,False,2,12,12,-4.001776687800884e-11
11,12,False,2,13,13,-1.0186340659856796e-10
11,13,False,2,14,14,-6.184563972055912e-11
11,14,False,2,15,15,-2.546585164964199e-11
11,15,False,2,16,16,1.8189894035458565e-10
11,16,False,2,17,17,5.820766091346741e-10
11,17,False,2,18,18,8.585629984736443e-10
12,0,False,2,1,1,3.501554601825774e-11
12,1,False,2,2,2,-1.9463186617940664e-10
12,2,False,2,3,3,-1.737134880386293e-10
12,3,False,2,4,4,-1.6552803572267294e-10
12,4,False,2,5,5,1.8735590856522322e-10
12,5,False,2,6,6,-1.000444171950221e-10
12,6,False,2,7,7,6.912159733474255e-11
12,7,False,2,8,8,-4.3655745685100555e-11
12,8,False,2,9,9,-1.418811734765768e-10
12,9,False,2,10,10,-6.548361852765083e-11
12,10,False,2,11,11,-1.4551915228366852e-11
12,11,False,2,12,12,-1.418811734765768e-10
12,12,False,2,13,13,-5.820766091346741e-11
12,13,False,2,14,14,-1.0186340659856796e-10
12,14,False,2,15,15,-9.822542779147625e-11
12,15,False,2,16,16,1.964508555829525e-10
12,16,False,2,17,17,3.92901711165905e-10
12,17,False,2,18,18,7.057678885757923e-10
13,0,False,2,1,1,0.0
13,1,False,2,2,2,-1.6279955161735415e-10
13,2,False,2,3,3,-4.9112713895738125e-11
13,3,False,2,4,4,-1.3460521586239338e-10
13,4,False,2,5,5,1.509761204943061e-10
13,5,False,2,6,6,-1.2732925824820995e-11
13,6,False,2,7,7,2.1827872842550278e-10
13,7,False,2,8,8,1.4551915228366852e-11
13,8,False,2,9,9,-1.0550138540565968e-10
13,9,False,2,10,10,-7.639755494892597e-11
13,10,False,2,11,11,7.275957614183426e-12
13,11,False,2,12,12,-1.2732925824820995e-10
13,12,False,2,13,13,-4.729372449219227e-11
13,13,False,2,14,14,-1.2005330063402653e-10
13,14,False,2,15,15,-1.0550138540565968e-10
13,15,False,2,16,16,-2.1827872842550278e-11
13,16,False,2,17,17,2.9103830456733704e-10
13,17,False,2,18,18,4.2928149923682213e-10
14,0,False,2,1,1,9.5042196335271e-11
14,1,False,2,2,2,-1.1186784831807017e-10
14,2,False,2,3,3,2.7284841053187847e-12
14,3,False,2,4,4,-1.255102688446641e-10
14,4,False,2,5,5,1.3278622645884752e-10
14,5,False,2,6,6,-1.2187229003757238e-10
14,6,False,2,7,7,8.36735125631094e-11
14,7,False,2,8,8,-1.0550138540565968e-10
14,8,False,2,9,9,-2.1827872842550278e-11
14,9,False,2,10,10,-1.0913936421275139e-10
14,10,False,2,11,11,3.2741809263825417e-11
14,11,False,2,12,12,-1.382431946694851e-10
14,12,False,2,13,13,-1.1641532182693481e-10
14,13,False,2,14,14,-1.2005330063402653e-10
14,14,False,2,15,15,-1.9281287677586079e-10
14,15,False,2,16,16,-8.731149137020111e-11
14,16,False,2,17,17,1.0913936421275139e-10
14,17,False,2,18,18,2.9103830456733704e-10
15,0,False,2,1,1,-6.59383658785373e-11
15,1,False,2,2,2,-2.255546860396862e-10
15,2,False,2,3,3,-1.8189894035458565e-11
15,3,False,2,4,4,-1.3460521586239338e-10
15,4,False,2,5,5,5.820766091346741e-11
15,5,False,2,6,6,-3.456079866737127e-11
15,6,False,2,7,7,1.2005330063402653e-10
15,7,False,2,8,8,-9.458744898438454e-11
15,8,False,2,9,9,-5.820766091346741e-11
15,9,False,2,10,10,-1.3096723705530167e-10
15,10,False,2,11,11,1.4551915228366852e-11
15,11,False,2,12,12,-1.382431946694851e-10
15,12,False,2,13,13,-1.709850039333105e-10
15,13,False,2,14,14,-1.4915713109076023e-10
15,14,False,2,15,15,-2.219167072325945e-10
15,15,False,2,16,16,-1.382431946694851e-10
15,16,False,2,17,17,-5.820766091346741e-11
15,17,False,2,18,18,1.1641532182693481e-10
16,0,False,2,1,1,-4.092726157978177e-12
16,1,False,2,2,2,-1.2641976354643703e-10
16,2,False,2,3,3,7.639755494892597e-11
16,3,False,2,4,4,-1.2005330063402653e-10
16,4,False,2,5,5,1.3278622645884752e-10
16,5,False,2,6,6,7.821654435247183e-11
16,6,False,2,7,7,-1.4551915228366852e-11
16,7,False,2,8,8,-1.2005330063402653e-10
16,8,False,2,9,9,-1.4915713109076023e-10
16,9,False,2,10,10,-9.458744898438454e-11
16,10,False,2,11,11,1.4551915228366852e-11
16,11,False,2,12,12,-5.093170329928398e-11
16,12,False,2,13,13,-8.003553375601768e-11
16,13,False,2,14,14,-1.5279510989785194e-10
16,14,False,2,15,15,-1.9281287677586079e-10
16,15,False,2,16,16,-1.1641532182693481e-10
16,16,False,2,17,17,-1.382431946694851e-10
16,17,False,2,18,18,2.9103830456733704e-11
17,0,False,2,1,1,5.5933924159035087e-11
17,1,False,2,2,2,-6.093614501878619e-11
17,2,False,2,3,3,4.9112713895738125e-11
17,3,False,2,4,4,1.8189894035458565e-12
17,4,False,2,5,5,1.673470251262188e-10
17,5,False,2,6,6,-7.09405867382884e-11
17,6,False,2,7,7,3.637978807091713e-12
17,7,False,2,8,8,-5.820766091346741e-11
17,8,False,2,9,9,4.001776687800884e-11
17,9,False,2,10,10,-9.094947017729282e-11
17,10,False,2,11,11,-1.8189894035458565e-11
17,11,False,2,12,12,-1.3096723705530167e-10
17,12,False,2,13,13,-3.2741809263825417e-11
17,13,False,2,14,14,-1.8553691916167736e-10
17,14,False,2,15,15,-2.2919266484677792e-10
17,15,False,2,16,16,-1.5279510989785194e-10
17,16,False,2,17,17,-6.548361852765083e-11
17,17,False,2,18,18,-2.9103830456733704e-11
18,0,False,2,1,1,-3.3651303965598345e-11
18,1,False,2,2,2,-1.0368239600211382e-10
18,2,False,2,3,3,-5.4569682106375694e-12
18,3,False,2,4,4,-3.456079866737127e-11
18,4,False,2,5,5,5.4569682106375694e-12
18,5,False,2,6,6,-8.003553375601768e-11
18,6,False,2,7,7,7.639755494892597e-11
18,7,False,2,8,8,-8.003553375601768e-11
18,8,False,2,9,9,-1.1641532182693481e-10
18,9,False,2,10,10,-1.709850039333105e-10
18,10,False,2,11,11,-6.912159733474255e-11
18,11,False,2,12,12,-1.8189894035458565e-11
18,12,False,2,13,13,-5.093170329928398e-11
18,13,False,2,14,14,-1.7826096154749393e-10
18,14,False,2,15,15,-1.9281287677586079e-10
18,15,False,2,16,16,-2.255546860396862e-10
18,16,False,2,17,17,-1.6007106751203537e-10
18,17,False,2,18,18,-4.6711647883057594e-09
19,0,False,2,1,1,3.637978807091713e-12
19,1,False,2,2,2,-8.36735125631094e-11
19,2,False,2,3,3,1.6370904631912708e-11
19,3,False,2,4,4,-4.9112713895738125e-11
19,4,False,2,5,5,1.418811734765768e-10
19,5,False,2,6,6,-7.275957614183426e-12
19,6,False,2,7,7,-6.184563972055912e-11
19,7,False,2,8,8,-1.418811734765768e-10
19,8,False,2,9,9,-9.094947017729282e-11
19,9,False,2,10,10,-6.548361852765083e-11
19,10,False,2,11,11,1.8189894035458565e-11
19,11,False,2,12,12,-1.4915713109076023e-10
19,12,False,2,13,13,-8.731149137020111e-11
19,13,False,2,14,14,-1.6370904631912708e-10
19,14,False,2,15,15,-2.546585164964199e-10
19,15,False,2,16,16,-1.7462298274040222e-10
19,16,False,2,17,17,-1.382431946694851e-10
19,17,True,2,18,18,-2.2364110918715596e-07
20,0,False,2,1,1,2.9103830456733704e-11
20,1,False,2,2,2,-1.0913936421275139e-10
20,2,False,2,3,3,4.18367562815547e-11
20,3,False,2,4,4,-5.4569682106375694e-11
20,4,False,2,5,5,9.276845958083868e-11
20,5,False,2,6,6,3.637978807091713e-12
20,6,False,2,7,7,-3.637978807091713e-11
20,7,False,2,8,8,3.637978807091713e-11
20,8,False,2,9,9,-5.820766091346741e-11
20,9,False,2,10,10,-1.4915713109076023e-10
20,10,False,2,11,11,-3.2741809263825417e-11
20,11,False,2,12,12,-9.458744898438454e-11
20,12,False,2,13,13,-7.275957614183426e-11
20,13,False,2,14,14,-1.709850039333105e-10
20,14,False,2,15,15,-2.255546860396862e-10
20,15,False,2,16,16,-1.382431946694851e-10
20,16,False,2,17,17,-1.1641532182693481e-10
20,17,True,2,18,18,-3.215963806724176e-05
21,0,False,2,1,1,7.003109203651547e-11
21,1,False,2,2,2,-1.127773430198431e-10
21,2,False,2,3,3,-1.8189894035458565e-11
21,3,False,2,4,4,-6.912159733474255e-11
21,4,False,2,5,5,7.457856554538012e-11
21,5,False,2,6,6,-5.4569682106375694e-11
21,6,False,2,7,7,8.36735125631094e-11
21,7,False,2,8,8,-5.4569682106375694e-11
21,8,False,2,9,9,1.4551915228366852e-11
21,9,False,2,10,10,-7.639755494892597e-11
21,10,False,2,11,11,1.4551915228366852e-11
21,11,False,2,12,12,-1.0913936421275139e-10
21,12,False,2,13,13,2.1827872842550278e-11
21,13,False,2,14,14,-9.094947017729282e-11
21,14,False,2,15,15,-1.8917489796876907e-10
21,15,False,2,16,16,-1.6007106751203537e-10
21,16,False,2,17,17,-1.1641532182693481e-10
21,17,True,2,18,19,0.006186655555211473
22,0,False,2,1,1,-1.0095391189679503e-10
22,1,False,2,2,2,-1.4915713109076023e-10
22,2,False,2,3,3,-7.639755494892597e-11
22,3,False,2,4,4,-1.8189894035458565e-12
22,4,False,2,5,5,1.546140993013978e-10
22,5,False,2,6,6,-1.0913936421275139e-11
22,6,False,2,7,7,-4.3655745685100555e-11
22,7,False,2,8,8,-4.729372449219227e-11
22,8,False,2,9,9,-6.548361852765083e-11
22,9,False,2,10,10,-1.5279510989785194e-10
22,10,False,2,11,11,-6.912159733474255e-11
22,11,False,2,12,12,-1.418811734765768e-10
22,12,False,2,13,13,-1.418811734765768e-10
22,13,False,2,14,14,-1.5643308870494366e-10
22,14,False,2,15,15,-2.3283064365386963e-10
22,15,False,2,16,16,-2.4010660126805305e-10
22,16,False,2,17,17,-1.4551915228366852e-10
22,17,True,2,19,20,-0.3420950306535815
23,0,False,2,1,1,-7.275957614183426e-12
23,1,False,2,2,2,-1.673470251262188e-10
23,2,False,2,3,3,-7.821654435247183e-11
23,3,False,2,4,4,-1.2732925824820995e-11
23,4,False,2,5,5,4.18367562815547e-11
23,5,False,2,6,6,1.127773430198431e-10
23,6,False,2,7,7,2.9103830456733704e-11
23,7,False,2,8,8,0.0
23,8,False,2,9,9,-7.275957614183426e-12
23,9,False,2,10,10,-1.382431946694851e-10
23,10,False,2,11,11,-8.36735125631094e-11
23,11,False,2,12,12,-6.912159733474255e-11
23,12,False,2,13,13,-6.184563972055912e-11
23,13,False,2,14,14,-1.709850039333105e-10
23,14,False,2,15,15,-2.255546860396862e-10
23,15,False,2,16,16,-1.8917489796876907e-10
23,16,True,2,17,17,-3.346940502524376e-10
23,17,True,2,20,21,-16.213430977237294
24,0,False,2,1,1,-6.002665031701326e-11
24,1,False,2,2,2,-1.9463186617940664e-10
24,2,False,2,3,3,-9.640643838793039e-11
24,3,False,2,4,4,-2.000888343900442e-11
24,4,False,2,5,5,2.7284841053187847e-11
24,5,False,2,6,6,4.3655745685100555e-11
24,6,False,2,7,7,5.093170329928398e-11
24,7,False,2,8,8,3.637978807091713e-12
24,8,False,2,9,9,-1.3460521586239338e-10
24,9,False,2,10,10,-1.127773430198431e-10
24,10,False,2,11,11,-9.822542779147625e-11
24,11,False,2,12,12,-1.0913936421275139e-11
24,12,False,2,13,13,-6.912159733474255e-11
24,13,False,2,14,14,-1.382431946694851e-10
24,14,False,2,15,15,-1.2369127944111824e-10
24,15,False,2,16,16,-1.673470251262188e-10
24,16,True,2,17,17,-5.595939001068473e-08
25,0,False,2,1,1,-2.1827872842550278e-11
25,1,False,2,2,2,-8.003553375601768e-11
25,2,False,2,3,3,7.275957614183426e-12
25,3,False,2,4,4,3.092281986027956e-11
25,4,False,2,5,5,-1.0913936421275139e-11
25,5,False,2,6,6,1.1641532182693481e-10
