v,rank,inner_probability,quasibound,barrier_r_angstrom,barrier_absolute_cm,J,observed_cm,calculated_cm,residual_cm,input_weight,python_duo_delta_cm
8,9,1.0,False,4.172599999999999,37278.51689533387,10,21073.2442,21073.233924504373,0.010275495627865894,10.050378152592122,-5.093170329928398e-11
9,10,1.0000000000000002,False,4.172599999999999,37278.51689533387,10,23094.385598,23094.372470456234,0.013127543767041061,9.534625892455923,-9.094947017729282e-11
10,11,1.0000000000000004,False,4.172599999999999,37278.51689533387,10,25005.0891,25005.128925857047,-0.03982585704579833,9.09090909090909,5.4569682106375694e-11
11,12,0.9999999999999997,False,4.172599999999999,37278.51689533387,10,26801.357244,26801.425455007473,-0.06821100747401942,8.703882797784892,-1.382431946694851e-10
12,13,1.0000000000000002,False,4.172599999999999,37278.51689533387,10,28477.792586,28477.853069014072,-0.06048301407281542,8.362420100070908,-5.093170329928398e-11
13,14,1.0000000000000004,False,4.172599999999999,37278.51689533387,10,30027.309474,30027.322830567995,-0.01335656799346907,8.058229640253803,-3.2741809263825417e-11
14,15,0.9999999999999998,False,4.172599999999999,37278.51689533387,10,31440.598662,31440.550183477964,0.04847852203602088,7.784989441615229,-1.2732925824820995e-10
15,16,1.0000000000000004,False,4.172599999999999,37278.51689533387,10,32705.289294,32705.231916977762,0.05737702223632368,7.53778361444409,-5.4569682106375694e-11
16,17,0.9999999999999611,False,4.172599999999999,37278.51689533387,10,33804.643385,33804.61710884655,0.0262761534540914,7.312724241271306,1.4551915228366852e-11
17,18,0.9999999990709827,False,4.172599999999999,37278.51689533387,10,34714.627294,34714.735316961516,-0.10802296151814517,7.106690545187015,-1.4551915228366852e-11
0,1,1.0000000000000007,False,4.110799999999999,37300.62574661452,11,1368.9431,1368.943660318058,-0.0005603180579782929,28.86751345948129,3.1582203519064933e-10
1,2,1.0000000000000007,False,4.110799999999999,37300.62574661452,11,4214.9042,4214.929052721016,-0.024852721016031865,20.41241452319315,-3.4560798667371273e-10
2,3,1.0000000000000002,False,4.110799999999999,37300.62574661452,11,6957.204,6957.213239486686,-0.009239486686055898,16.666666666666668,-3.019522409886122e-10
3,4,1.0000000000000002,False,4.110799999999999,37300.62574661452,11,9596.5122,9596.526517792801,-0.014317792802103213,14.433756729740645,-1.8189894035458565e-10
4,5,1.0000000000000002,False,4.110799999999999,37300.62574661452,11,12133.1941,12133.219955870336,-0.02585587033536285,12.909944487358056,-3.892637323588133e-10
5,6,0.9999999999999997,False,4.110799999999999,37300.62574661452,11,14567.264841,14567.283645079851,-0.018804079851179267,11.785113019775794,-4.0745362639427185e-10
6,7,1.000000000000001,False,4.110799999999999,37300.62574661452,11,16898.31724,16898.31497081043,0.0022691895719617605,10.91089451179962,-2.9831426218152046e-10
7,8,1.0,False,4.110799999999999,37300.62574661452,11,19125.434355,19125.44238568796,-0.008030687957216287,10.206207261596575,-2.1464074961841106e-10
8,9,0.9999999999999997,False,4.110799999999999,37300.62574661452,11,21247.221716,21247.213565733364,0.008150266636221204,9.622504486493764,1.8189894035458565e-11
9,10,1.0000000000000004,False,4.110799999999999,37300.62574661452,11,23261.466687,23261.454846980883,0.011840019116789335,9.128709291752768,-1.0186340659856796e-10
10,11,1.0000000000000002,False,4.110799999999999,37300.62574661452,11,25165.064664,25165.1029028731,-0.038238873097725445,8.703882797784892,-3.383320290595293e-10
11,12,0.9999999999999999,False,4.110799999999999,37300.62574661452,11,26953.938786,26954.000411344456,-0.06162534445684287,8.333333333333334,-3.2741809263825417e-10
12,13,1.0000000000000002,False,4.110799999999999,37300.62574661452,11,28622.583571,28622.63433226453,-0.0507612645305926,8.006407690254358,-1.0186340659856796e-10
13,14,1.0,False,4.110799999999999,37300.62574661452,11,30163.772985,30163.775207313596,-0.0022223135965759866,7.715167498104596,7.275957614183426e-12
14,15,1.0000000000000002,False,4.110799999999999,37300.62574661452,11,31567.994039,31567.94001479799,0.05402420201062341,7.453559924999299,-1.418811734765768e-10
15,16,1.0000000000000004,False,4.110799999999999,37300.62574661452,11,32822.57765,32822.52720236512,0.0504476348796743,7.216878364870323,-1.0186340659856796e-10
16,17,0.9999999999997062,False,4.110799999999999,37300.62574661452,11,33910.294953,33910.29610117748,-0.001148177485447377,7.001400420140049,-2.9103830456733704e-11
17,18,0.9999999949682337,False,4.110799999999999,37300.62574661452,11,34806.167975,34806.357436090955,-0.1894610909585026,6.804138174397718,-2.9103830456733704e-10
0,1,1.0000000000000002,False,4.0489999999999995,37325.47582087176,12,1615.8826,1615.88294956809,-0.0003495680900869047,27.735009811261456,-3.10592440655455e-10
1,2,1.0000000000000004,False,4.0489999999999995,37325.47582087176,12,4454.592385,4454.617717305593,-0.025332305593110505,19.6116135138184,-2.4920154828578234e-10
2,3,1.0000000000000002,False,4.0489999999999995,37325.47582087176,12,7189.694481,7189.706691796368,-0.012210796367980947,16.012815380508716,2.2282620193436742e-10
3,4,1.000000000000001,False,4.0489999999999995,37325.47582087176,12,9821.8419,9821.86157053382,-0.01967053382031736,13.867504905630728,-1.9463186617940664e-10
4,5,0.9999999999999999,False,4.0489999999999995,37325.47582087176,12,12351.380752,12351.412963263547,-0.03221126354765147,12.403473458920844,-3.710738383233547e-10
5,6,0.9999999999999999,False,4.0489999999999995,37325.47582087176,12,14778.302683,14778.327602082789,-0.02491908278898336,11.32277034144596,-2.455635694786906e-10
6,7,0.9999999999999999,False,4.0489999999999995,37325.47582087176,12,17102.170626,17102.17497286568,-0.004346865680417977,10.482848367219184,-9.094947017729282e-11
7,8,1.0000000000000004,False,4.0489999999999995,37325.47582087176,12,19322.035532,19322.049171218074,-0.013639218072057702,9.8058067569092,-6.184563972055912e-11
8,9,0.9999999999999999,False,4.0489999999999995,37325.47582087176,12,21436.46143,21436.45490364606,0.006526353939989349,9.245003270420487,-1.9281287677586079e-10
9,10,1.0,False,4.0489999999999995,37325.47582087176,12,23443.175396,23443.164348688773,0.01104731122541125,8.770580193070293,-1.673470251262188e-10
10,11,1.0000000000000004,False,4.0489999999999995,37325.47582087176,12,25339.009535,25339.04541651197,-0.03588151196890976,8.362420100070908,-1.3096723705530167e-10
11,12,0.9999999999999997,False,4.0489999999999995,37325.47582087176,12,27119.7983,27119.852390036118,-0.054090036119305296,8.006407690254358,5.4569682106375694e-11
12,13,1.0,False,4.0489999999999995,37325.47582087176,12,28779.91609,28779.95618923937,-0.040099239369737916,7.6923076923076925,-1.418811734765768e-10
13,14,0.9999999999999998,False,4.0489999999999995,37325.47582087176,12,30311.979503,30311.97003095492,0.00947204507974675,7.412493166611012,-2.1827872842550278e-11
14,15,1.0000000000000002,False,4.0489999999999995,37325.47582087176,12,31706.246226,31706.18748166915,0.05874433085045894,7.161148740394329,-6.912159733474255e-11
15,16,1.0,False,4.0489999999999995,37325.47582087176,12,32949.709185,32949.668511521006,0.04067347899399465,6.933752452815364,-9.458744898438454e-11
16,17,0.9999999999977688,False,4.0489999999999995,37325.47582087176,12,34024.574984,34024.610126851054,-0.03514285105484305,6.726727939963125,-8.731149137020111e-11
17,18,0.9999999726750561,False,4.0489999999999995,37325.47582087176,12,34904.755138,34905.04573354632,-0.2905955463211285,6.537204504606135,-2.3283064365386963e-10
0,1,1.0,False,3.9974999999999996,37353.14861818966,13,1882.7239,1882.723995835793,-9.583579299032863e-05,26.726124191242437,-3.183231456205249e-10
1,2,0.9999999999999999,False,3.9974999999999996,37353.14861818966,13,4713.58646,4713.611959470757,-0.02549947075658565,18.898223650461357,-2.319211489520967e-10
2,3,1.0000000000000009,False,3.9974999999999996,37353.14861818966,13,7440.898389,7440.913250267984,-0.014861267984088045,15.430334996209194,-2.8194335754960775e-10
3,4,1.0,False,3.9974999999999996,37353.14861818966,13,10065.294613,10065.31926456208,-0.024651562080180156,13.363062095621219,-1.8735590856522322e-10
4,5,1.0000000000000002,False,3.9974999999999996,37353.14861818966,13,12587.099967,12587.138221173058,-0.038254173057794105,11.952286093343936,-6.912159733474255e-11
5,6,0.9999999999999997,False,3.9974999999999996,37353.14861818966,13,15006.280514,15006.311227495433,-0.030713495432792115,10.91089451179962,-1.000444171950221e-10
6,7,1.0000000000000002,False,3.9974999999999996,37353.14861818966,13,17322.366348,17322.377116614833,-0.010768614833068568,10.101525445522107,-2.4010660126805305e-10
7,8,1.0000000000000004,False,3.9974999999999996,37353.14861818966,13,19534.373361,19534.392196860186,-0.018835860184481135,9.449111825230679,-3.092281986027956e-10
8,9,1.0,False,3.9974999999999996,37353.14861818966,13,21640.819385,21640.813870279468,0.005514720531209605,8.908708063747481,-2.7284841053187847e-10
9,10,0.9999999999999998,False,3.9974999999999996,37353.14861818966,13,23639.36537,23639.354624980548,0.010745019451860571,8.451542547285166,-3.055902197957039e-10
10,11,1.0000000000000002,False,3.9974999999999996,37353.14861818966,13,25526.77376,25526.80646074221,-0.032700742209271993,8.058229640253803,-3.637978807091713e-10
11,12,1.0,False,3.9974999999999996,37353.14861818966,13,27298.780289,27298.82585712145,-0.04556812145165168,7.715167498104597,-4.3655745685100555e-11
12,13,1.0,False,3.9974999999999996,37353.14861818966,13,28949.626398,28949.654938766947,-0.028540766947116936,7.412493166611012,-1.2369127944111824e-10
13,14,1.0000000000000004,False,3.9974999999999996,37353.14861818966,13,30471.753066,30471.73154054917,0.021525450829358306,7.142857142857142,-3.2014213502407074e-10
14,15,1.0,False,3.9974999999999996,37353.14861818966,13,31855.160858,31855.09865007011,0.06220792988824542,6.900655593423542,-5.4569682106375694e-11
15,16,0.9999999999999986,False,3.9974999999999996,37353.14861818966,13,33086.460586,33086.433240044295,0.02734595570655074,6.681531047810609,1.4551915228366852e-10
16,17,0.9999999999861979,False,3.9974999999999996,37353.14861818966,13,34147.210172,34147.287284051024,-0.07711205102532404,6.482037235521644,-4.3655745685100555e-11
17,18,0.9999998723946584,False,3.9974999999999996,37353.14861818966,13,35010.011115,35010.42784915883,-0.4167341588254203,6.299407883487121,-1.7462298274040222e-10
0,1,1.0000000000000002,False,3.9459999999999993,37383.73202480797,14,2169.3065,2169.306349557981,0.00015044201927594258,25.81988897471611,6.45741238258779e-11
1,2,1.0000000000000004,False,3.9459999999999993,37383.73202480797,14,4991.727897,4991.753203501426,-0.025306501425802708,18.257418583505533,-2.3919710656628013e-10
2,3,0.9999999999999998,False,3.9459999999999993,37383.73202480797,14,7710.6589,7710.675984266521,-0.01708426652021444,14.9071198499986,-1.7917045624926686e-10
3,4,1.0,False,3.9459999999999993,37383.73202480797,14,10326.714862,10326.744042277518,-0.029180277517298236,12.909944487358056,-3.456079866737127e-11
4,5,1.0000000000000007,False,3.9459999999999993,37383.73202480797,14,12840.197394,12840.241211848868,-0.04381784886754758,11.547005383792513,-6.730260793119669e-11
5,6,0.9999999999999999,False,3.9459999999999993,37383.73202480797,14,15251.044633,15251.080626686042,-0.03599368604227493,10.5409255338946,-3.3651303965598345e-10
6,7,0.9999999999999993,False,3.9459999999999993,37383.73202480797,14,17558.750759,17558.76760216273,-0.016843162731674965,9.759000729485331,-3.710738383233547e-10
7,8,0.9999999999999993,False,3.9459999999999993,37383.73202480797,14,19762.293651,19762.317080370438,-0.023429370437952457,9.128709291752767,7.275957614183426e-12
8,9,0.9999999999999999,False,3.9459999999999993,37383.73202480797,14,21860.139884,21860.134623923655,0.005260076344711706,8.606629658238704,-2.3283064365386963e-10
9,10,1.0000000000000004,False,3.9459999999999993,37383.73202480797,14,23849.878277,23849.867223090827,0.011053909172915155,8.164965809277259,-2.7284841053187847e-10
10,11,1.0000000000000004,False,3.9459999999999993,37383.73202480797,14,25728.194874,25728.22343235286,-0.028558352860272862,7.784989441615229,-1.2732925824820995e-10
11,12,1.0000000000000002,False,3.9459999999999993,37383.73202480797,14,27490.715936,27490.751949504076,-0.036013504075526726,7.4535599249993,-1.6370904631912708e-10
12,13,1.0000000000000004,False,3.9459999999999993,37383.73202480797,14,29131.536343,29131.552466318222,-0.016123318222525995,7.161148740394329,-2.1464074961841106e-10
13,14,0.9999999999999998,False,3.9459999999999993,37383.73202480797,14,30642.901626,30642.867921329478,0.03370467052081949,6.900655593423542,-2.3283064365386963e-10
14,15,1.0,False,3.9459999999999993,37383.73202480797,14,32014.524843,32014.46093712379,0.06390587620990118,6.666666666666666,-4.001776687800884e-11
15,16,0.9999999999999905,False,3.9459999999999993,37383.73202480797,14,33232.585323,33232.575694008585,0.009628991414501797,6.454972243679028,1.3096723705530167e-10
16,17,0.9999999999142686,False,3.9459999999999993,37383.73202480797,14,34277.895072,34278.023846924916,-0.12877492491679732,6.262242910851494,-2.9103830456733704e-11
17,18,0.9999994040167226,False,3.9459999999999993,37383.73202480797,14,35121.501834,35122.07686832341,-0.5750343234103639,6.085806194501846,-1.382431946694851e-10
0,1,0.9999999999999997,False,3.8944999999999994,37417.301814353305,15,2475.4585,2475.457941387253,0.0005586127472270164,25.0,1.1596057447604835e-10
1,2,1.0,False,3.8944999999999994,37417.301814353305,15,5288.846637,5288.871375609699,-0.024738609698943037,17.677669529663685,3.019522409886122e-10
2,3,0.9999999999999997,False,3.8944999999999994,37417.301814353305,15,7998.807764,7998.826565204052,-0.01880120405166963,14.433756729740645,-9.458744898438454e-11
3,4,1.0,False,3.8944999999999994,37417.301814353305,15,10605.935838,10605.96902040997,-0.033182409970322624,12.5,8.731149137020111e-11
4,5,1.0000000000000007,False,3.8944999999999994,37417.301814353305,15,13110.507313,13110.55612893543,-0.04881593542995688,11.180339887498947,-4.092726157978177e-10
5,6,0.9999999999999998,False,3.8944999999999994,37417.301814353305,15,15512.429931,15512.47060895844,-0.04067795843911881,10.206207261596576,-2.928572939708829e-10
6,7,0.9999999999999999,False,3.8944999999999994,37417.301814353305,15,17811.158773,17811.181269286837,-0.022496286837849766,9.44911182523068,-1.0913936421275139e-10
7,8,1.0,False,3.8944999999999994,37417.301814353305,15,20005.630643,20005.657941331207,-0.02729833120611147,8.838834764831843,-4.729372449219227e-11
8,9,0.9999999999999999,False,3.8944999999999994,37417.301814353305,15,22094.255413,22094.249589710715,0.005823289284307975,8.333333333333334,-9.822542779147625e-11
9,10,0.9999999999999998,False,3.8944999999999994,37417.301814353305,15,24074.54361,24074.53159099257,0.012019007430353668,7.905694150420948,-3.092281986027956e-10
10,11,1.0,False,3.8944999999999994,37417.301814353305,15,25943.097684,25943.121080907298,-0.023396907297865255,7.53778361444409,-2.837623469531536e-10
11,12,1.0,False,3.8944999999999994,37417.301814353305,15,27695.422896,27695.44834764264,-0.025451642639382044,7.216878364870323,-2.874003257602453e-10
12,13,0.9999999999999997,False,3.8944999999999994,37417.301814353305,15,29325.453061,29325.45599832309,-0.0029373230900091585,6.933752452815364,-1.673470251262188e-10
13,14,0.9999999999999998,False,3.8944999999999994,37417.301814353305,15,30825.216591,30825.17086547161,0.04572552839090349,6.681531047810609,-1.5279510989785194e-10
14,15,0.9999999999999998,False,3.8944999999999994,37417.301814353305,15,32184.105568,32184.04232555272,0.06324244727875339,6.454972243679028,6.912159733474255e-11
15,16,0.9999999999999261,False,3.8944999999999994,37417.301814353305,15,33387.812134,33387.82559704378,-0.01346304378239438,6.25,1.382431946694851e-10
16,17,0.9999999994685334,False,3.8944999999999994,37417.301814353305,15,34416.288724,34416.48098030432,-0.19225630431901664,6.063390625908324,-4.3655745685100555e-11
17,18,0.9999972349533164,False,3.8944999999999994,37417.301814353305,15,35238.725776,35239.50106651266,-0.7752905126617406,5.892556509887896,-2.6921043172478676e-10
0,1,0.9999999999999998,False,3.8532999999999995,37453.94918110134,16,2800.9963,2800.99523566185,0.0010643381497175142,24.253562503633297,-3.774403012357652e-11
1,2,1.0000000000000002,False,3.8532999999999995,37453.94918110134,16,5604.761333,5604.785051888007,-0.023718888006442285,17.14985851425088,-5.547917680814862e-11
2,3,1.0000000000000002,False,3.8532999999999995,37453.94918110134,16,8305.165498,8305.185408064974,-0.019910064973373665,14.002800840280099,-6.548361852765083e-11
3,4,1.0000000000000002,False,3.8532999999999995,37453.94918110134,16,10902.779627,10902.816123436305,-0.03649643630524224,12.126781251816649,-2.6557245291769505e-10
4,5,0.9999999999999998,False,3.8532999999999995,37453.94918110134,16,13397.852926,13397.906000426587,-0.05307442658704531,10.846522890932807,-9.094947017729282e-11
5,6,1.0000000000000002,False,3.8532999999999995,37453.94918110134,16,15790.260198,15790.304796955857,-0.04459895585750928,9.901475429766744,-3.219611244276166e-10
6,7,1.0000000000000002,False,3.8532999999999995,37453.94918110134,16,18079.414118,18079.44168921517,-0.02757121517061023,9.166984970282114,-3.092281986027956e-10
7,8,1.0000000000000002,False,3.8532999999999995,37453.94918110134,16,20264.207228,20264.237469756165,-0.03024175616519642,8.57492925712544,-4.3655745685100555e-11
8,9,1.0000000000000004,False,3.8532999999999995,37453.94918110134,16,22342.986835,22342.979497193883,0.007337806116993306,8.084520834544433,-3.1650415621697903e-10
9,10,1.0000000000000004,False,3.8532999999999995,37453.94918110134,16,24313.178861,24313.165072405,0.01378859499891405,7.669649888473704,-2.255546860396862e-10
10,11,0.9999999999999999,False,3.8532999999999995,37453.94918110134,16,26171.294365,26171.311443490216,-0.01707849021477159,7.312724241271306,-5.493347998708487e-10
11,12,1.0000000000000007,False,3.8532999999999995,37453.94918110134,16,27912.705256,27912.719121570706,-0.013865570705092978,7.001400420140049,-3.383320290595293e-10
12,13,0.9999999999999999,False,3.8532999999999995,37453.94918110134,16,29531.168717,29531.15781069558,0.010906304421951063,6.726727939963125,-5.347828846424818e-10
13,14,1.0000000000000007,False,3.8532999999999995,37453.94918110134,16,31018.472199,31018.41505241942,0.057146580580592854,6.482037235521644,-1.709850039333105e-10
14,15,0.9999999999999999,False,3.8532999999999995,37453.94918110134,16,32363.649961,32363.590427144445,0.05953385555403656,6.262242910851494,-9.094947017729282e-11
15,16,0.9999999999995286,False,3.8532999999999995,37453.94918110134,16,33551.843186,33551.88627547658,-0.043089476581371855,6.063390625908324,-2.546585164964199e-10
16,17,0.9999999972876753,False,3.8532999999999995,37453.94918110134,16,34562.010364,34562.28057816117,-0.27021416116622277,5.88235294117647,-5.820766091346741e-11
17,18,0.9999887952218801,False,3.8532999999999995,37453.94918110134,16,35361.098342,35362.12946825608,-1.0311262560790055,5.716619504750295,-2.6921043172478676e-10
0,1,0.9999999999999996,False,3.8120999999999996,37493.74379548401,17,3145.725,3145.723392377476,0.00160762252380664,23.570226039551585,-2.7330315788276494e-10
1,2,0.9999999999999996,False,3.8120999999999996,37493.74379548401,17,5939.2794,5939.301614187784,-0.022214187783902162,16.666666666666664,-1.0368239600211382e-10
2,3,1.0000000000000007,False,3.8120999999999996,37493.74379548401,17,8629.541454,8629.561820180379,-0.020366180378914578,13.608276348795437,-7.275957614183426e-12
3,4,1.0000000000000002,False,3.8120999999999996,37493.74379548401,17,11217.057159,11217.096223388871,-0.03906438887133845,11.785113019775793,-2.3646862246096134e-10
4,5,1.0000000000000004,False,3.8120999999999996,37493.74379548401,17,13702.046286,13702.102816895655,-0.056530895653850166,10.540925533894598,-1.1095835361629725e-10
5,6,0.9999999999999998,False,3.8120999999999996,37493.74379548401,17,16084.348032,16084.39573987493,-0.04770787492998352,9.622504486493765,-1.255102688446641e-10
6,7,0.9999999999999997,False,3.8120999999999996,37493.74379548401,17,18363.329233,18363.361258262736,-0.032025262735260185,8.908708063747481,5.093170329928398e-11
7,8,1.0000000000000007,False,3.8120999999999996,37493.74379548401,17,20537.834828,20537.866993884247,-0.03216588424766087,8.333333333333332,-1.0913936421275139e-10
8,9,1.0000000000000002,False,3.8120999999999996,37493.74379548401,17,22606.143229,22606.13341335945,0.009815640551096294,7.856742013183863,-2.3646862246096134e-10
9,10,0.9999999999999999,False,3.8120999999999996,37493.74379548401,17,24565.589216,24565.572891760978,0.016324239022651454,7.4535599249993,-1.8189894035458565e-10
10,11,1.0000000000000004,False,3.8120999999999996,37493.74379548401,17,26412.584166,26412.593761117576,-0.00959511757537257,7.106690545187015,-2.874003257602453e-10
11,12,1.0000000000000002,False,3.8120999999999996,37493.74379548401,17,28142.353223,28142.354545369337,-0.0013223693385953084,6.8041381743977185,-2.2919266484677792e-10
12,13,0.9999999999999998,False,3.8120999999999996,37493.74379548401,17,29748.460126,29748.434883368314,0.02524263168743346,6.537204504606135,-2.3283064365386963e-10
13,14,1.0000000000000002,False,3.8120999999999996,37493.74379548401,17,31222.425102,31222.357533584527,0.06756841547394288,6.29940788348712,-3.710738383233547e-10
14,15,0.9999999999999996,False,3.8120999999999996,37493.74379548401,17,32552.883317,32552.831363117642,0.05195388235733844,6.085806194501846,-1.2732925824820995e-10
15,16,0.9999999999969928,False,3.8120999999999996,37493.74379548401,17,33724.351773,33724.43243847747,-0.08066547747148434,5.892556509887896,0.0
16,17,0.9999999861527005,False,3.8120999999999996,37493.74379548401,17,34714.633842,34714.99991967642,-0.3660776764154434,5.7166195047502955,-1.673470251262188e-10
17,18,0.9999546662634374,False,3.8120999999999996,37493.74379548401,17,35487.928774,35489.29065939771,-1.3618853977095569,5.555555555555556,-2.6193447411060333e-10
0,1,1.0,False,3.7708999999999993,37536.76175909673,18,3509.438645,3509.436437178005,0.0022078219953982625,22.941573387056174,3.456079866737127e-11
1,2,0.9999999999999997,False,3.7708999999999993,37536.76175909673,18,6292.197189,6292.217413407159,-0.020224407158821123,16.22214211307625,-1.7644197214394808e-10
2,3,1.0000000000000004,False,3.7708999999999993,37536.76175909673,18,8971.734087,8971.754156687068,-0.02006968706700718,13.245323570650438,-2.1100277081131935e-10
3,4,1.0,False,3.7708999999999993,37536.76175909673,18,11548.5685,11548.609285418492,-0.040785418492305325,11.470786693528087,-5.329638952389359e-10
4,5,0.9999999999999998,False,3.7708999999999993,37536.76175909673,18,14022.888632,14022.947664267616,-0.05903226761620317,10.259783520851538,2.1827872842550278e-11
5,6,0.9999999999999996,False,3.7708999999999993,37536.76175909673,18,16394.495162,16394.54502962724,-0.04986762724001892,9.36585811581694,3.2741809263825417e-11
6,7,0.9999999999999998,False,3.7708999999999993,37536.76175909673,18,18662.705573,18662.741292278468,-0.0357192784686049,8.6710996952412,-2.6193447411060333e-10
7,8,0.9999999999999998,False,3.7708999999999993,37536.76175909673,18,20826.313662,20826.346545841756,-0.032883841755392496,8.111071056538124,-6.912159733474255e-11
8,9,1.0000000000000002,False,3.7708999999999993,37536.76175909673,18,22883.5221,22883.50876931968,0.013330680318176746,7.647191129018725,1.382431946694851e-10
9,10,1.0000000000000002,False,3.7708999999999993,37536.76175909673,18,24831.5679,24831.548126684113,0.019773315885686316,7.254762501100116,-3.637978807091713e-11
10,11,1.0,False,3.7708999999999993,37536.76175909673,18,26666.75351,26666.754373181164,-0.0008631811651866883,6.917144638660746,-9.458744898438454e-11
11,12,1.0,False,3.7708999999999993,37536.76175909673,18,28384.142981,28384.13087434742,0.01210665258258814,6.622661785325219,0.0
12,13,1.0,False,3.7708999999999993,37536.76175909673,18,29977.08835,29977.048490991805,0.03985900819679955,6.362847629757777,-1.7462298274040222e-10
13,14,0.9999999999999998,False,3.7708999999999993,37536.76175909673,18,31436.813434,31436.737002732807,0.07643126719267457,6.131393394849657,1.2732925824820995e-10
14,15,0.9999999999999967,False,3.7708999999999993,37536.76175909673,18,32751.508,32751.468420490943,0.03957950905896723,5.923488777590923,-9.822542779147625e-11
15,16,0.999999999980835,False,3.7708999999999993,37536.76175909673,18,33904.979596,33905.10744169674,-0.127845696741133,5.735393346764043,2.9103830456733704e-11
16,17,0.9999999296392603,False,3.7708999999999993,37536.76175909673,18,34873.680406,34874.16468984469,-0.4842838446929818,5.564148840746571,2.9103830456733704e-11
17,18,0.9998174872398348,False,3.7708999999999993,37536.76175909673,18,35618.384411,35620.17990615065,-1.7954951506544603,5.407380704358751,-9.458744898438454e-11
0,1,1.0000000000000002,False,3.7399999999999993,37583.09854019103,19,3891.9203,3891.91743886361,0.002861136390038155,22.360679774997894,5.002220859751105e-11
1,2,0.9999999999999997,False,3.7399999999999993,37583.09854019103,19,6663.300243,6663.317939651673,-0.017696651673759334,15.811388300841893,8.185452315956354e-11
2,3,0.9999999999999998,False,3.7399999999999993,37583.09854019103,19,9331.530972,9331.549982074686,-0.01901007468586613,12.909944487358057,-2.4374458007514477e-10
3,4,0.9999999999999998,False,3.7399999999999993,37583.09854019103,19,11897.102907,11897.14451843226,-0.04161143225974229,11.180339887498947,-3.1650415621697903e-10
4,5,0.9999999999999999,False,3.7399999999999993,37583.09854019103,19,14360.170251,14360.230860344782,-0.06060934478227864,9.999999999999998,-1.2732925824820995e-11
5,6,1.0000000000000002,False,3.7399999999999993,37583.09854019103,19,16720.492288,16720.543419011905,-0.051131011903635226,9.128709291752768,-7.639755494892597e-11
6,7,1.0,False,3.7399999999999993,37583.09854019103,19,18977.333427,18977.372120753414,-0.03869375341309933,8.451542547285165,1.8189894035458565e-10
7,8,0.9999999999999996,False,3.7399999999999993,37583.09854019103,19,21129.432533,21129.464923700543,-0.03239070054405602,7.905694150420946,2.874003257602453e-10
8,9,1.0000000000000002,False,3.7399999999999993,37583.09854019103,19,23174.909232,23174.891378710763,0.01785328923870111,7.453559924999299,-4.43833414465189e-10
9,10,1.0000000000000002,False,3.7399999999999993,37583.09854019103,19,25110.8958,25110.871665179115,0.0241348208837735,7.071067811865475,-1.2369127944111824e-10
10,11,0.9999999999999997,False,3.7399999999999993,37583.09854019103,19,26933.5757,26933.566585718014,0.009114281987422146,6.74199862463242,-1.4915713109076023e-10
11,12,1.0000000000000002,False,3.7399999999999993,37583.09854019103,19,28637.836375,28637.810078146806,0.02629685319334385,6.454972243679029,-1.4551915228366852e-10
12,13,0.9999999999999998,False,3.7399999999999993,37583.09854019103,19,30216.798211,30216.743717918558,0.05449308144306997,6.201736729460422,-2.1464074961841106e-10
13,14,0.9999999999999999,False,3.7399999999999993,37583.09854019103,19,31661.355987,31661.272928891536,0.08305810846286477,5.976143046671968,-1.3460521586239338e-10
14,15,0.9999999999999764,False,3.7399999999999993,37583.09854019103,19,32959.201736,32959.18043181983,0.021304180176230147,5.773502691896257,-1.4551915228366852e-11
15,16,0.9999999999027724,False,3.7399999999999993,37583.09854019103,19,34093.333214,34093.51988209244,-0.1866680924431421,5.590169943749474,2.9103830456733704e-11
16,17,0.9999996987202432,False,3.7399999999999993,37583.09854019103,19,35038.608844,35039.23967125897,-0.6308272589667467,5.423261445466404,5.820766091346741e-11
17,18,0.9993321229120669,True,3.7399999999999993,37583.09854019103,19,35751.430465,35753.80381232538,-2.3733473253814736,5.270462766947299,-3.055902197957039e-10
0,1,1.0000000000000002,False,3.6987999999999994,37632.80116807468,20,4292.9422,4292.938693890683,0.0035061093176409486,21.82178902359924,-2.000888343900442e-10
1,2,0.9999999999999999,False,3.6987999999999994,37632.80116807468,20,7052.36337,7052.377998705013,-0.014628705012910359,15.430334996209188,-1.0550138540565968e-10
2,3,0.9999999999999997,False,3.6987999999999994,37632.80116807468,20,9708.7091,9708.726237193288,-0.01713719328836305,12.598815766974242,-2.7466739993542433e-10
3,4,0.9999999999999999,False,3.6987999999999994,37632.80116807468,20,12262.439099,12262.480530087212,-0.04143108721291355,10.91089451179962,-1.7462298274040222e-10
4,5,0.9999999999999996,False,3.6987999999999994,37632.80116807468,20,14713.670994,14713.732094242154,-0.06110024215377052,9.759000729485331,-3.255991032347083e-10
5,6,1.0,False,3.6987999999999994,37632.80116807468,20,17062.119566,17062.170940882672,-0.051374882670643274,8.908708063747481,-2.0736479200422764e-10
6,7,1.0,False,3.6987999999999994,37632.80116807468,20,19306.992378,19307.033179327045,-0.040801327046210645,8.247860988423225,-1.5643308870494366e-10
7,8,1.0000000000000002,False,3.6987999999999994,37632.80116807468,20,21446.969248,21446.999748299077,-0.030500299075356452,7.715167498104594,-9.458744898438454e-11
