r_angstrom,potential_cm
1.5005,4472.898328239209
1.50625,4659.1804481074405
1.512,4847.370070018769
1.51775,5037.377226059296
1.5235,5229.11432983905
1.52925,5422.4961117715775
1.535,5617.439556316753
1.54075,5813.86384112712
1.5465,6011.690278039012
1.55225,6210.8422558504135
1.558,6411.245184828064
1.56375,6612.8264428874845
1.5695,6815.5153233905585
1.57525,7019.242984506045
1.581,7223.942400079937
1.5867499999999999,7429.548311963508
1.5925,7635.997183748108
1.59825,7843.227155857334
1.604,8051.1780019483585
1.60975,8259.791086575622
1.6155,8469.009324071707
1.62125,8678.777138601585
1.627,8889.040425347934
1.63275,9099.74651278689
1.6385,9310.844126015025
1.64425,9522.283351089864
1.65,9734.015600348164
1.65575,9945.993578667125
1.6615,10158.171250635862
1.66725,10370.503808605568
1.673,10582.9476415885
1.67875,10795.460304977185
1.6844999999999999,11008.00049105713
1.69025,11220.52800028693
1.696,11433.00371332194
1.7017499999999999,11645.389563758159
1.7075,11857.648511574838
1.71325,12069.744517255129
1.719,12281.64251656544
1.72475,12493.308395975248
1.7305,12704.708968700077
1.73625,12915.811951351348
1.742,13126.585941177846
1.74775,13337.000393884267
1.7535,13547.025602013222
1.75925,13756.632673877728
1.765,13965.79351303211
1.77075,14174.480798269606
1.7765,14382.66796413575
1.78225,14590.329181947236
1.788,14797.439341306115
1.79375,15003.974032099888
1.7994999999999999,15209.909526978565
1.80525,15415.222764299668
1.811,15619.891331532886
1.81675,15823.893449116267
1.8225,16027.207954755822
1.82825,16229.814288160966
1.834,16431.69247620815
1.83975,16632.823118525204
1.8455,16833.187373489174
1.85125,17032.7669446303
1.857,17231.54406743496
1.86275,17429.501496540433
1.8685,17626.622493314488
1.87425,17822.890813812304
1.88,18018.290697104138
1.88575,18212.80685396604
1.8915,18406.42445592674
1.8972499999999999,18599.12912466349
1.903,18790.906921739395
1.90875,18981.74433867507
1.9144999999999999,19171.6282873472
1.92025,19360.546090706594
1.926,19548.48547380812
1.93175,19735.434555145235
1.9375,19921.381838281177
1.94325,20106.316203769537
1.949,20290.226901356084
1.95475,20473.10354245466
1.9605,20654.936092888795
1.96625,20835.714865891707
1.972,21015.43051535655
1.97775,21194.074029329353
1.9835,21371.63672373655
1.98925,21548.110236339428
1.9949999999999999,21723.486520907692
2.00075,21897.75784160417
2.0065,22070.91676757308
2.01225,22242.956167724027
2.018,22413.869205704086
2.0237499999999997,22583.649335050253
2.0295,22752.290294514816
2.03525,22919.786103556104
2.041,23086.131057987295
2.0467500000000003,23251.31972577572
2.0525,23415.346942985787
2.05825,23578.20780985829
2.064,23739.897687018998
2.06975,23900.41219180983
2.0755,24059.747194735904
2.08125,24217.898816021647
2.0869999999999997,24374.863422269875
2.0927499999999997,24530.637623217186
2.0985,24685.218268579865
2.10425,24838.602444984008
2.11,24990.787472974323
2.1157500000000002,25141.77090409585
2.1215,25291.550518042994
