r_angstrom,bob_dimensionless
3.02425,5.493556864642238e-08
3.03,5.077016301450137e-08
3.03575,4.6709736202301684e-08
3.0415,4.2758735041504354e-08
3.04725,3.8920899991294675e-08
3.053,3.519930950303919e-08
3.05875,3.1596423351529446e-08
3.0645,2.8114124812988257e-08
3.07025,2.475376158890109e-08
3.076,2.1516185392120488e-08
3.08175,1.840179012772576e-08
3.0875,1.541054861578121e-08
3.09325,1.2542047816551874e-08
3.0989999999999998,9.795522530912175e-09
3.10475,7.169887559729008e-09
3.1105,4.663768315940066e-09
3.11625,2.275529891952425e-09
3.122,3.3045929423742408e-12
3.12775,-2.1549820463469654e-09
3.1335,-4.201586737527868e-09
3.13925,-6.138925378050718e-09
3.145,-7.969551420445897e-09
3.15075,-9.696135633566564e-09
3.1565,-1.1321447214757547e-08
3.16225,-1.284833620913568e-08
3.168,-1.4279717189969421e-08
3.17375,-1.561855415243082e-08
3.1795,-1.686784657173955e-08
3.18525,-1.8030616575842327e-08
3.191,-1.910989718229913e-08
3.1967499999999998,-2.0108721548859283e-08
3.2025,-2.1030113187357004e-08
3.20825,-2.1877077090927755e-08
3.214,-2.2652591725175773e-08
3.21975,-2.335960183472746e-08
3.2255,-2.4001012017602167e-08
3.2312499999999997,-2.4579681020974815e-08
3.237,-2.5098416713155202e-08
3.24275,-2.555997168799216e-08
3.2485,-2.5967039459361114e-08
3.25425,-2.6322251204909495e-08
3.26,-2.6628173019814557e-08
3.26575,-2.6887303642922268e-08
3.2715,-2.710207261925647e-08
3.27725,-2.727483886454768e-08
3.283,-2.7407889599074167e-08
3.28875,-2.7503439619738928e-08
3.2944999999999998,-2.7563630880941257e-08
3.30025,-2.759053235639436e-08
3.306,-2.7586140155610588e-08
3.31175,-2.755237787030579e-08
3.3175,-2.7491097127481568e-08
3.32325,-2.740407832737629e-08
3.3289999999999997,-2.729303154589442e-08
3.33475,-2.715959758247138e-08
3.3405,-2.7005349135636436e-08
3.34625,-2.683179208978334e-08
3.352,-2.6640366897861115e-08
3.35775,-2.643245004583742e-08
3.3635,-2.620935558587616e-08
3.36925,-2.597233672620327e-08
3.375,-2.5722587466627554e-08
3.38075,-2.5461244269593958e-08
3.3865,-2.518938775754405e-08
3.3922499999999998,-2.4908044428169306e-08
3.398,-2.4618188379927526e-08
3.40375,-2.4320743040925026e-08
3.4095,-2.4016582894943214e-08
3.41525,-2.3706535199029852e-08
3.421,-2.3391381687679325e-08
3.4267499999999997,-2.3071860259162265e-08
3.4325,-2.274866664010057e-08
3.43825,-2.242245602485071e-08
3.444,-2.2093844686695496e-08
3.44975,-2.1763411558269946e-08
3.4555,-2.1431699778996557e-08
3.46125,-2.10992182076783e-08
3.467,-2.0766442898693815e-08
3.47275,-2.0433818540532574e-08
3.4785,-2.0101759855683463e-08
3.48425,-1.9770652961107166e-08
3.4899999999999998,-1.944085668876965e-08
3.49575,-1.9112703865877017e-08
3.5015,-1.878650255466219e-08
3.50725,-1.8462537251705795e-08
3.513,-1.8141070046932477e-08
3.51875,-1.782234174254254e-08
3.5244999999999997,-1.7506572932250515e-08
3.53025,-1.7193965041307954e-08
3.536,-1.6884701327862114e-08
3.54175,-1.6578947846288507e-08
3.5475,-1.6276854373191345e-08
3.55325,-1.597855529682561e-08
3.559,-1.568417047073982e-08
3.56475,-1.5393806032472358e-08
3.5705,-1.510755518817689e-08
3.57625,-1.4825498964057198e-08
3.582,-1.4547706925533198e-08
3.5877499999999998,-1.4274237865058042e-08
3.5935,-1.4005140459515521e-08
3.59925,-1.3740453898141671e-08
3.605,-1.3480208481899052e-08
3.61075,-1.3224426195247682e-08
3.6165,-1.2973121251229448e-08
3.6222499999999997,-1.2726300610797239e-08
3.628,-1.248396447728696e-08
3.63375,-1.2246106766934188e-08
3.6395,-1.2012715556314623e-08
3.64525,-1.1783773507570511e-08
3.651,-1.1559258272275572e-08
3.65675,-1.1339142874759732e-08
3.6625,-1.1123396075709914e-08
3.66825,-1.091198271683115e-08
3.674,-1.0704864047338407e-08
3.67975,-1.0501998033028566e-08
3.6854999999999998,-1.0303339648655882e-08
3.69125,-1.0108841154317032e-08
3.697,-9.91845235653191e-09
3.70275,-9.73212085467775e-09
3.7085,-9.549792273421838e-09
3.71425,-9.371410481769791e-09
3.7199999999999998,-9.196917799328503e-09
3.72575,-9.02625519036305e-09
3.7315,-8.8593624462049e-09
3.73725,-8.696178356546572e-09
3.743,-8.536640870144784e-09
3.74875,-8.380687245430012e-09
3.7544999999999997,-8.22825419149801e-09
3.76025,-8.079277999953347e-09
3.766,-7.933694668040422e-09
3.77175,-7.791440013493486e-09
3.7775,-7.652449781515085e-09
3.78325,-7.516659744273798e-09
3.789,-7.384005793299464e-09
3.79475,-7.254424025137791e-09
3.8005,-7.127850820611586e-09
3.80625,-7.004222918020214e-09
